A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-7.896568466666375;-4.153130593213625	0.16652483515137206;1.1873222120566278	#	0.7636877327923399;1.61110379628766	-6.885462549556901;-4.0787971457431	#	#	#	#	1.033823546824;1.8639460276359998	-7.17823416214185;-4.730594237158151	#	-7.240547984443751;-5.13354705839625	#	#	0.756833863878355;1.981243092561645	#	#	-8.5958488468777;-4.607269437802301	0.847746302365725;1.831671772194275	#	1.0755032280186998;2.37714312395957	#	#	-8.4102337757623;-6.6762772967777	1.3647968416182599;1.596631960510475	#	1.26642663982709;2.26825719039291	#	#	-8.7284051821015;-6.7075750506985	1.11382739636362;1.75002275723638	#	#	#	#	-10.276899990281;-5.760874121199	0.9366262584304299;1.8272749280648901	-9.140966219365001;-5.423211552475	#	#	0.84515360591439;1.7420090593456101	#	#	#	#	-9.1641017878104;-6.119831462395201	0.7113283061164349;1.970334714563565	-9.3994303107482;-6.7543385888918	1.0838221963062797;2.03201763672892	#	0.8122987743054999;1.8447942172145	#	#	#	0.995410473790985;2.00374686240537	#	0.4930083275169499;1.8497258404430499	#	0.8048819450571201;1.63064552582288	-10.1478605355745;-8.0588579078829	0.7795098084431267;1.3715401975168735	#	#	-10.977861083616;-8.061961293483998	0.379369693337992;1.686306690681726	#	0.4748202447510439;1.521895179190956	-11.003032646275601;-8.49253596518945	#	#	#	-11.43000373574;-8.360476428980002	#	-11.5686190051539;-8.991816653846099	#	#	0.3479068774574;0.7814559963186	-11.9144940000899;-9.7731674427101	#	home	0.1	1.0	1	5.0	2176	2176	0.475	5.0	0	0
-6.82398975452075;-4.782114550819251	#	-8.33135665271716;-3.9041788087628397	#	#	0.69950326597202;1.84479530324798	#	0.8138130868320002;1.513709472388	-7.3247781698929995;-4.621920474267	#	#	0.7533161801601701;1.98171752431983	#	0.9627508544705301;1.74289076456947	#	#	-8.6963095629883;-6.5036344784916995	#	#	#	-9.709667965481;-5.393847258439	1.11843390414043;1.6391043712213	-8.6127950845035;-6.3159523890765	0.6792221091012;1.8794674098388002	#	0.9491562165895249;2.17876634826174	-8.4531563424456;-4.9306318335344	#	#	#	#	1.28302928309732;2.1639151673826804	-9.3005941146792;-4.4543842658808	#	-9.590995654815;-4.345715027024999	#	#	0.7406087434351101;2.27897860414957	#	#	-9.773407227353701;-6.4421830637463	#	-8.8997034816426;-7.2164217168174005	#	-9.7411498016449;-6.2529228771151	1.18210809179491;1.91362346348509	-9.9258402561248;-5.2924721528096	#	#	0.6764460214910799;1.79388351857372	-9.019391528538401;-7.197551561301601	#	-9.7307467762205;-5.3675492486195004	#	-10.795020627619799;-6.1685667139602	0.62984831201463;1.557459880769015	#	#	-10.4762131197412;-7.8250286717188	#	-10.6102615015771;-7.284040175305501	#	-9.580372730419;-7.962173995141001	#	#	0.2652248849430269;1.608535527008008	-10.5782189455685;-9.105696290551501	#	-11.45312480713055;-8.1750074838244	#	#	#	#	0.082789122568668;1.4658588510696655	#	#	-11.4608348524233;-9.388222698576701	#	#	-0.11191500596425502;1.072330538024255	home	1.0	1.0	1	4.5	4835	2176	0.4625	4.5	2	2
#	#	-4.37277655550472;-0.7268653898952797	-0.39276367183355;0.95539824736355	-4.301122454333342;-2.4326712360530998	-0.07999529611768003;0.81632021131568	-4.4462464926394;-2.0925563301406003	#	-5.868264973134499;-3.0425501095254996	-0.11497785499212498;1.009146337774125	-6.3588898363652;-2.0605953339548	#	#	-0.08582010145013996;0.7133476113341399	#	-0.225284105490685;1.029902257113735	-7.3448550925809;-3.4246178202991	#	#	#	#	0.06339765965312;0.9828366665400801	-7.8919163486653;-3.206483963531799	#	#	-0.2095480244528551;0.73461892597274	#	#	-6.23722394875535;-3.3192167192246504	#	#	0.09472913126256;0.61673558120944	-7.4325413152081;-1.6246284811685439	-0.16556573875593494;0.815993457571935	#	#	#	#	-7.538466422953;-2.982394489587	#	#	#	#	#	#	#	-7.784032807078001;-6.7382400847549935	-0.10784169528273002;0.3145510910557492	#	-0.07125924716052004;0.943197660420046	-7.531653396597401;-5.3844848637826	#	-8.7873426575875;-5.3778440246112496	#	#	-0.15520557092946996;0.8023600854034699	-7.73531125383005;-5.93912307038995	#	#	#	#	#	#	#	#	#	#	#	#	#	-11.371765220302;-8.2289460344281	#	-10.0394477548525;-8.462051777767499	-0.11932753322196205;0.856232968175962	#	-0.3051268632132535;1.0077696220272534	-10.38482330126245;-8.9517139546798	#	#	-0.07897327074358995;0.61376259641359	grocery_store	0.0	0.0	1	14.0	2191	2191	0.4	14.0	0	1
#	-0.142445476489156;0.8208421890411559	-7.38534221755665;-4.45559217376335	0.021480036078725007;0.695560995677275	#	#	#	#	#	#	#	#	-10.06471629209825;-5.910914466461749	-0.02282107173720993;1.17593049743921	-9.121168500110745;-8.85105802769	0.04722898820935506;1.271638216892645	#	#	-9.3583398461921;-7.020207089147901	#	#	#	#	#	#	-0.08361885028217514;0.9338430330221752	-9.632023865639901;-7.3965756196001005	#	-10.9989006457964;-6.1129350521636	#	#	#	#	#	#	0.06045583524930498;0.6403841641826951	#	-0.43970765076347;1.11571649586347	#	#	#	-0.49454065721574997;1.14604858686575	-11.062168570427001;-7.009823581033	-0.08806619498324503;0.7234340341272449	-11.20484083037775;-7.006049161962251	#	-10.8216256630656;-7.4749627582344	#	-10.689964556359;-7.786815105541001	#	-11.683438548756001;-7.128838630664	#	#	-0.012116710214859994;0.65900392943486	#	#	#	-0.017896932265099974;0.6082803813930999	-12.2319295673485;-8.6417839606515	#	-11.7047809557555;-9.3616552064445	#	#	#	#	#	-11.7021294002435;-9.7545994371565	-0.23635252054575356;0.5302559135977536	-11.362060601004549;-10.16898748559545	-0.15069483331618544;0.39743204027618545	#	-0.41365803420058256;0.6286000667825825	#	-0.5108390647739841;0.6898507831003841	#	#	#	#	-10.290785400189;-9.271106087150999	-0.049804290253875005;0.362538487815875	metro_station	0.1	1.0	1	19.0	2192	2192	0.4	19.0	0	0
-3.3731438012615502;0.84673161972155	0.12752315986276808;1.191452820299232	-4.24099452930228;-1.3763500420377202	0.09647928299404007;1.32908446625996	-4.68533695117435;-2.91591745746565	#	#	0.2463062945953;1.0511871379847	-7.0058670125325;-2.7058661331275	#	-6.194657644329699;-3.6873191845903	0.4258122386067499;1.6878684141132498	-6.60305662707175;-3.5328552776882503	0.3343839224924201;1.74244132120758	#	#	-6.9572502465795;-3.9672387677205	#	-6.6138941979369;-4.8259103249030995	0.6978848817403749;1.114802453701625	-7.953805464324601;-3.3723957906954	#	#	#	-7.57787855638815;-4.04327496461185	#	-7.4707456958138;-4.3546663225461995	#	-8.168909376504349;-3.89368948207565	#	-8.46098711761325;-4.08252183290675	#	-8.2484796371272;-4.7484391907728	#	-7.5553623413436;-5.7369983903764	0.1625800066612499;1.16245643585675	#	#	-7.740898599798;-5.577841339062	#	#	#	#	#	#	0.47266291449691006;1.20417828618709	#	#	-9.073574830501599;-5.331737760558401	#	#	-0.09035798763085012;1.25188608815085	#	#	#	-0.08231156307603493;1.2291370532060348	#	#	#	#	#	#	#	#	#	0.10651231416219709;1.047592405565803	-10.0265708872475;-7.8890380009325	0.13022689555239253;0.9716263964416075	-9.77061776461445;-8.31241729022555	#	#	0.33782538337846246;0.8115790656435374	-10.436491939825;-7.963817164935001	#	-10.53984424242045;-8.004603219359549	0.09154037231368906;1.1346636071623108	-10.0601011332963;-8.7021828256037	#	#	#	car	0.06092699470458736	0.5714285714285714	1	14.767999999999999	4400	2249	0.45	14.767999999999999	4	7
#	0.132334657684128;0.9087157612458721	-7.05421215043783;-3.2129843152421698	-0.09770728706184001;0.98082224829584	-7.54356353865915;-3.8216811553408494	#	-7.984764741067099;-3.8348373492929	#	#	#	-8.0450874233411;-5.2989548245788995	#	-8.778301391507501;-4.5642995394125	0.22157965172584004;1.13491418062216	#	#	-8.1157685615403;-4.5941994864397	0.43928107075212;1.52412142376588	#	#	-8.6224736183474;-4.5722418778926	0.45637411876379;1.4144960622082101	#	0.31843462621803986;1.6664024255079601	#	0.49141999351608995;1.3423881140979101	#	#	#	#	-8.0628984595526;-4.560126231787399	#	-7.3965013996774;-5.1080134155226	#	#	0.21205544165428492;1.671875028279715	-7.647795257397;-3.8265425989429995	#	-7.8618862248550005;-4.144131557965	0.28945827640116983;1.8539547297988301	-7.4517347145354;-5.8175492757846	#	#	0.42537600528474995;1.41501043102925	#	#	#	0.46781454364932995;1.14727831963667	-8.5282416937128;-4.3993180303272	#	-7.6489045874108;-5.3065389152492	0.10107697894124001;1.42267114586476	-7.5927712394745;-5.3450634222255005	#	-7.8728444537082;-5.3315528673318004	0.1820444740462951;1.618392958545705	#	#	-8.8725882528343;-6.2766368141457	0.21904841063535796;1.321589906546642	-9.112514257012299;-7.185944196467699	#	#	0.08316404567931002;1.06589602027069	#	#	-10.317304752076499;-7.5147616344634995	#	-10.4119597091292;-8.290940837290801	-0.09435718542357652;0.7939863683295765	-10.921138156762199;-8.0192101295178	-0.20189366006748694;0.8972148827874868	-10.5609674806675;-8.216189676892501	#	-10.815369091934251;-8.11388275588575	#	-10.31978244736705;-9.140537601212952	-0.4354361824528;0.8652111741308001	#	#	home	0.0006544696506532578	0.23076923076923078	1	15.481294336	3879	2266	0.525	15.481294336	3	13
#	#	-6.85274238950421;-4.70425902405579	#	#	#	#	#	#	0.515148918599625;0.9820928140563749	#	0.38680861832205;1.14404232362595	#	0.36690916665351;1.2612158928644899	-8.8394530099156;-4.9507622909844	0.2204168200053499;1.42758084828465	#	0.5546900321660799;1.11648235783392	-8.47195406403925;-5.37736659148075	#	#	0.31902805820766;1.3335101159723401	#	#	-7.969093183564899;-5.4348490988951	#	#	#	-9.05177185508945;-4.91227322715055	0.6055102318772749;1.194415341168725	-9.36209438868335;-4.84890709521665	0.32600026028149987;1.5494528773445002	#	#	#	#	-8.1474925631848;-5.9242182891752	#	#	#	#	0.29151041588077;1.66960538090923	-9.001090736949;-5.572183438231	0.47659479951541495;1.525607290804585	-9.25025385327035;-5.309849364449651	0.557988769888105;1.446257435511895	-8.9342473533768;-5.4563427660032	0.57570365881129;1.41504126444271	#	0.36673613300403984;1.8514098068359601	#	0.8716692926345699;1.42921683180543	-8.20552782642025;-6.02392906261975	#	-9.841329112355;-4.954229907785001	0.4567769021031851;1.851492097196815	#	0.55077123873247;1.57352751770753	-10.2031954167592;-6.447350782060799	0.80624802571195;1.25810929452805	#	#	#	0.73393669592683;1.41428960141317	-8.87378098382775;-7.363761449652251	0.9156651921813251;1.3958080959586752	#	0.9380662908803816;1.5176970581596185	#	0.858605882396015;1.425633682663985	-9.721353313788502;-7.303079957751501	0.7358691302614324;1.5886257583385675	#	0.832517122241408;1.4328620461785921	-9.7108043200718;-7.882105877208199	#	#	0.7418107639951761;1.192701847610824	-10.1604288322325;-9.3106960713675	#	home	1.0	1.0	1	1.0	2273	2273	0.5125	1.0	1	1
-7.5348970489317;-2.9066465872083	0.047852120859411984;0.637326662452588	#	#	-8.08344540431705;-5.21576553520295	0.008713862598880018;0.60625753422112	#	-0.29191415281925004;0.84541747370925	#	#	#	#	#	0.07563220540358001;0.57035507522242	-10.0299301622588;-5.396326978286	-0.20642527441965508;0.983493553455655	-8.9014287791779;-6.9745324928020995	#	#	#	#	#	#	0.0580751032556;0.8890141576124	#	#	#	#	#	#	#	-0.035482617377680103;0.8454032669076801	#	#	#	#	#	#	-10.438830942165;-8.072987063234999	#	#	#	#	#	#	#	#	#	#	#	#	-0.05987911798478002;0.80741705405878	-11.211170652027501;-9.2278990485725	0.06643134151479996;0.5826779873992001	-12.2206513483832;-9.3387971616136	#	-12.48962637372495;-8.09206220047505	-0.22235431988188997;0.5845970510640099	#	#	#	-0.4846786964291904;0.8831156507411904	#	#	-12.3104882622325;-8.665613524567501	#	-11.962739615003;-9.207697228197	#	-11.7210141782192;-9.599995306380801	#	-11.268932507364301;-9.9938429196357	-0.542534510116699;0.708175211063099	-11.8311751160825;-9.5716619597175	-0.20158061639311053;0.7218146498019062	#	-0.5398722154408061;0.683099853002406	#	#	-11.9115108708477;-10.2460346595523	#	office	0.056016189531062036	0.5619047619047619	1	23.04369664815936	4841	2292	0.35	23.04369664815936	59	105
#	#	#	0.4462136180013051;1.6595593452786952	-6.916121799845699;-4.5975721184343	#	-6.9034946672677;-5.1072574379923	#	-8.068080885998633;-7.0543139929582495	#	#	0.37021727863943;1.49765412875857	#	0.56184329771048;1.6274002480895202	#	0.917250648238155;1.4518518607618451	-9.2164883684172;-4.4324700022428	#	#	#	#	0.62268939296411;1.73110497459589	-8.5526085564672;-5.140156551832799	#	#	0.639068359365335;1.5455344008546652	#	#	#	#	-8.3570436159021;-5.5278814319378995	#	-8.5890253862927;-4.7524425893273	0.434421139560925;1.349433949697075	-8.0702442632072;-4.4335163612728	#	#	0.38131398308776987;1.59582324826223	-8.985920376683001;-5.132974630997	0.41295968826649987;1.5147177540395	-8.7896459474973;-6.4640743615827	0.66684281909454;1.23558042370946	-9.1861630542386;-6.2560059080614	0.635890689425985;1.170293279328015	-8.65955921107245;-6.915445748807549	0.68116530151349;1.34301254256651	#	#	-9.8240747743332;-5.566122246466801	0.49812874333723994;1.33729212419876	-10.3515485989872;-5.5366858284328	#	#	#	-10.1196672411928;-6.4706331684472005	0.6839064550500951;1.2875891514339048	-10.667434872734251;-6.64149584088575	0.55673550443714;1.34989343507086	-9.7409925596325;-8.3601673262875	#	-10.504316397249701;-8.2653295701303	0.4091576230145835;1.0420176940934165	#	#	-11.377809395972502;-7.7329346583075	#	-11.4070377379485;-8.0344858506515	#	#	#	-11.540667546942501;-8.2430220614375	#	#	-0.13990875742807302;0.9482164172080729	-10.65442474551385;-9.282900913366149	#	-10.86039360440945;-8.914912660848882	#	#	#	home	1.0	1.0	1	7.0	3927	2297	0.5	7.0	1	1
-7.02384718702155;-2.8039717660384498	0.692961709501768;1.756891369938232	#	0.99305458529381;1.87898956076619	#	1.12635501771746;1.74049712466254	#	0.8246448396063;1.9794738757737	#	#	#	#	-8.9257908644775;-4.7117890123825	#	-7.7447559686496;-6.0872812359904005	#	#	#	-9.275426280204849;-4.53039215561515	#	#	#	#	0.8438216397816799;2.06253225283832	-8.20115673241975;-5.20007821110025	0.9573900494853349;1.863856090974665	-9.130707018021;-4.388847102179	1.0875221753093198;1.54737882147068	-9.246865702348849;-4.29303947547115	#	#	#	#	#	#	0.7644805354983398;1.8043520218616602	#	#	#	#	#	#	-9.3804944440808;-5.2658056856192	#	-9.2636103001797;-5.2586090164603	#	-8.290796733379201;-6.190929812700801	0.846959636984395;2.265839875075605	-8.2565056658074;-5.8694716729126	#	#	1.05390860540821;1.69405578001179	#	0.75634326052398;2.0125434321760203	-8.726943814154799;-5.7295229686852	#	-9.3762621125694;-6.1555108870906	#	-9.9433909009923;-6.2427792756277	#	-9.4055031476039;-7.270655242676101	#	-9.5237908627685;-7.0964927598515	0.8835535052633751;1.828488096216625	-9.5555937483005;-7.5769474621395	#	-10.267065841075;-7.892029300725001	#	-10.24798695735095;-8.347907551329051	1.0557790434746215;1.8685188905253787	-10.0769803772977;-8.7139535766223	1.258198249291558;1.7888023734284422	-11.021470897859999;-8.12247288592	1.0281524651036305;1.9099090721363694	-10.7571189050056;-8.7621751491544	#	-10.799154239757101;-9.1553583936029	0.7716372213476959;1.569367600052304	#	#	home	1.0	1.0	1	4.0	4183	2324	0.4875	4.0	2	2
#	-0.121302600376552;0.7988527816225519	#	#	#	-0.26162640164856;0.86706720030456	#	-0.28256229937735;0.81977450787335	-7.33126686911275;-3.514129882268	#	#	#	#	-0.04914783775480003;0.7119642696588	#	0.08671923321013994;0.8337496490957099	#	#	#	-0.043071529611025006;0.774086911433025	#	#	-7.5535576806399;-3.6817371369200997	#	#	0.06322298111361996;0.58120357625038	-6.8401028218602;-4.5369137198797995	#	#	-0.3308706441201849;1.082984188154125	#	#	#	#	#	0.42781037973821495;0.674494869449975	-8.787154355035;-5.4901355169922	#	#	-0.44760793426075013;1.20502916439875	#	#	-7.298820214054;-5.428507142026	-0.5567774863614761;1.151721417389365	-7.5282437138279;-5.3319526872721	0.10268034470346005;1.00836604298654	#	#	-9.6455845791046;-4.0361785436354	#	#	0.12349977973866;0.66039741005134	-9.65002630528775;-4.795415244501999	#	-7.943482150322599;-6.1841264366774	#	#	0.012651669164679968;1.1815159879933201	#	#	-9.4468996712712;-7.9889547605888005	#	-10.389892358610599;-8.2334642492307	-0.15531981090650754;0.4305396354845075	#	#	-10.9647033544295;-9.2071763145705	#	#	-0.435150001707569;1.2555099149249624	#	#	-10.630010940590001;-9.26577658203	0.12030248760651896;0.608082738305481	#	#	-11.7675857369541;-9.4090960446459	-0.08939206728408;0.38682221784272	#	#	park	2.6932907434290447e-06	0.07692307692307693	1	20.141485056	3139	2354	0.4	20.141485056	1	13
#	#	#	#	-7.949461110940501;-3.6784485399194993	#	-8.8345029114902;-5.489785312149801	#	#	#	#	#	#	#	#	#	#	#	-9.343150749886;-6.5924063298340005	0.03233279389767496;0.649370800400325	-8.9265350794358;-6.4698371385042	-0.04510948720297997;0.6687852941869801	#	#	#	-0.39296418583312;0.93898591594712	-10.4233749220404;-5.816996718079599	#	-10.32860732926415;-5.78194490185585	#	-9.4344387634128;-5.6622225181272	#	#	#	#	-0.12348102599779504;0.856397874613795	#	#	#	#	#	-0.08218426957877001;0.72717309083477	-10.2676368132272;-7.5245109742528005	0.08390724480531003;0.91520016243069	-10.09037010157985;-8.08786945972015	#	#	0.115403392652495;1.1345990566335051	#	#	#	#	#	#	-11.5171290842432;-7.3468044296768	#	#	-0.32361004086416995;0.9496171635741699	-11.1724236639326;-8.1898411599074	-0.12151561474120201;0.619536866117202	-10.9636156552297;-8.7246288281103	-0.09231010113978744;0.41806092392378746	-11.8784012176749;-7.9407842951651	#	#	-0.513227388494102;0.754349877478102	#	-0.2500896599773265;0.545149063550967	#	#	#	-0.2869887642761585;0.45206698005735846	-10.62728200511;-9.26304764655	#	-11.5555906519353;-8.4800523616647	#	-11.1302214329156;-9.1290786636844	-0.49803297551688397;0.646536698276684	-11.0355189759882;-9.8798824212118	#	library	0.12523325760000004	0.66	1	21.72485473030007	4996	2372	0.3875	21.72485473030007	66	100
-6.91235733086105;-3.8362527057140747	0.038722501469092035;0.48442276462490796	#	-0.29361039057495997;1.0234235666413949	#	-0.24905556178930005;0.8298427341953001	-8.5442168447272;-5.1072574379923	0.05185730916455;0.76925110435945	#	#	-8.6066918876098;-6.9351329144502	#	#	0.5286352388051402;1.6274002480895202	#	0.19482605989637503;1.4882160901956252	#	#	#	0.682684339625025;1.866730243994975	#	#	-9.7781015523287;-5.140156551832799	0.33072324940503983;1.67869104869496	-8.73311495722425;-7.1575348519751	#	-8.812835102259001;-6.780609424041001	#	-8.48216082003555;-6.7206342089124	#	#	0.21303189592728;1.4337571072221	#	#	#	#	-10.5669794956498;-5.738349052196	#	-9.725845775569;-5.132974630997	#	#	#	#	#	#	0.3852322537852;1.34301254256651	-10.6232191449776;-7.6046604465024	0.18857166219264;1.62743612898936	-10.504497559218601;-5.7720893852578	0.46935561792643987;1.20093394995956	-10.5290541343676;-7.7962941835124	0.57798822905375;1.0942359505082502	-10.826954327444;-5.94711659271625	#	-10.5720424567744;-8.095912193125601	0.302387737782755;1.1558701706012449	-11.62880125779805;-6.64149584088575	#	#	#	-11.0128333507134;-8.6176381403066	-0.11931254382431694;0.656451414272317	#	-0.44101655561287245;0.9385879471788725	-11.47017054709025;-8.23424821445025	#	-11.4070377379485;-8.0344858506515	-0.0074898553361129605;0.703025278748113	#	#	-10.712519052401;-8.2430220614375	#	#	#	-10.4219540007242;-8.9257461838358	#	-11.22582952318475;-9.08981784192285	#	#	-0.050350455516225245;0.4538455854088	home	0.670176922268936	0.9230769230769231	1	13.687208447999998	4621	2374	0.4875	13.687208447999998	12	13
#	-0.038522683022455984;0.565329286414456	-5.956792828455391;-2.89683167160461	#	#	-0.31203083374839996;0.8498596388504001	#	0.004692820840149992;0.58210733892385	#	0.07010710078400001;0.623522087992	#	-0.3070659452329901;0.8540257362329902	#	0.016271648093570068;0.56807792596843	-6.4667705274300005;-4.87304482295	-0.243797769811695;0.8081594548316949	-7.450055215115601;-3.7291520414243995	#	#	-0.03558951443467501;0.6815087093386749	-8.349319569761601;-3.4359236878983994	#	-8.096845797810401;-3.8969048690296	#	-8.35490971425365;-4.15339978440635	#	-7.1942206374178;-5.4329583829622	-0.04036079390409003;0.60015382039209	-8.7442916855015;-3.9940473583585	-0.29794388667898;0.8462146113729799	-7.68678901612185;-5.19443185405815	#	-7.6863882718874;-5.3979002877325994	#	#	-0.16213611904597508;0.737752667229975	#	-0.03498031206947999;0.6468494508354801	#	-0.15556350600458008;0.85805391450658	#	#	#	0.21587136893742997;0.73048127032457	#	#	#	-0.11665443146411503;1.342194264038115	-8.587670656169399;-5.555492340870599	#	#	0.13712784831413993;1.2522229266558602	-9.38468101660625;-5.08759254245375	0.05012453343049994;1.3407411481415	#	0.45914314024787506;0.979559257820125	#	#	#	0.4843079765980519;1.098839302187948	#	#	#	#	#	0.15711649144616302;1.520722338173837	#	0.5546304953056624;1.0220746624663375	-10.232018248099301;-8.3761267352407	#	#	0.13102568115819657;1.4385858442098036	-10.206967145342501;-8.8001004630775	0.205813530106853;1.3689818202351471	#	#	-10.380224101360099;-9.4511221013599	#	-11.6594820538802;-9.144273081719799	0.33196742971957;0.89275360789443	home	8.618530378972943e-05	0.15384615384615385	1	20.163796991999998	3940	2388	0.5	20.163796991999998	2	13
-3.966860833046475;0.048827067566475035	#	#	#	#	#	#	0.6475579286442001;1.4174439527558	#	#	-5.9565447249809;-1.5388531530591	#	#	0.5279759243717901;1.72672749354821	#	0.49265285303434003;1.66532648050566	-4.994113085528101;-2.9343274000919	0.54111055362696;1.47097371335304	-6.4952093008555005;-1.6814065657645	#	-5.6054926159762;-2.7504112251638	0.6730928016684401;1.3494141735115601	-6.699093038421401;-1.8429113395185994	#	#	#	-5.392575160340201;-3.0893860583598	#	-5.2911120931986;-3.3910143623414	#	#	0.68807556034556;1.2100820102924401	-5.463215118557501;-3.7805033655025	0.57824062253417;1.6097096085058298	-7.415354396714999;-2.170073768925	#	-7.090792743724;-2.922153479956	0.6253894106189398;1.7759771355210598	#	#	-6.869031209757599;-4.1034866211024	#	-7.5104653380284;-3.2710890414315994	0.9959084984615398;1.55010377687846	#	#	-7.6181966428840004;-3.352841960256	#	-6.4181904662354;-4.6763007957446	0.52505023498268;2.09579194787732	#	#	-7.1841641108515;-4.6720200798085	#	-7.2235021352892;-5.0080171625508	#	#	0.55058235432822;2.09515306135178	-8.8234346875206;-4.7361919968194	0.6434549200858501;1.99903872653415	#	#	-8.5186023066046;-6.253124077215401	0.82971037389683;1.51006327938317	#	0.608776297341556;1.607473537198444	-9.320645791013499;-6.423101211786499	#	#	0.7486745538690225;1.5992162542709774	-9.7742544176419;-7.268043848658101	#	-9.418476559832499;-8.3526684672075	0.7981226623301491;1.661118490489851	#	0.669641985325689;1.7127652201743109	-10.6404276245995;-8.1389991630605	#	#	#	residential_area	0.03125	0.5	1	2.0	2425	2425	0.5	2.0	1	2
-6.354565456945925;-4.05373204567895	#	#	#	-6.916121799845699;-4.5975721184343	#	-10.00294980856277;-5.8188913934128	#	-9.48953980325625;-6.11096768372375	#	#	0.37021727863943;1.49765412875857	#	#	-9.616757508541601;-6.684302212298401	0.33569274912632496;1.4566307753856749	#	0.6863048350941201;1.28684145908388	#	#	#	0.3159903678632999;1.6310597020027	#	#	-9.691778936644901;-6.39894277397575	0.2966863327022399;1.633434064478025	#	0.56932066271119;1.40691669679081	-9.977944604667599;-5.83559612348445	#	#	0.5365585213758999;1.2896701989427202	#	0.434421139560925;1.349433949697075	#	#	#	#	#	0.5255329200756099;1.5147177540395	-11.044703119157202;-6.4640743615827	0.66684281909454;1.23558042370946	-9.1861630542386;-6.2560059080614	0.1966826133027848;1.355946296813365	#	#	#	#	-9.8240747743332;-7.730376972881401	#	#	#	-9.58311453238375;-7.653719761916	#	#	#	-10.667434872734251;-7.355112131681951	-0.13462022433081;1.3890779055708098	#	#	#	#	-11.592798280753199;-7.999238588262799	#	-11.41049620012975;-8.398061839629749	#	#	#	-10.809576343331148;-7.5715311660615265	#	#	#	-11.855566477069999;-8.956568465130001	-0.12162157338873958;1.1353506111047396	#	#	-11.198164688077151;-8.82351614287055	-0.346630161113876;0.503126111854076	-11.4554926625688;-9.5520912782312	-0.20590285950280002;0.6330278003675601	home	0.22481780895283973	0.7419354838709677	1	14.809410757666495	4825	2454	0.4125	14.809410757666495	23	31
#	-0.01374878217598402;0.532593475885984	#	#	#	#	-5.2070416190010995;-2.2958985232789	#	#	0.09639625085587503;0.866021706962	#	#	-7.412667119187501;-0.732592832944376	#	#	#	#	-0.15486784137007997;0.7362510200340799	#	-0.05165591565265004;0.5153519822146501	#	#	#	-0.30976397751532003;0.9977393825289601	#	#	-6.596332411755901;-2.6456579386218437	#	-8.3829684077382;-5.9399856109218	#	#	5.504761440000561e-05;0.4894360944396	#	#	#	-0.04437826819306506;0.815515460915065	#	#	-9.03524450127;-6.331422925349999	#	-9.7175685677143;-5.5063983986257	-0.13188318485829004;0.93996845460829	#	-0.011972661466019996;0.7005641250700201	#	#	-9.0691004945416;-6.7067502087784	#	#	#	-10.1428698436046;-4.870041807214	0.028549762550039992;0.93714575230996	-10.15837310423225;-6.39015705766775	0.25839436557965995;0.9639314482883401	#	#	-10.614271072213201;-7.1457697524668005	#	-10.754947550044;-7.440966990015999	#	-13.164729450346869;-8.6158789018045	0.5254080773385411;0.9416508859834889	-10.7826884150445;-7.276591155275501	#	-11.081382331256751;-7.798693296671001	#	#	#	#	#	-10.723808801197901;-9.0969703616821	-0.0751881908761855;1.0049702046881854	#	#	#	-0.14444659240241758;1.0245708259624176	-11.2439924660049;-8.599625235235099	#	#	#	car	0.06754356352880661	0.5833333333333334	1	20.69789540000819	4980	2476	0.375	20.69789540000819	21	36
