A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	-6.25849516242153;-1.7662117619384698	#	#	#	-7.834652183573301;-5.2951443766667	#	-7.40807668828675;-5.62664775253325	0.18542368841624995;1.11931147932975	-7.3755672483089505;-4.56973611479105	#	#	#	#	0.04227091096534538;0.9340948328068001	#	#	#	0.45835323906825;0.95865432542175	#	-0.13921724913199007;1.83438641898247	#	#	-8.5428819757159;-4.6748252149041	#	-7.6582705108889995;-5.626044832671	#	-8.6592386626672;-5.01774610331525	#	#	#	-8.0922427870963;-3.1271250989760833	#	-7.7919436860554;-5.0643977596046	0.16273841856152993;0.8426543904144701	#	#	-9.410529921779577;-6.550088890837	#	#	#	#	#	#	#	#	0.05956344805731001;0.81896413886669	#	-0.30284415637256007;0.96665941980256	#	#	-9.662142272366822;-8.5362926521505	0.7178127484211432;1.76215705036388	-9.774747785069;-6.1908750350510005	-0.0020762084712399598;0.6640564220212399	#	-0.11839349911113406;1.29343110365378	#	-0.08271680759806604;0.8752290822920661	#	0.10168873205012657;0.6937191211238734	-10.5222392850059;-7.8937440404628	-0.03327012185544248;0.5147919408974424	-11.030543367576001;-8.114643577444	#	#	#	-10.549459236701251;-9.44476190761875	#	-10.9653595725316;-8.5278688252245	#	-10.6094916735825;-9.0320956964975	#	#	#	#	#	#	#	home	0.1	1.0	1	9.0	44249	44249	0.375	9.0	0	0
#	0.779226276564184;1.670626802875816	#	#	-7.4876262497657;-5.169076568354299	1.04336284110326;1.82348930127674	-8.1045558529637;-5.0695343276363	0.9821215263564;1.8219971890236	-8.734316376344;-4.311458328956	#	#	#	-8.0227904676;-5.61478940926	#	#	0.8637491318963351;2.019177558963665	#	#	-7.934438375429499;-5.8713800603905	1.2741543931732502;1.77445547952675	#	0.96392237401095;1.9971911365490502	#	#	-7.9677395140949;-5.4334954294251006	1.09613485175411;1.72511128870589	#	0.93149938464743;1.70340161213257	#	#	#	0.7736258598018598;1.86657686437814	-8.1157794995473;-5.2215152842927	0.5847290524943449;1.699381021205655	-9.231716833787601;-4.6158698813324	0.7544817712063848;1.8143507861536152	-8.440653749010401;-5.9394701907496	#	#	0.7662423526775498;2.19852783818245	#	#	-8.6947129843372;-5.9515871453628	0.9573238522209649;2.204263228659035	#	#	#	1.25663632544735;1.85616318661265	#	#	-8.1458682724308;-5.8035026002692	#	-8.86376360917375;-5.227765669506249	1.15213235570202;1.6167543369979802	#	#	#	#	#	#	#	#	-9.3619709892407;-7.2583126333793	0.8552054675347776;1.8568361339452226	#	#	#	0.9807101189821791;1.8408073865578212	-10.711959835565601;-7.883934673114401	#	-10.6485722614519;-8.1423616924681	#	-10.2754052330225;-8.8685385507575	0.8030231186271864;2.1350384186128135	#	1.090893227057574;1.5944699611224262	#	0.7803082037249199;1.56069661767508	-10.9366446087498;-10.052922537450199	#	home	1.0	1.0	1	3.0	49124	44444	0.4625	3.0	1	1
-5.2042567492912;-1.9372564233687999	0.22518308370944806;1.145338465708552	#	#	-4.796333643804051;-3.14894308069595	#	#	#	#	0.9939705897145;1.7549161971255	#	0.7587756285338498;1.85255764730615	-5.048622938866;-3.1222220921940003	1.2717482941332499;1.74744336126675	-6.604672760922801;-2.2697388447372	#	#	#	#	#	-5.477731115009;-2.507226387985875	1.19373732882883;1.7009783577111701	#	#	#	1.1129396697295248;1.760415413650475	-7.754891042152501;-2.6743268466075	#	#	0.61666674140949;1.72717351893051	-7.9249496277031;-3.7485673561369004	0.69044987242984;1.47345954735016	-7.1462203037929;-4.5211899690271	0.2018500893604237;1.798004415591865	-7.483113624281399;-4.0561969474586	0.7930493338172849;2.2528689204427153	#	#	#	#	-8.0175329196998;-4.120629181140201	1.17579660684439;2.07265206027561	-8.591569167845;-3.9157864877749997	1.21776012199643;1.7323700233835702	#	0.7183346459652051;1.954943964774795	-8.316284580909201;-4.5758966284508	#	-7.2583096258049995;-5.645448819795	0.9170159208312;2.4232066044288003	-8.8970443556982;-4.4075101507218	1.28664746705639;1.88549482394361	-9.28216292685175;-4.58842013200825	0.95532807927404;1.88457204186596	#	1.073047964039195;2.093063554480805	#	1.2988210009209;1.9249983145791	-8.5155397772974;-5.9748213479426	1.0590101323802221;1.9446582192597779	-8.3375380392255;-5.9944122899145	1.1588953927704115;1.9550741918695884	-9.246441748851;-5.470644699869	0.942847925955245;1.9633772841847552	#	1.2518903833191368;1.808856151700863	#	1.2101206213032354;1.7149603218367644	#	1.1371690685914186;1.8365033555885815	#	#	-8.50190313228;-7.30819806854	#	-9.109254299119401;-6.9480652302806005	0.9325694261565004;2.0296473110834996	#	#	-9.4493528714231;-7.851855280996899	#	forest_path	1.0	1.0	1	3.0	49189	44509	0.575	3.0	1	1
-5.2042567492912;-1.9372564233687999	0.22518308370944806;1.145338465708552	#	#	-4.796333643804051;-3.14894308069595	#	#	#	#	0.9939705897145;1.7549161971255	#	0.7587756285338498;1.85255764730615	-5.048622938866;-3.1222220921940003	1.2717482941332499;1.74744336126675	-6.604672760922801;-2.2697388447372	#	#	#	#	#	-5.477731115009;-3.153827657371	1.19373732882883;1.7009783577111701	#	#	#	1.1129396697295248;1.760415413650475	-7.754891042152501;-2.6743268466075	#	#	0.61666674140949;1.72717351893051	-7.9249496277031;-3.7485673561369004	0.69044987242984;1.47345954735016	-7.1462203037929;-4.5211899690271	0.7831720261681349;1.798004415591865	-7.483113624281399;-4.0561969474586	0.7930493338172849;2.2528689204427153	#	#	#	#	-8.0175329196998;-4.120629181140201	1.17579660684439;2.07265206027561	#	1.21776012199643;1.7323700233835702	#	0.7183346459652051;1.954943964774795	-8.316284580909201;-4.5758966284508	#	-7.2583096258049995;-5.645448819795	0.9170159208312;2.4232066044288003	-8.8970443556982;-4.4075101507218	1.28664746705639;1.88549482394361	#	0.95532807927404;1.88457204186596	#	1.073047964039195;2.093063554480805	#	1.2988210009209;1.9249983145791	#	1.0590101323802221;1.9446582192597779	#	1.1588953927704115;1.9550741918695884	-9.246441748851;-5.470644699869	0.942847925955245;1.9633772841847552	#	1.2518903833191368;1.808856151700863	#	1.2101206213032354;1.7149603218367644	#	1.1371690685914186;1.8365033555885815	#	#	-8.50190313228;-7.30819806854	#	-9.109254299119401;-6.9480652302806005	0.9325694261565004;2.0296473110834996	#	#	-9.4493528714231;-7.851855280996899	#	forest_path	1.0	1.0	1	3.0	49189	44509	0.525	3.0	1	1
#	#	-3.7282979025023604;-1.90534231969764	#	-4.7806318126572;-1.8519374782428	#	#	0.7000501575609002;1.3649517238391	#	#	-5.807298388091651;-1.6880994899483501	#	#	0.7753373592812101;1.47936605863879	#	#	-6.123672977541501;-1.8047675080784997	0.5895409265293601;1.42254334045064	-6.2201348588503;-1.9564810077697006	0.45432512074269993;1.5883409164773001	#	0.6824861540551501;1.34002082112485	-6.0756643068055;-2.4663400711345	0.3303536300346399;1.58599486772936	#	#	#	#	#	#	#	0.6228247541022;1.2753328165358	-7.0113099313681;-2.2324085526919	0.686378500095715;1.5015717309442849	-5.7368645958222;-3.8485635698178	0.8003195320315748;1.500233032468425	-7.4729180095694;-2.5400282141106	#	#	#	-6.6804713514402;-4.292046479419799	#	#	0.847463334599865;1.6985489407401348	-7.3707591395603504;-3.4303546507396505	0.8831271352263299;1.68431063755367	#	#	#	#	#	0.8462240262927698;1.81676974262723	-7.646927484991;-4.2092567056690005	#	-7.581889410291;-4.6496298875490005	0.834309285010755;1.687791717829245	#	#	-8.8234346875206;-4.7361919968194	0.9416833575044761;1.7008102891155241	#	#	-8.6264822222898;-6.145244161530201	0.71631822298244;1.6234554302975601	-8.8124742644485;-6.417270865411499	0.8296420330791371;1.3866078014608632	-8.608134828908499;-7.1356121738914995	#	-9.043494373319302;-7.187602860460701	0.7675754805446214;1.5803153275953785	-10.1260032694291;-6.916294996870901	#	-9.7169028257675;-8.0542422012725	0.9294481144414081;1.529793038378592	-9.72232934619625;-8.68329614002375	0.5437478018094759;1.838659403690524	#	0.4696555604154241;1.752960952244576	-10.5603113963639;-9.098771047676099	#	residential_area	1.0	1.0	1	1.5	49225	44545	0.525	1.5	2	2
-6.575514254910949;-3.9891389968890496	0.23584962557628003;0.8109467393257199	-7.72651160809716;-3.2993337641428395	0.5403073034927751;1.792171942747225	-6.9877069988357;-4.6691573174243	0.56031221762742;1.37363554844658	-7.3584828827737;-4.3234613574463	0.7214894211008;1.7013443608792	-6.7837391551295;-5.1865959713505	#	#	#	#	1.4999001917064867;1.88282043518219	#	0.363315625260375;1.656705655559625	-8.6201086613274;-3.7032008960926	#	-8.609025637659649;-4.41414039708035	#	#	0.9394526489185699;1.5594139064414299	-8.6631110118226;-4.331921929017399	0.4917203996726799;1.24879820475332	#	0.6316572398782598;1.44562674652174	#	0.44514120423798004;1.13492617348002	-8.0867582076282;-5.6437754108118	0.23661366469578;1.11155839850022	#	0.022093469532279975;1.09873177254772	-8.6453164788861;-5.2125845026539	#	#	0.3020139737854298;1.3818805173165702	-8.327920473346001;-5.548827630834	0.51225434768623;1.42846309158977	#	0.24855795367344002;1.83508956838656	-9.099474212116899;-5.2654237596631	0.25086603423892995;1.71645909228507	#	0.20876279941251996;1.47549486436548	-9.812468658001249;-4.96770904059875	#	-8.4080688066016;-6.045718520838401	0.24147207574122997;1.32062042583877	#	#	-8.7416870966798;-6.0739928589401995	#	-9.57098770518375;-5.934989765516249	#	#	0.18895764089241007;1.47958961247159	#	#	#	#	#	#	-9.845828321889801;-7.364590261130201	0.44206842076383;1.12242132625017	#	#	-10.6757133511585;-7.3031614638615	0.353778740009325;1.2878144845199089	#	#	-9.956536433858599;-7.4063572584014	#	#	0.26424192102655647;1.2210416435514435	-10.71675448480495;-7.765900179275049	0.2777571589287955;1.1949862102612046	-10.316223995140149;-8.92257099513985	0.374077044398488;1.033071705067512	#	#	forest_path	0.1	1.0	1	3.5	44559	44559	0.5625	3.5	0	0
-6.575514254910949;-3.9891389968890496	0.23584962557628003;0.8109467393257199	-7.72651160809716;-3.2993337641428395	0.5403073034927751;1.792171942747225	-6.9877069988357;-4.6691573174243	0.56031221762742;1.37363554844658	-7.3584828827737;-4.3234613574463	0.7214894211008;1.7013443608792	-6.7837391551295;-5.1865959713505	#	#	#	#	0.7982356821178099;1.88282043518219	#	0.363315625260375;1.656705655559625	-8.6201086613274;-3.7032008960926	#	-8.609025637659649;-4.41414039708035	#	#	0.9394526489185699;1.5594139064414299	-8.6631110118226;-4.331921929017399	0.4917203996726799;1.24879820475332	#	0.6316572398782598;1.44562674652174	#	0.44514120423798004;1.13492617348002	#	0.23661366469578;1.11155839850022	#	#	-8.6453164788861;-5.2125845026539	#	#	0.3020139737854298;1.3818805173165702	-8.327920473346001;-5.548827630834	0.51225434768623;1.42846309158977	#	0.24855795367344002;1.83508956838656	-9.099474212116899;-5.2654237596631	0.25086603423892995;1.71645909228507	#	0.20876279941251996;1.47549486436548	-9.812468658001249;-4.96770904059875	#	-8.4080688066016;-6.045718520838401	0.24147207574122997;1.32062042583877	#	#	-8.7416870966798;-6.0739928589401995	#	-9.57098770518375;-5.934989765516249	#	#	0.18895764089241007;1.47958961247159	#	#	#	#	#	#	-10.749003070794103;-7.364590261130201	0.44206842076383;1.12242132625017	#	#	-10.6757133511585;-7.3031614638615	0.353778740009325;1.288667074330675	-10.20164592590725;-7.32943287029275	#	-9.956536433858599;-7.4063572584014	#	#	#	-10.71675448480495;-7.765900179275049	0.2777571589287955;1.1949862102612046	-10.316223995140149;-8.92257099513985	0.374077044398488;1.033071705067512	#	#	forest_path	0.2373046875	0.75	1	7.0	49239	44559	0.5375	7.0	3	4
#	0.7519055173948279;1.168850924863172	#	#	-7.0852504370887;-3.5464114496713	#	-6.5129324367742;-4.406999133485799	0.9091754499242;1.6790614740357999	#	1.09501097125475;1.82136814196525	-6.51194857545625;-5.0194852065637505	1.00094029449424;1.94327557220576	#	0.90587726627587;1.6479615710041298	#	0.420188319638355;1.644597548321645	-8.2027611825562;-4.0831898116838	0.61200018022528;1.3675139975027202	#	0.689779446760225;1.340170859019775	#	#	#	#	-8.28653386193685;-5.15207407300315	0.633719644221695;1.244196774204305	-8.4400000332232;-5.4594023718368	0.6040764765579099;1.24459109085409	#	0.3204478584463701;1.2963477538436299	#	#	#	0.52880166117105;1.02789955760895	-9.9528974349018;-5.5468617075582	0.33446152813751984;1.4543231288364802	#	#	#	#	#	0.4716280301287001;1.1278637277613	#	#	-9.740503326622699;-7.0274379408773004	0.26648315065081496;1.189585881593185	-9.3475982170592;-7.2477312963808	0.5248395480315949;1.1443506379024049	#	#	#	0.18630284496257998;0.97099938157342	-11.344638247879;-6.8492226133809995	#	#	0.22882670693653506;0.999042560943465	#	0.22362356418101997;0.9332911863269799	-11.591224613327801;-8.1667780346322	0.20033598166711997;0.92331401177288	#	#	-11.5823792880567;-8.399921775343302	#	-11.103253515235249;-9.07253758996475	0.040916406705120034;0.8091450527488799	#	-0.1798553658190235;0.9607084020530235	-11.3636135108825;-9.1542188527175	-0.021761677050779527;0.7531763166487795	#	#	-11.237388119805;-9.446830524195	#	-11.339283051008351;-9.55214593639165	-0.06665626254263901;0.688708838554639	#	#	-11.6718340899785;-10.1423151204215	-0.07660344257833007;0.81405695805233	forest_path	1.0	1.0	1	2.0	49305	44625	0.525	2.0	1	1
#	#	#	#	#	1.22731225421202;2.3726042914879804	-4.645737645082;-2.1681690529780004	#	#	1.124291974416625;2.283004603883375	#	1.3417286660505598;2.41868326914944	-5.365838398218001;-1.994636916542	#	#	#	-5.1170149546189005;-2.5256716729410997	#	#	#	#	1.25324523916411;2.36166082079589	-6.509862972659899;-2.6380424289400994	#	#	#	#	#	#	#	-6.9743119894427;-3.3368177529173	1.0438999016236201;1.68009526249638	-7.6134945102916;-3.8442201834483996	#	#	1.53863590941789;2.37853210994211	#	#	#	#	#	#	-8.4345577862746;-4.2575252587453996	#	#	#	-8.176785972658001;-4.5676397027419995	#	#	#	#	#	-9.4219644395645;-4.5298944843755	#	#	1.785238485673645;2.5970876290863547	#	#	#	#	-8.6762774493177;-5.3959014002823	#	-8.7802630012076;-5.9753851933924	1.0947898111475824;2.2098126284724176	#	#	-8.824739175289;-6.259699711711	#	#	1.415352004695624;2.322596485124376	#	1.563773378591558;2.094377502728442	#	1.2661716429862229;2.054124355653777	-9.28697681057735;-6.668613131022649	#	#	1.052094334172648;2.318057761247352	#	#	forest_path	1.0	1.0	1	3.3333333333333335	49465	44785	0.3125	3.3333333333333335	3	3
#	0.5160044600505239;1.335517847143476	-5.6191128406265705;-1.64767389237343	#	-5.8648357468187;-2.3259967594013	0.73367398165326;1.51380044182674	-6.367184589759299;-2.5888924868007	0.9049045027465001;1.4298267919135	#	0.9042274996101249;1.578702015269875	#	#	#	#	-5.2099461098096;-3.5524713771504	0.859050472576135;1.324670883483865	-5.9212489721244;-2.9976821927956	#	-5.405487359239499;-3.3424290442005002	0.3182905983040749;1.202155850861925	-5.8241848412558;-3.3674869003242	0.4647490936231499;1.12228376069285	#	#	-6.81623295158815;-3.28162935981185	0.50845168678988;1.8404017885701198	-6.608703033561101;-4.1022913637589	0.5926635075543301;1.52880025152567	-6.7626793712135;-4.7268603738665	#	#	#	#	0.578235400804645;1.360155438557355	-7.3158693468228;-3.9588897450372	0.4174439194987898;1.65729069170121	-7.2864257721742005;-3.6041277558457994	0.3433860928042599;1.7496599787957399	#	#	#	0.13628290296888002;1.7112485772871198	-7.306010867849199;-5.1863227195508	0.295466687681625;1.779918326298375	-7.9710311655662;-4.6119978308338	0.826457450862425;1.4360535939375751	#	0.5766718487239848;1.635835970116015	#	0.55566326670084;1.60999674521916	#	0.77708618550275;1.29333390695725	-8.63238834317375;-4.99639040350625	0.67174450045248;1.4977391338675201	-8.8682271967714;-5.4146770922086	0.56002619699486;1.6424917215451398	-9.8027553014253;-5.2193785574747	#	-9.5270442051547;-6.0473646171253	0.30326929701647604;1.062396228627524	-9.7502687314728;-8.0840459764072	#	#	0.49154468193710255;1.3041884301568976	#	#	#	0.23843111448388699;0.9489462485681129	#	#	#	-0.1898407950190094;1.1935199571950093	#	0.175311524472482;0.700613332917518	-10.31308766410695;-9.024686488453051	#	-10.532856076162451;-9.21067246077755	#	-10.063036208020101;-8.8054317219399	-0.257249775678255;0.880816291794255	metro_station	1.0	1.0	1	2.3333333333333335	49491	44811	0.6	2.3333333333333335	3	3
-4.031771601691251;-0.6286462621887501	#	#	0.2633485945336901;1.30335921791431	#	#	#	#	-5.94602337153625;-2.5674512520037505	#	#	0.37708825545717006;1.60548959961683	-5.5444923884582495;-3.79869162116175	#	-6.2287060295308;-3.1687526769292003	0.6386842135691599;1.19053062649684	#	#	-6.713256726064451;-3.06852036949555	#	#	#	#	#	#	#	#	#	#	0.65694898272348;1.19537651121852	#	0.6514575520606201;1.28765291293338	-7.198845899202801;-3.9680393333371997	0.4544481814126251;1.702192922507375	#	#	#	0.4607620066451099;1.54742819127489	-7.246795258374;-4.137400446066	#	-7.877804857837599;-5.1122602691824	0.49420075034433997;1.50042882004766	-7.6937403968516;-5.6987397866884	0.7998283349238751;1.294645547796125	#	0.6017653731263299;1.40294887545367	#	#	-7.6950625771970005;-5.437057448783	#	-8.5833925152802;-4.7445154414598	#	-8.647632786478;-4.945525793362	#	-9.131112706545599;-5.0911106974344005	0.574462373269195;1.5944779637108049	#	#	#	0.6508427097163059;1.138852880037694	-9.8925097459771;-7.341106152282899	0.38967846046395455;1.1450275775580454	#	0.17136714383304996;1.30528865297695	#	0.353577417557385;1.217834644356615	#	0.06920427098026849;1.3593501723437316	#	#	-10.4036540040379;-8.7768155645221	#	-11.131726691479999;-8.40325797436	-0.10531920555481344;1.2266960944308134	-10.907784700832499;-8.8297182884875	#	#	#	-10.163788243548499;-8.6342692739915	0.19876873121333496;0.644098931528665	metro_station	0.03125	0.5	1	5.5775999999999994	49555	44875	0.45	5.5775999999999994	4	8
-4.6545378399217;-0.026287378198299738	#	-4.361376200827911;-1.5618372700920902	#	-5.2182030191987;-1.6793640317813001	0.8159729042031401;1.3637212698568602	#	#	-5.66939320148775;-2.1679639139722497	#	-5.33379755708615;-3.0055547016138497	0.13925381126329983;1.3171729084027	-5.301467402399751;-3.67606668802025	#	#	#	#	0.23451772406252003;1.22249733127148	#	0.10510552475314994;1.20576791473085	#	0.17721583630911997;0.70324356996488	#	-0.14254773790724007;1.00230162587324	#	#	-6.3864733373099;-4.1510250912701	#	#	0.17842004929245503;0.969235481769545	-8.07073624168355;-3.28810493069645	0.44280565083935997;1.1279391163946402	-6.747778902179601;-4.3246739777803995	0.43549816356117;1.46696714953283	#	#	#	#	-6.897882384117;-3.9912741900029998	0.43798813205899;1.25328910073101	-8.3705949614588;-3.8451583618411997	0.07097957576050995;1.5803216803154903	#	0.18582577019196;1.6108993432640402	-7.811109768024;-5.227237972076001	#	#	0.586108535847615;1.125682710896385	#	0.53467219824896;1.20169950098504	#	#	#	0.30870935447593995;1.49607664001006	#	0.39570827117575;1.4365405063202499	#	#	#	-0.19658837582132;0.88787866933732	-10.343460300205601;-7.011014790074401	-0.1859749982618329;1.079745143895833	-11.120846722845801;-7.560809505234201	0.1173010675873224;1.3835134194646774	#	0.280055084306761;0.9906665818972389	-9.851304970963001;-8.046277200297	-0.10285410102959641;1.0003141334695964	-10.87432947702045;-7.6486132760995496	0.17862254054281457;0.7267494141351855	-9.8860843072181;-7.995434228861901	-0.19910240942470797;1.165308195498708	-9.9250387111525;-7.324466965147501	#	#	#	#	0.27990446207281594;0.990925017005184	-9.8043122253523;-8.0708573931877	#	metro_station	1.0	1.0	1	5.4	49595	44915	0.5375	5.4	5	5
-3.878187882015875;-1.4960001443641247	0.35456830236171205;1.303478540048288	#	0.07191660326151006;1.34304069850449	#	#	#	#	-6.2023826640965005;-2.3938104566235	#	#	#	#	#	#	#	#	#	#	#	#	#	-6.272813750489901;-2.4009932067701	#	#	#	#	0.45831651850625;0.86890280972175	-5.578591801971251;-3.8820759708487502	0.08088238514381507;1.275518463992185	#	0.5276789751893;1.0986235298187	#	#	#	#	-7.630563156622401;-3.045059966477599	0.6332845935959099;1.29380717641009	-6.804800194256;-4.506551854724	#	-7.6820549869492005;-4.665097253870799	#	#	0.5328806767360749;1.819405430203925	#	0.7796337109170399;1.61565127856296	-8.809101856489999;-3.88753876115	0.54266164238266;1.9015891943573402	#	0.6765666891251599;1.7739341871748402	-8.5830404737938;-3.9633748425862	#	-7.4877040154845;-5.239996198235501	#	-7.643505033167799;-5.6235040286122	#	-9.1575320542815;-4.8219054045985	0.39702923036695004;1.75374674329305	#	#	-10.1049753578714;-6.6683909255486	0.6792724572476966;1.6795996663723032	-10.155011110557599;-7.3501333027424	0.7880778937224401;1.6952151010375602	-10.54562520138925;-7.265237937490749	#	#	0.7002923090775495;1.8782516103224505	-10.3510373413126;-8.4067700421274	0.86822663761802;1.6242637046419799	#	#	#	0.6524783689901489;1.5154741971498509	#	0.5992904860821726;1.4086102372578275	#	0.29182310147811197;1.3670249162538881	#	0.40355995618335994;0.93135871211264	residential_area	0.6472278485082303	0.9166666666666666	1	8.72958464	49612	44932	0.4375	8.72958464	11	12
-5.520678085716176;-2.321740266583825	#	#	0.3154945531094851;1.297726808524515	-5.804360943636;-3.363782331624	0.39187828597797997;0.90642978098602	-6.211755224025399;-2.6192807654746004	#	#	0.358669773578;1.050438507588	#	0.43495586371354;0.8724686712224601	-5.56511938580125;-4.06011872433875	#	-7.0361864468048;-3.0199976715151995	#	-6.3537176726293;-3.4965955928307	#	#	#	-5.9488435272618005;-4.1561180027982	#	-7.0294994457989;-3.8139196722010995	0.38332265575999996;0.844955463736	-7.128404202710399;-3.9272537799696	0.395812606412845;1.191282806087155	#	#	-7.6049406660827;-4.4833515368173	#	#	#	-7.3186795572897;-5.5013508639903	#	-8.8176951152648;-4.0619740127352	#	#	#	-8.490864858321;-5.178683427818999	0.5700327885749099;1.2971931119850901	-8.7436867987482;-5.098196204611799	0.5090960729018099;1.36220247982419	#	#	#	0.15209222223617003;1.09261198583783	-9.798049741509999;-4.87648664617	#	#	0.1435591453140399;1.62823281914596	#	#	#	#	#	0.1977332187961901;1.40509861156381	#	0.45368172589308;1.20509450228292	#	#	#	#	-9.7549150503741;-6.680337453345901	0.32168458424649243;0.9075440306375075	-9.0323314358725;-7.4702422625875	0.25489009452593203;1.099941605174068	#	#	-9.7085960573324;-7.2340740401876005	#	#	0.12292628958482954;1.0135832122431705	#	#	#	#	-9.86071804268405;-7.966779350375949	0.14923981143003995;0.84291840160796	-10.3753356283107;-8.3699663126693	#	forest_path	0.000541922809869769	0.2222222222222222	1	13.78656	49640	44960	0.45	13.78656	2	9
#	#	#	0.19206237898958;0.73132714666842	#	-0.15959384291049994;1.0852888063025	-5.2764991051216;-3.2944442314383995	#	#	0.03461453871499992;1.003090766329	-6.295141570534001;-3.907200180306	#	-7.51766110844675;-3.24345922989325	-0.14273597445724984;1.28434922694325	#	0.20272184484121503;0.944265462212785	-7.096912073064001;-4.439124091856	#	#	#	#	#	#	#	-7.090789188580049;-5.02337954055995	#	-8.2989727911898;-3.8280762991101995	0.25689984451005005;0.99595516869795	#	#	#	0.45197623814814;0.99029538965586	#	#	#	0.24167993488884493;1.061578606829155	#	0.11962102626871995;1.22759439098928	#	#	-8.3168040118557;-6.242645570364299	#	#	#	-8.28627073652245;-6.54215727425755	0.321331050647685;1.139931585634315	#	0.2098163625239049;1.5887281432040952	#	0.08683423598483986;1.67909295864516	-9.3002427643156;-5.916825682304401	0.53553611369966;1.07243374401234	-9.4994355957095;-5.9295467094905	#	-9.8257188712242;-5.9812008302958	#	-11.154229898945468;-7.377219916690301	0.31697473929247;1.33973101826753	#	0.40032022501286596;1.249819410387134	#	0.6170882420271265;1.2091186311008735	#	#	#	0.7482243225716331;1.919773007788367	#	1.225745414926449;1.7118873487735509	#	#	#	#	#	0.5015268781077784;1.2331972541562215	#	#	-10.9900274176372;-8.4171295714828	0.301652657303264;0.977989282726736	#	#	bus	1.0	1.0	1	4.0	49695	45015	0.4125	4.0	1	1
#	#	#	0.19206237898958;0.73132714666842	#	-0.15959384291049994;1.0852888063025	-5.2764991051216;-3.2944442314383995	#	#	0.03461453871499992;1.003090766329	#	#	-7.51766110844675;-3.24345922989325	-0.14273597445724984;1.28434922694325	#	0.20272184484121503;0.944265462212785	-7.096912073064001;-4.439124091856	#	#	#	#	#	#	#	-7.090789188580049;-5.02337954055995	#	-8.2989727911898;-3.8280762991101995	0.25689984451005005;0.99595516869795	#	#	#	0.45197623814814;0.99029538965586	#	#	#	0.24167993488884493;1.061578606829155	#	0.11962102626871995;1.22759439098928	-7.985767061815;-5.619923182885	#	#	#	#	#	-8.28627073652245;-6.54215727425755	0.321331050647685;1.139931585634315	#	0.2098163625239049;1.5887281432040952	#	0.08683423598483986;1.67909295864516	-9.3002427643156;-5.916825682304401	0.53553611369966;1.07243374401234	-9.4994355957095;-5.9295467094905	#	-9.8257188712242;-5.9812008302958	#	-8.9875955294297;-7.377219916690301	0.31697473929247;1.33973101826753	#	0.40032022501286596;1.249819410387134	#	0.6170882420271265;1.2091186311008735	#	#	#	0.7482243225716331;1.919773007788367	#	1.225745414926449;1.7118873487735509	#	#	#	#	#	0.5015268781077784;1.2331972541562215	#	#	-10.9900274176372;-8.4171295714828	0.301652657303264;0.977989282726736	#	#	bus	1.0	1.0	1	4.0	49695	45015	0.4	4.0	1	1
#	#	-3.86838033933354;-1.1339469651264598	-0.14796218989448995;1.12316190534849	#	-0.10117926960446005;0.9445221557344601	#	#	-2.9855480468427853;-1.2030250248055	#	-4.6926905484637995;-0.6331901850762001	0.36381873974125;0.78450413157675	#	0.15318757087085005;1.00943869171115	-4.8156289314228005;-0.4806950152371998	-0.7123647890718346;1.1524733891927	#	0.04686627499055995;1.07359018052144	#	#	#	-0.2548077227057001;1.0602616114337	-4.8225061274938;-0.34843039428569966	#	#	#	#	-0.14388638310008006;1.7835438262791143	-4.398762884967599;-1.1414524892124	-0.17916953541683495;0.8472079407768349	-4.610377988871949;-1.9832988180480497	#	#	#	-4.839038878141601;-0.9225626760584	0.09798018673630499;0.6779085156696951	-4.081918648046201;-1.7891670529737997	#	#	-0.28550869825110015;1.2569525938311001	#	#	#	#	-5.148883623594;-2.565011827646	#	#	#	#	-0.41980615578176006;0.9572824692217601	#	#	#	-0.06708759108492002;1.3284297089664756	-5.451572122872;-2.845119213768	#	#	#	-6.9084670645685;-3.3183214578715	#	#	0.08635965596549755;0.8008790910545025	-8.2413623970575;-4.1958655588625	-0.008506082575884921;1.087618042929885	#	#	#	#	-8.0875478383257;-5.5246500348543	#	-8.4310875417818;-6.0567827922182005	#	#	#	#	#	#	#	-9.1208651287809;-7.9992178844391	#	city_center	1.0	1.0	1	8.666666666666666	48001	45372	0.3875	8.666666666666666	3	3
