A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	-0.39865760111534493;1.007282686047345	#	#	#	#	-6.4574406959497495;-1.97315406457025	-0.015803430583125;0.6932595217771249	#	-0.16996066019907402;0.4534633590772173	#	#	#	#	-6.9178785347699;-3.6620882577901	#	#	#	-7.9981027774682;-3.1511041372518003	#	#	#	-6.13617263643875;-4.46890679126125	#	-7.0910941144283;-3.1538452199680997	0.02088810519494;0.44789784805906	#	#	#	#	#	#	-7.4841754336854;-4.931472194827601	#	#	#	#	#	#	#	#	#	#	-0.24697165277454;0.65871404550854	#	-0.22523723177646499;0.634084602560465	#	#	#	#	#	#	#	#	-8.90911249916735;-5.00704851445265	#	-8.213108259764025;-7.338098931199664	#	#	0.05250532843005412;0.950758332541946	#	#	#	#	#	#	-13.088005610548098;-9.249400152948851	#	#	0.11305820358414603;0.7952635060458539	#	#	-11.376280060534599;-8.5501097397454	#	#	#	#	#	grocery_store	0.04924846832877054	0.5476190476190477	1	21.253990164535182	299902	295829	0.225	21.253990164535182	92	168
#	#	-6.10513501362094;-2.0685905088390597	-0.31459503973143;0.87949123155743	-5.60025810321525;-3.46475181770475	#	#	#	-5.8159853687895;-4.2188421850105	0.07066552371662496;0.537609419173375	#	#	-5.64928262157975;-4.023881907200249	#	#	-0.11248797569572005;0.85324324692772	-6.9464528795709;-3.0262156072891	0.09018820479155998;0.63260838129844	#	-0.12749673816525003;0.7063384057572499	#	-0.41434661125782996;0.9570828372018299	#	-0.3257355206548001;0.8745097800828001	-6.169971985311349;-3.70241853444865	#	-7.2911388376807;-2.6170197777792996	0.03482667400662995;0.47825986851936997	-6.55002479569535;-3.6320175661646505	#	#	-0.061631487857800094;0.5908765745758	#	#	#	-0.3784786499817151;1.081340936643715	-6.3808642471448005;-4.1575899731352	#	-7.078643766421001;-3.7664623359190004	0.07856356849474994;0.62944260138125	-7.6562889896082;-4.0107983954718005	-0.30917548442491993;0.82829972480492	#	#	-6.9031866717904995;-4.9652828248295	#	-6.8149383320479995;-4.846313093912	#	#	#	-7.8077317158314;-3.7085917895486005	#	#	-0.11108469355160006;0.5772441676276001	-8.7943239698798;-4.167870056220201	-0.4674928126235948;1.0104889612815948	#	#	-9.123447760456699;-6.7484283591033	#	#	0.051796664569597084;0.9092199866764029	-10.8291409274775;-6.7836440892825	0.2896466218523625;0.9511008355196375	#	0.49251742145785504;1.1647174867461452	-9.4266896169195;-7.669162577060501	0.49954925447469545;1.7522996224653045	#	0.67230829288203;1.80636389341797	-10.935612957035799;-7.6819360780042	#	#	#	#	#	#	0.6593000078043519;1.561082175035648	-10.8983737899439;-9.436833441256098	0.6386372975319399;1.10046120897006	park	1.0	1.0	1	4.5	299618	295864	0.5125	4.5	2	2
-4.0129594120958245;-1.766896688024175	0.085161716830224;0.7379998189834616	#	-0.35224692743622493;0.8996177118182249	#	-0.18343363879777996;0.79587404524978	-5.936580972177708;-2.4013496892698005	-0.09709521170759994;0.7427804509596	#	#	#	-0.19213810786983582;0.5338244882068801	-5.676258979561499;-3.3886579741385	-0.18788489930018998;0.8966998537641899	#	0.14747095176713002;0.5958461622708701	-5.9331950801179;-4.0062987937421	-0.24039183795915997;1.05754215582516	#	-0.08824148397647502;0.762270362824475	#	-0.34843834945682994;1.02299109900283	-7.1950673663294005;-3.6513672076705994	#	#	-0.31803622074812;1.01391388103212	#	#	#	-0.118233831578485;0.739885041960485	#	-0.007639156477960041;0.6122435028339601	-7.4842998122806;-4.3881101866594	0.10146337322605001;0.60056126966395	-7.324321801029599;-4.8065870996904	-0.3879974302398051;1.0318270992178051	-7.139446368023401;-4.9856494150766	-0.24584244182278997;1.0538955437147899	-7.33335201361;-5.3054858316699995	-1.0902718059110277;0.9507968908505801	#	0.11793129265975;0.66479437402025	#	#	-8.77487310745425;-5.22204938802575	#	#	#	#	-0.14377643939036006;1.01814208795636	#	0.09066453749876002;0.83406125639324	-9.01653154437525;-5.51275171160475	#	#	#	-7.68433523074005;-5.888147047299951	0.44923901047471004;1.6389759064252902	#	0.745544629461832;1.540820462578168	#	#	-9.7709177938029;-7.990899184997099	0.6206163640691675;1.3954627286508325	#	#	-9.4156682286765;-6.613125111063501	0.8686610136618196;1.6726649811781806	-9.876829815927248;-7.004616760312749	1.0114049153250124;1.4839280822149874	#	0.7210134037102265;1.6495706209497734	-9.4467583627175;-7.784097738222499	0.40044266269629747;1.6198932894437026	-10.02546049241495;-7.07460618688505	0.4568023458770414;1.5898499975229585	#	0.718291281748952;1.186524330119048	-8.169063868825301;-7.831940245291734	#	metro_station	0.1	1.0	1	2.25	295895	295895	0.5875	2.25	0	0
#	#	-4.08030111880027;0.5421933947402697	#	#	-0.030103320564960012;0.60063722170296	-3.3872678741051;-1.7149090744349003	#	-4.0702812046955;-1.9817093489844997	#	-3.7063194433998;-2.0347604702402	-0.12498778389370013;1.0529313132457	#	#	#	#	-3.8845188705803;-0.36294979547969963	0.12811300132283998;0.94174326608316	#	#	#	0.19953570740614995;0.8570703744758501	#	#	#	-0.022361896114930002;1.0505979080969299	#	#	#	-0.05546319541491995;1.15599874369892	-3.7065194022116;-1.5509672620483999	0.2923115771821999;0.9448196396158001	-4.7801130351893;-0.5396794174906998	#	-4.5991274136216;-0.6826512115384	#	-4.5834365706472;-1.2485251596327998	-0.025107944554009887;1.23201568080201	-4.379532825776;-2.081284486244	#	#	#	#	#	-5.749150436541;-1.8733427426190004	#	-5.915540283019601;-1.5845647591204002	#	-4.7937897188262;-2.7938423193738	-0.11081256205320006;1.0726229750592	-5.656766219350001;-2.40348056357	#	#	#	-5.839612457003;-3.558966161537	#	-6.96480092026665;-3.4343620769533496	0.23603595482286;1.5301357363831398	#	0.430448575710832;1.225724408827168	#	0.36900681440931205;1.022281726490688	-8.3054544318011;-5.7702764131989	0.41976121758355756;0.9678232803364425	#	#	-8.058179299516;-6.3481529904639995	#	#	0.008761898559430992;1.180619352446569	#	#	-9.4846141896875;-7.4808949755525	0.31520105316903746;0.7842205249949625	-9.9597925201477;-7.2167448558522995	#	#	0.14975019639259202;0.878112716079408	-9.9382918689434;-7.9669118637366	#	train	1.0	1.0	1	2.0	295922	295922	0.4625	2.0	1	1
#	#	#	#	-8.857356295672624;-2.93450660387935	#	#	#	#	#	#	#	#	#	#	1.0445664656483051;2.0965236902916953	#	#	-7.694770511029899;-4.5314144279701	0.9185736270957999;2.1192962343442	-9.0666095212008;-4.9499805390992	1.13450331907082;2.22413219592918	#	#	#	#	#	1.4013145805119098;2.04182919480809	-8.707996115027399;-5.1792431862926	#	-7.968203410081347;-4.7500585652768	#	-11.137075615897647;-5.674326913622499	#	#	#	#	#	#	#	-9.5514414487743;-5.1382568502615	0.9922328441462399;2.21720614639376	#	#	#	#	-7.9071572557568;-6.0697737001632	#	#	#	#	1.02947206734822;1.89676823939178	-9.008976225363249;-6.7943401747814995	1.06429851039664;2.16562468828336	#	#	#	#	#	#	#	#	#	#	#	0.32288701418825694;1.648081428613743	#	#	#	0.5251397969482204;1.3000777906477796	#	#	#	0.17136510883011247;1.7024094891528136	-11.12178928507735;-8.503425605522649	-0.119209804865262;1.3548650712216879	#	#	-10.9009762514823;-9.1675214193177	#	home	1.0	1.0	1	7.6	299917	295949	0.275	7.6	5	5
#	#	#	#	#	-0.04151835263761994;0.9709862020556199	#	#	#	#	#	#	#	#	-7.554741364106;-2.8813161348367995	#	#	#	-5.810490468763528;-4.393470046717754	0.409023837018425;1.192828872305575	-5.153115113825001;-3.493184072655	#	#	#	-7.223785734711051;-3.8772807509922	#	-6.807011259005;-3.4199684619749995	#	-7.23542699281985;-3.63881343084015	#	#	#	#	0.617776153114155;1.166783839195845	#	#	#	0.18652278432943004;1.52887513004857	#	0.3774977052015799;1.6885898034714502	#	0.27770614304882;1.5464284918051798	#	#	#	#	#	#	#	#	#	#	#	0.45804652785255995;1.4217069335034402	-7.8073793072288;-4.670422160085001	#	#	#	-9.053147740859801;-6.733361348840201	#	#	#	#	#	-9.756758227337249;-8.14259941494275	#	#	#	#	#	#	#	-10.888353549625;-8.756737364375	#	#	#	#	0.12227127529231996;1.33620880810368	-11.2926131247958;-9.599193061704199	#	residential_area	0.13168724279835387	0.6666666666666666	1	14.04999616512	299980	295981	0.2375	14.04999616512	12	18
#	#	-5.11183637634338;-0.29402519321662	#	-4.23532491483615;-1.73373183752385	#	#	#	#	#	-3.9505224597812;-2.0401693475988	#	#	#	-5.3313769862616;-0.8051959855383997	#	#	-0.10811091829712005;1.22856737380912	#	#	-4.0589304102202;-0.5398766029397999	#	-3.5695522348613;-1.4039576934587001	#	#	-0.07596955093098506;0.6825020348049851	-7.531370618294773;-1.1994656618661999	#	-3.9915990854981995;-1.5486162886818	#	-5.513434117363401;-0.9328858195165997	0.008285575843299975;0.5792301304727001	#	-0.02774473007635503;0.754175307676355	#	#	#	#	-5.290781712907;-1.0322627308329997	-0.5753272200535053;1.06902893273153	#	#	#	-0.45300447064237503;1.031447167974375	#	#	#	#	#	#	#	#	-6.13425658898375;-2.4982586493162495	#	#	#	#	-0.09296164687303998;0.57496082102904	#	#	-8.4476474605025;-4.5424378783175	#	#	#	#	-0.005269187355862959;0.5516965810258629	-8.21316988885;-5.36312604043	#	-8.744784723842187;-8.436947111284304	#	#	#	#	#	-8.92114713205695;-6.711050790729249	0.40989430561065604;0.985410573113344	#	#	#	-0.16320367317428003;1.215944679803985	city_center	0.051562500000000004	0.75	1	2.5	296041	296041	0.3125	2.5	0	0
#	0.442653562970224;0.902731253969776	#	#	#	#	#	0.15619214664725;1.46849786956475	#	0.19299645579062497;1.351709085257375	#	#	-5.140196441631749;-2.06999509224825	0.61943672233189;1.24735421094811	#	0.39400905510429507;1.4114758789397048	-5.7847115923570005;-1.1335826252429992	#	-5.304391192677699;-1.4618590442501003	#	#	#	-5.1159617895421;-1.1128930917979	-0.003037891250240121;1.1790291938880801	-4.0391303064423;-2.3051738274576996	0.3078275696860899;1.15879569026791	#	#	#	#	-5.590367332243201;-1.2792630519167996	#	-4.369896634907501;-2.6871848818525	0.648099774975945;1.097287881770055	#	-0.20029088413089519;1.1795385881588951	#	#	-6.143901570522001;-2.1802571056730002	#	-5.6687972643379005;-2.4632796729421003	-0.41198127450011995;1.16298439981812	-5.7760882889424;-2.7835873736976002	#	#	#	#	0.1410954613195149;1.0803542104784851	#	#	-5.766570470727601;-3.0338105198724	-0.26720554346275005;1.28153762090075	#	#	#	-0.3154653020225949;1.1625164718825949	-6.555115920068699;-2.9383840967233494	0.06809123201537998;1.02822977962462	#	#	#	-0.04049314586119046;1.3273012013091905	-9.0438639063375;-4.9983670681425005	#	-8.55116849113625;-4.645945557923749	#	#	#	-8.781226950632501;-6.571832292467501	#	#	0.31739952627330703;1.492308658290693	-9.235090069685;-7.444532474075	0.8142487260705191;1.302028976769481	#	#	-10.50938670034255;-7.871164811092901	#	#	0.695737710434175;1.221787842473565	city_center	0.03125	0.5	1	2.5	298324	296325	0.4375	2.5	1	2
#	#	#	#	#	0.19269172723280004;1.1885978466032001	-5.8520368896123;-1.4543526386277006	#	#	#	#	0.40660764604826993;1.46673483347373	#	0.38779716755818006;1.26307609108382	-5.477210787546;-1.652269096794	#	#	#	-4.6252151273099;-1.3158117836023002	0.29979320051872504;1.283718670347275	#	#	#	#	#	#	-4.5633691337214;-1.9892166079785998	#	#	#	#	#	#	#	#	#	#	#	-5.086865299787;-1.5474048914579996	#	#	#	#	#	#	0.00010946501601005743;1.07996548989199	-6.2327555248908;-1.7705383184491996	#	-6.344236187292;-2.4733702528680004	#	#	#	#	#	-6.3536486163338;-3.0304211572262005	#	-6.46882294003665;-3.7059898359912995	#	#	#	-7.1818542262444;-5.3073536267956	#	#	0.3874023897476474;1.48897816755469	#	0.6917202433147611;1.402331740905239	#	#	#	0.30042889862103495;1.623493765912965	#	#	#	#	-8.9876180452766;-7.8239008543634	0.504724980010017;1.835606348609983	-9.514960657247101;-8.258101084957449	0.7586043307110399;1.45228292088896	-10.8282411482861;-8.2521962840447	0.446583419702435;1.273017599731825	city_center	0.0009765625	0.25	1	8.75	298324	296325	0.3	8.75	1	4
-1.5199512080500002;1.202549063552	0.287687191213448;1.207842573212552	#	#	#	#	#	0.45199988457810014;1.5368392821899	#	#	#	#	-5.118208366951;-1.9878069911089997	#	#	0.61373375909424;1.4415033784857598	-5.881348052105601;-2.1604448784143995	#	#	0.5051751832845249;1.355687030085475	#	0.6820800848149899;1.26446793279101	-5.4780125103491;-3.4436661229709005	#	-5.6238220339400495;-3.55641238591995	#	#	#	-6.5127597467774;-2.9840068180426	#	-5.75197846340135;-3.93323134513865	0.516457723634;1.332092801676	#	#	-6.3326985749268;-3.6750897235132	0.3780258555995648;1.5178849848824352	#	#	#	#	#	#	#	#	#	0.54333734394462;1.3096867809533799	#	#	#	#	#	0.50452375440058;1.28922029101142	#	#	-7.7185436012606;-5.307574660339401	0.19884857391563004;1.7885608932860082	#	0.26271975135783;1.5359469557961698	#	0.469363782104222;1.355011868983778	-9.157655241003999;-3.8238089938043758	#	#	#	#	#	-9.1913924737475;-7.0538595874325	0.42518810524488704;1.1357032393291129	-9.3324733784261;-7.8300850108738995	#	-9.7196722786414;-7.872990806758601	#	-10.90822300264999;-7.328460881	#	#	#	#	#	#	#	tram	0.13168724279835387	0.6666666666666666	1	8.333333333333334	299829	296369	0.3375	8.333333333333334	2	3
#	0.11364148890452397;0.933154875997476	-6.91269215148791;-4.113153220752089	#	#	#	-8.1636926752075;-3.5182515650125	0.5552640295312501;1.86756975244875	-7.2751678270615;-4.6951672994185	#	#	#	-7.527674871184749;-4.69827362763525	#	#	0.742710034148155;1.277311246671845	#	1.00178014793272;1.6991775177272799	-8.9184843849155;-4.104681649824499	#	-8.194015839800599;-4.2765785826394	0.7797656583444998;1.7191008970155	-7.4162535485908005;-5.578779392249199	0.2886019641632399;1.45191664026276	#	0.48366278412489994;1.5936212022751	-8.2670114505738;-5.1509320773062	0.1905777036843701;1.38948967403363	#	#	-8.05506258810155;-5.96687145231845	0.30756574684697996;0.8132594952330201	#	0.0703017369145551;1.284773284913445	#	#	-9.2311256471624;-4.6456224570176	0.56552229791318;1.37519514136282	-9.654746677565;-4.585081222715	#	#	0.63367019119128;1.3336549353327198	-9.1645634514818;-5.3615935383582	#	#	0.030121883914269953;1.3189823007017298	-9.031466798678;-5.422320528762	0.20150361833021002;1.36058888324979	-9.500724707424201;-4.920200018355801	0.3203479169378399;1.37468139545616	#	0.019189033484429907;1.52663238013157	-9.736260338805;-5.769717131895	0.030497630571419854;1.18344847304658	#	#	#	0.50995825053117;1.3239887582868302	-9.6258523284391;-7.471764964420901	0.37415818074218804;1.205582915363812	-11.637267698858269;-6.480628678485399	0.6757949101572126;1.1861659352207874	-10.0076481954176;-7.202770387602401	0.40427103712569995;1.1602187098883001	-9.620721330311;-7.746214322368999	0.360203819375821;1.454929639988179	-9.891951292843;-8.086923522176999	#	#	0.389349745484223;1.2587923725617771	-9.626771885308099;-7.7361218069519	#	#	0.4518497097569265;1.0334338548210735	#	0.11589320869366448;1.3568501604963354	-10.655703572063299;-8.5830914182167	#	#	#	forest_path	1.0	1.0	1	7.5	299661	296402	0.5875	7.5	2	2
-6.788836938266625;-2.3647739969133745	#	#	0.139072232805785;0.7361153684502151	-6.83528141633735;-3.8455726166226496	-0.044131794926879964;1.01816806573488	#	0.05998931838640004;0.8998649810535999	-7.038647382048749;-4.27436110243125	-0.14782213822112494;1.114655801347125	-7.66125626399465;-4.736028060965349	#	-7.408052423083751;-5.30105149703625	-0.07682911092550998;0.8973016090236783	-7.2330706794176;-5.2568508058624	#	#	#	#	#	-7.9739246474446;-3.3925149738153992	-0.06537330940837005;0.81760181494237	#	0.041559275316840005;0.65091458184516	-7.5705667505372;-3.3023661868828	#	#	-0.04661925126687999;0.7417064278668799	-7.143830117837799;-4.1579622550622	#	#	0.02229960936971992;0.57693146243828	-6.7979648489862;-3.9710091038538	#	#	-0.17625619191106506;0.6836375371970651	-6.560592588197601;-4.198363672062399	-0.22072517355677002;0.69548357034677	-6.654696064885;-4.288852185954999	-0.45607070514599013;0.9321444577279901	#	-0.35358569661429;0.71826594285229	-7.545063727018;-3.8044375829620005	-0.08041521240557001;0.43419468898157	-6.8130052133014;-3.9707462377586005	#	-6.0033991436412;-4.231636429318799	-0.22397622291471;0.61536138271671	#	-0.47760429884224;0.83493329686424	-7.1194554791392;-2.9552498397408	#	#	#	-7.468320704724601;-3.719301646051686	-0.6107264036434848;0.9088886596674849	#	-0.18301459150607;0.46403529927406995	#	-0.219594087715558;0.485309491637558	#	-0.1575733753293305;0.3936273317393305	#	#	#	-0.516834568254102;0.750742697718102	-8.834087467721;-5.699039234459001	-0.2507247970713265;0.47848810369932654	#	-0.46363846844196993;0.6704171320939699	#	-0.29910591788096447;0.5157504156149645	-8.71114859377;-6.494267761110001	#	#	-0.20979575356910304;0.401690280652503	-8.8071543364033;-6.7345421825567	#	-9.617370010321;-7.238118279898999	-0.325216818030745;0.515962449231545	home	1.0	1.0	1	6.0	299143	296451	0.5875	6.0	2	2
-6.788836938266625;-3.419441747653725	#	#	#	-6.83528141633735;-3.8455726166226496	-0.044131794926879964;1.01816806573488	#	#	-7.038647382048749;-4.27436110243125	-0.14782213822112494;1.114655801347125	#	#	#	#	#	#	#	#	#	#	#	#	-7.856252473937;-4.060196009615923	#	-7.5705667505372;-3.3023661868828	0.12046653547312491;1.9103248791872978	#	-0.04661925126687999;0.87644450975764	-7.143830117837799;-4.37090952598734	#	#	-0.18077709271350012;1.0426755243495	#	#	#	#	#	-0.1325845580718401;0.69548357034677	#	-0.24584489434345014;0.9321444577279901	#	#	#	#	-6.8130052133014;-3.9707462377586005	#	-6.9704396517700005;-2.606648765925725	-0.22397622291471;0.61536138271671	#	-0.5804321810933201;1.2930970905791201	#	#	-8.932137192021536;-3.7133749107274996	#	-7.468320704724601;-3.1025120819754	#	#	-0.46092783634977996;1.08364287067378	#	#	-7.3374433116054;-5.9836373231146	-0.1575733753293305;0.3936273317393305	#	#	-8.6807057245485;-6.007031257518499	-0.516834568254102;0.750742697718102	-8.834087467721;-6.638291060685	#	#	-0.46363846844196993;0.825960384681975	#	-0.29910591788096447;0.5157504156149645	-8.71114859377;-6.494267761110001	#	#	#	-9.0503096338979;-6.7345421825567	#	#	-0.325216818030745;0.515962449231545	home	1.0	1.0	1	4.25	299143	296456	0.375	4.25	4	4
-7.146672823746325;-5.616991670209907	#	#	#	-8.857356295672624;-2.93450660387935	#	#	#	#	#	#	#	#	#	#	#	#	#	-7.694770511029899;-4.5314144279701	#	-9.0666095212008;-4.9499805390992	#	#	#	#	#	-10.3980269009522;-5.3852035613478	#	-9.58159333045495;-6.12070103496505	#	-7.968203410081347;-4.7500585652768	#	#	#	#	#	#	#	#	0.6332867433716599;1.91132609966834	-9.5514414487743;-5.1382568502615	0.9922328441462399;2.21720614639376	#	#	#	#	#	#	#	#	-9.1306015189662;-7.243695838613801	1.02947206734822;1.89676823939178	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.5251397969482204;1.3000777906477796	#	0.23941229514341744;1.2816703961265825	#	#	#	#	#	#	#	#	home	1.0	1.0	1	10.333333333333334	299878	296477	0.175	10.333333333333334	3	3
-5.75333948870085;-3.3666224214842746	#	-6.77028717072783;-2.9290593355321697	0.340526673356255;0.9760887209777449	-8.857356295672624;-2.93450660387935	#	#	#	#	#	#	#	#	#	-9.925474587182;-5.463042614637999	1.0525253171161602;1.60437173004384	#	#	#	#	-9.0666095212008;-5.5165690731087995	1.13450331907082;1.59382619042918	#	#	#	0.39714303512673;1.54410006721527	#	#	-7.996942318050849;-5.75754142096915	#	-7.968203410081347;-4.7500585652768	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-9.707033656879199;-6.739369773820799	#	#	1.02947206734822;1.89676823939178	-9.95109662706175;-6.7943401747814995	1.06429851039664;2.16562468828336	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.17136510883011247;1.7024094891528136	#	#	#	#	#	#	home	1.0	1.0	1	13.28921856	299325	296479	0.2	13.28921856	12	12
#	#	#	#	-2.8272147482060004;-1.6847781907423496	#	#	#	#	0.17487221537975;0.7628756392882501	#	0.18656832341811996;0.6577359622738801	#	#	#	#	#	0.14891732851303996;0.98866217508052	#	#	-8.720224437966463;-2.8930497859228	#	#	#	#	0.11424552179844999;0.6692247308735499	#	#	#	#	-6.968219596879976;-1.6030936831565499	#	#	#	-6.4551594775979995;-4.357047226482	#	#	0.17146940428569002;0.7893776269183099	-7.872065571589;-3.7487376683110005	#	#	#	#	-0.3076687188788151;1.0184414116188152	#	0.13357569567926503;0.847674034710155	-7.5725783853644;-4.3571571630756	-0.33712744553885005;1.0617685638468501	#	#	#	-0.020325077370790035;0.61982209723279	#	0.03966646626179998;0.5559131121462	-9.4466054802922;-4.9504742120878	#	#	-0.33205239052707997;1.00379254527708	#	#	-9.904542506328973;-9.083494707017	#	#	-0.26490083778541756;0.8501219795394175	-8.89866591847475;-7.480489622951	#	#	#	-10.33856909935435;-7.5744596618174995	-0.11064765730118298;0.6840018288387795	-10.9718659897225;-7.6742205042175	#	#	#	#	#	#	#	-10.263493756630101;-9.0058892705499	#	metro_station	0.004093761316872427	0.4666666666666667	1	19.666666666666668	296488	296488	0.3125	19.666666666666668	0	0
-6.5344123121368245;1.2656587282069718	#	#	#	#	0.045098481568240006;0.50985467060776	-5.5345022312433;-2.9949944243366997	-0.17422908278185;0.72651680280815	#	0.00603302791575;0.9326574160265	#	#	#	-0.14935786284081998;0.72592106068482	#	#	-6.1469296697536;-3.7549204866664	#	#	0.07408310263914997;0.8078043964448252	-7.7095748455113995;-2.9953706885886002	#	#	-0.1438414304524;0.79167662980136	-9.37953036830802;-3.2443498664437502	#	-7.8499191064465;-4.1241720297135	-0.1236570251095;0.26577584331330883	#	#	#	#	#	-0.09071627786367001;0.54147439095767	#	#	#	#	-8.75522239496;-4.69949003108	-0.12518471227336003;1.217893226309666	#	-0.64414764000975;0.99644160407175	#	#	#	#	#	#	#	-0.5516401049808001;0.9545505786168001	#	#	#	#	#	#	#	#	#	#	-9.6052778112255;-7.262152061914501	#	#	-0.5871879045918724;1.1779404465518604	#	#	-9.6715110518365;-7.536441329785001	-4.116745391831642;0.2105953666560692	#	#	-9.8869347176015;-8.0812152795821	-0.6100445057640094;0.7733162464500094	#	-0.6121566153617874;0.7949018001159875	#	#	#	#	#	#	forest_path	0.26364723082896674	0.7659574468085106	1	16.226778776254143	299933	296523	0.3125	16.226778776254143	36	47
#	0.09260342355828005;0.66770053730772	#	-0.48343159220128495;0.845470871007285	-6.1282773457087;-3.2183423214418987	#	#	0.21123019432575002;0.9986136280762501	#	#	-6.7978872636895;-2.6189898307905	#	#	#	#	0.34237094501418996;1.093621253243835	-5.4722764028538;-4.0099323077525	#	-6.5097640448116;-2.1085729727284	#	#	0.1727897930636299;1.27938626063818	#	#	#	#	#	#	-7.06959600198045;-4.28731003893955	#	#	#	#	0.46213833127704995;1.26965107096383	-8.5571190813792;-3.5216496787008005	#	#	-0.09802140660813008;1.3295596594741301	#	#	-8.0043916624105;-6.0414636386869365	#	#	0.52625133496498;1.23878812150102	#	0.21133949085975;0.8162469677333151	#	#	-7.0165195841862005;-5.0165721847338	0.28123613445412;0.9697804469558801	-6.707320075963073;-4.062773859683	0.28531789417112996;1.17326397507287	#	#	-7.9632493309924;-5.3611022351252	#	#	0.18054817465747008;1.20330445363253	#	#	#	0.6643900172359556;1.1970264824100454	#	#	-9.884589473238;-7.385246795982001	#	#	-0.29877425149801246;1.326534700735237	-10.82623144372385;-7.77726681545615	#	#	0.1461071246841159;1.207315372957884	#	0.35152755583948203;0.734046967494555	#	0.012614828671205558;0.8482339849833684	#	#	#	#	train	0.0003200000000000001	0.2	1	20.0	296956	296547	0.3625	20.0	1	5
-6.762982013246026;-3.972419234853975	#	#	0.01775368772219499;0.730353559297805	#	#	#	#	-7.848085471771251;-5.69808503206875	0.09771399285449997;0.5819521066615	#	#	#	-0.3643424441942499;1.0627427572062498	-8.663768220660401;-5.5400658398796	#	-9.5984436081274;-4.6815358428926	#	#	0.11410431609369998;0.5810519966903	-8.663370862903;-5.675494988796999	#	#	0.06201066591336002;0.65290066012264	-8.9236805006146;-5.4557675426454	-0.014202618592985106;0.7442689671429851	#	#	-8.96198995765005;-5.636818928649951	#	#	-0.06714790413184007;0.7811125770318401	#	-0.22287107293144492;0.991600475067445	-8.7708274696612;-5.833470318098801	0.13734828339639493;0.757271669497605	#	#	#	-0.20560517185818006;1.24871547496218	#	0.10403191906702003;0.93526380273498	#	#	-8.2111328995431;-6.5316162321769005	#	-9.3219841363316;-5.319112818788399	0.041251197587964916;1.1803522338020351	#	-0.13274423474180008;1.3734464488558	-9.6925230249426;-5.333120246197399	#	-9.809072555095;-5.842529348185	0.26706439494892;0.98980969918708	#	#	-11.000865264078401;-6.5413635672616	#	#	#	#	#	#	0.5960568201670899;1.12522019110091	#	#	-10.688929400405002;-7.363878243915001	#	#	0.13063984974003007;1.26469545027597	-10.716718108479;-7.638915655340999	0.17590241276211593;1.2371106610358842	-10.577353990339999;-8.18994386286	0.3493704619337045;1.1560839534742955	#	#	#	#	-11.334707102988201;-10.1790705482118	0.06543029153299001;0.6921913141990099	forest_path	0.3276800000000001	0.8	1	19.29682286592	299989	296563	0.45	19.29682286592	12	15
