A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	#	1	#	0	1	0.23664514180614574	0.7495826377295493	1	168.90650283352846	4946	200	0.5	168.90650283352846	449	599
#	#	#	0	#	0	0	0.23631509468652676	0.7493734335839599	5	180.3597267479034	4982	209	0.3333333333333333	10089.31424726525	897	1197
#	#	1	#	0	#	0	0.03138075295533349	0.5004177109440268	3	149.6372864846401	4997	209	0.3333333333333333	22693.031110533928	599	1197
#	0	#	#	#	#	1	0.031184759939263944	0.4997910572503134	3	176.72625130072888	4995	220	0.16666666666666666	25048.111231639792	1196	2393
1	0	1	#	#	#	1	0.030730908564737223	0.4983277591973244	1	168.84986281811274	4902	230	0.5	2742.7821818871057	298	598
#	#	#	#	#	1	1	0.09512664545241513	0.6246840775063185	5	174.10407280404385	4995	257	0.16666666666666666	22221.225980617888	1483	2374
0	#	#	#	#	0	0	0.031117247430805395	0.49957446808510636	2	178.67666628114222	4944	284	0.3333333333333333	12145.07479910785	587	1175
1	1	#	#	#	#	1	0.031117472625352707	0.4995751911639762	1	161.4476813725305	4993	285	0.3333333333333333	2743.4751513989922	588	1177
#	#	0	#	#	#	0	0.095367431640625	0.625	4	162.9984450990992	4982	292	0.16666666666666666	14034.580266487936	1470	2352
#	#	#	1	#	#	1	0.09492205509592047	0.6244151424925564	5	170.27407325346857	4995	298	0.16666666666666666	22289.216259434706	1468	2351
0	1	#	#	#	1	0	0.03125	0.5	1	150.8461207910148	4986	298	0.5	2552.452444617663	294	588
#	#	#	0	#	#	0	0.09532683939143029	0.6249467858663261	3	166.9418689558749	4997	300	0.16666666666666666	8144.227467753913	1468	2349
#	#	#	#	0	#	0	0.09540807232512832	0.6250532594801875	6	158.03533842734663	4997	309	0.16666666666666666	30325.035888201688	1467	2347
1	1	#	#	#	1	1	1.0	1.0	39	161.83306992894987	4993	321	0.5	130157.74673632268	585	585
#	0	1	#	#	1	1	0.23595789933723857	0.7491467576791809	2	178.42436398434958	4995	323	0.5	340.06090996087397	439	586
#	#	#	0	0	0	0	0.5110200021636311	0.8743545611015491	5	190.46765376468426	4972	337	0.5	952.3382688234212	508	581
#	#	#	#	1	0	0	0.03098106872590841	0.4991364421416235	1	182.14041394318167	4982	355	0.3333333333333333	3108.733254904484	578	1158
0	#	#	#	#	#	0	0.03131778739316531	0.5002167316861725	2	172.31056247848548	4986	380	0.16666666666666666	11637.356930750942	1154	2307
#	#	0	0	#	1	0	0.09520111247701193	0.62478184991274	1	176.69066708023206	4964	420	0.5	175.11333385029008	358	573
0	#	#	1	#	#	1	0.23695886318179404	0.7497812773403325	9	168.9254468299129	4995	429	0.3333333333333333	30533.787055758487	857	1143
0	0	#	#	1	#	1	0.03125	0.5	2	185.40292832156337	4995	451	0.5	12548.739209257437	284	568
#	#	1	1	#	#	1	0.23765274359664168	0.7502198768689534	6	180.36525056478257	4995	451	0.3333333333333333	13834.053335343384	853	1137
#	#	1	1	#	0	1	0.09486390884022088	0.6243386243386243	1	166.02003438452545	4902	456	0.5	166.02003438452545	354	567
#	#	0	#	#	0	0	0.2369564270852916	0.7497797356828194	5	161.66835175721374	4982	457	0.3333333333333333	9019.24244684833	851	1135
1	0	#	0	#	#	1	0.0309744285296952	0.49911504424778763	1	171.0341071999764	4770	482	0.5	2843.4329613782465	282	565
#	#	#	#	0	1	0	0.03138888866989721	0.5004436557231589	2	157.70871363794416	4997	501	0.3333333333333333	10246.343444851918	564	1127
1	#	#	0	0	#	0	0.23801053080693488	0.750445632798574	11	170.93332971106258	4997	517	0.5	45273.7408876262	421	561
0	#	1	1	#	#	1	1.0	1.0	26	190.37686205816294	4995	520	0.5	68050.98174337855	559	559
#	1	1	1	#	#	1	0.2365980034056265	0.7495527728085868	2	157.4916467251169	4967	520	0.5	314.9832934502338	419	559
#	#	0	#	1	0	0	0.09485671825832799	0.6243291592128801	1	171.4528757047151	4982	521	0.5	171.4528757047151	349	559
0	#	0	#	#	#	0	0.23695145045712399	0.7497765862377123	10	159.8658466682856	4974	521	0.3333333333333333	35675.48249453585	839	1119
#	1	#	1	#	0	0	0.03125	0.5	1	139.76857825982776	4947	534	0.5	2365.010431751736	278	556
#	#	0	0	1	#	0	0.09468330655012012	0.6241007194244604	1	174.68772500757024	4982	545	0.5	174.68772500757024	347	556
#	1	#	#	#	1	1	0.2373046875	0.75	6	154.4853809022114	4993	551	0.3333333333333333	12392.44804142047	834	1112
#	#	0	0	0	1	0	0.23589048004320312	0.7491039426523297	2	178.8240638086561	4614	553	0.6666666666666666	355.56015952164023	209	279
#	#	#	0	1	0	0	0.09588591953519288	0.6256781193490054	1	174.63440512269855	4982	566	0.5	174.63440512269855	346	553
#	1	#	#	#	0	0	0.23694762363528937	0.7497741644083108	9	163.63210470914515	4982	566	0.3333333333333333	29578.402383732955	830	1107
0	1	1	#	#	#	0	0.031534606498876724	0.5009074410163339	2	155.64652088136086	4986	584	0.5	10439.640117128709	276	551
#	#	#	1	#	1	1	0.23622896539435098	0.7493188010899182	4	172.93675072138598	4995	602	0.3333333333333333	652.6837536069298	825	1101
1	#	#	#	1	1	1	1.0	1.0	19	187.58693769346925	4967	606	0.5	34643.22343952621	547	547
1	0	#	0	#	1	1	0.03068593541422779	0.49818181818181817	1	172.0291372150438	4402	606	0.6666666666666666	2864.4789682386527	137	275
#	#	#	#	1	1	1	0.23694371298898836	0.7497716894977169	4	178.02312302756084	4995	615	0.3333333333333333	678.1156151378042	821	1095
0	#	0	1	#	#	0	0.03125	0.5	1	141.32426905995652	4974	636	0.5	2391.3341235048647	272	544
0	#	1	#	#	#	1	0.23694105795220696	0.749770009199632	12	176.1934299332564	4995	648	0.3333333333333333	56622.027152578885	815	1087
1	0	#	#	1	#	1	1.0	1.0	33	183.67037451483463	4954	670	0.5	101686.31848161879	541	541
1	0	#	#	#	#	1	0.03110438049586093	0.4995331465919701	3	168.8518404299044	4954	714	0.3333333333333333	23230.5097429809	535	1071
1	#	#	#	1	#	1	0.23693562895949116	0.7497665732959851	13	183.67954782319208	4967	714	0.3333333333333333	66710.86865776152	803	1071
1	#	#	#	#	#	1	0.03117688351357475	0.4997658079625293	2	169.38662996507028	4993	730	0.16666666666666666	10357.28293258602	1067	2135
#	0	1	#	1	#	1	1.0	1.0	27	203.12921856846313	4995	771	0.5	77447.23360046888	529	529
1	0	#	#	#	1	1	0.030954633500942488	0.4990512333965844	1	175.4149260380028	4954	794	0.5	2768.9086176502365	263	527
#	#	1	#	#	#	1	0.09523146440920005	0.6248216833095578	3	172.3806975270833	4995	796	0.16666666666666666	8131.016616054656	1314	2103
0	0	1	#	#	#	1	1.0	1.0	33	192.25433600847902	4995	796	0.5	110707.63113905364	526	526
1	0	#	0	1	#	0	0.0	0.0	1	171.9514455837262	802	802	0.6666666666666666	9092.417436188598	0	262
#	0	#	1	1	0	1	0.238823918690063	0.7509578544061303	2	193.98528270090077	4938	806	0.6666666666666666	387.97056540180154	196	261
0	#	0	#	0	#	0	0.23505323616721602	0.7485714285714286	1	164.0013962255975	4974	809	0.5	164.0013962255975	393	525
1	#	#	0	#	#	0	0.031400384707618134	0.5004803073967339	1	169.07241869434705	4997	837	0.3333333333333333	2801.941037393763	521	1041
#	#	#	#	#	0	1	0.007368173621953899	0.3745173745173745	1	162.4860624726464	4956	850	0.16666666666666666	11660.838982653622	776	2072
0	#	0	1	1	#	1	0.03125	0.5	1	148.20949432207442	4946	850	0.6666666666666666	2507.8383462179154	129	258
0	#	#	#	#	0	1	0.0314018461667463	0.5004849660523764	2	178.67666628114222	4956	860	0.3333333333333333	12035.002514905842	516	1031
0	#	0	#	#	0	0	0.23576973348551616	0.7490272373540856	5	174.28815860486898	4944	865	0.5	9772.223080121394	385	514
#	#	0	0	0	#	0	0.5100751914607183	0.874031007751938	4	189.36252888800794	4944	873	0.5	763.8126444400398	451	516
0	#	0	#	#	1	0	0.23501853223020688	0.7485493230174082	4	155.90400437712475	4974	873	0.5	623.616017508499	387	517
0	#	#	1	#	1	1	0.23501853223020688	0.7485493230174082	2	165.0306120385157	4995	874	0.5	330.0612240770314	387	517
#	#	1	#	1	#	1	0.23615384249554686	0.749271137026239	6	188.9276609502269	4995	881	0.3333333333333333	14788.278234257585	771	1029
0	#	0	1	1	#	0	0.030642041936345118	0.4980392156862745	1	148.20949432207442	4924	905	0.6666666666666666	2557.595491909883	127	255
0	#	0	0	#	#	0	1.0	1.0	28	187.78078311646118	4964	932	0.5	77846.7961384017	507	507
0	#	#	#	1	#	1	0.03125	0.5	1	174.78771193607008	4995	963	0.3333333333333333	2957.5657649057966	504	1008
#	0	1	#	#	0	1	0.23573313881042518	0.749003984063745	3	175.8739876636089	4956	988	0.5	527.6219629908267	376	502
0	1	1	#	#	1	0	0.03125	0.5	1	143.62100044593484	4986	1018	0.6666666666666666	2430.196890475798	124	248
#	#	#	1	0	#	0	0.03140766870090778	0.500503524672709	1	139.41944281311842	4974	1023	0.3333333333333333	2347.259883702627	497	993
1	#	0	#	#	#	0	0.031565654002102976	0.5010060362173038	1	164.3842725042942	4982	1025	0.3333333333333333	2689.213306313255	498	994
0	#	#	0	#	0	0	0.23650675719570646	0.7494949494949495	1	185.78087874502057	4944	1040	0.5	185.78087874502057	371	495
#	1	0	0	0	#	0	0.23570775731912577	0.7489878542510121	1	190.73453213987398	4944	1040	0.6666666666666666	190.73453213987398	185	247
0	1	#	1	#	#	1	1.0	1.0	25	149.96611683548423	4983	1042	0.5	49561.7574965557	494	494
1	1	#	#	#	1	0	0.0	0.0	2	161.83306992894987	1089	1089	0.5	34229.519194299195	0	489
0	0	0	#	#	#	0	1.0	1.0	27	166.61823799606177	4974	1097	0.5	64227.881974965065	487	487
#	#	1	0	0	1	0	0.030612266365826674	0.49794238683127573	1	141.184631007882	4997	1111	0.6666666666666666	2438.739847314108	121	243
#	#	0	0	#	#	0	0.23608272981297795	0.7492260061919505	6	181.89140339205983	4982	1121	0.3333333333333333	14669.412501517718	726	969
1	#	#	0	0	0	0	1.0	1.0	18	189.30882408313704	4972	1132	0.6666666666666666	3407.558833496467	241	241
#	1	#	0	#	#	0	0.2360776752009804	0.7492227979274612	9	165.94724248676752	4986	1146	0.3333333333333333	30107.42923224268	723	965
1	#	#	1	1	#	1	0.23648014108616638	0.7494780793319415	3	185.7371453496638	4967	1162	0.5	537.5142950612392	359	479
0	1	#	#	#	0	1	0.03125	0.5	1	167.872569413436	4946	1170	0.5	2840.555315155946	238	476
1	1	#	#	#	0	0	1.0	1.0	38	161.82706135579494	4982	1174	0.5	123563.97641109055	477	477
#	0	#	#	1	#	1	0.2373046875	0.75	7	190.4318350498092	4995	1202	0.3333333333333333	20239.179500313883	711	948
0	1	#	0	#	#	0	1.0	1.0	28	168.16047335784722	4986	1210	0.5	69712.9592856507	474	474
#	#	0	#	0	#	0	0.23772350964687147	0.7502645502645503	2	163.6003851706114	4974	1218	0.3333333333333333	317.5009629265285	709	945
#	#	1	1	1	#	1	0.5160479037439952	0.8760683760683761	4	205.16421654179555	4995	1254	0.5	813.8210827089778	410	468
1	0	#	0	0	#	1	0.0	0.0	1	173.52601714910193	1324	1324	0.6666666666666666	9050.436458733828	0	230
0	#	#	1	1	0	1	0.23906771605509994	0.7511111111111111	1	186.58368456147613	4946	1362	0.6666666666666666	186.58368456147613	169	225
#	1	1	#	#	0	0	0.23817905901892908	0.7505518763796909	4	164.7366424814664	4886	1366	0.5	658.9465699258656	340	453
0	0	1	#	#	#	0	0.0	0.0	2	192.25433600847902	1372	1372	0.5	40663.960014344775	0	454
#	#	1	1	#	1	1	0.5088601009358263	0.8736141906873615	3	182.64945665552597	4995	1386	0.5	525.9354624582224	394	451
0	#	1	#	1	#	1	0.23382520691544914	0.7477876106194691	5	184.35908899624312	4995	1392	0.5	10422.856766387582	338	452
1	1	#	#	#	0	1	0.0	0.0	1	161.82706135579494	1398	1398	0.5	8557.062078330371	0	449
#	#	#	1	1	#	1	0.23774791615396734	0.7502799552071668	5	188.59682456104207	4995	1418	0.3333333333333333	10180.173490526164	670	893
1	1	#	#	#	#	0	0.03125	0.5	2	161.4476813725305	4982	1440	0.3333333333333333	10927.36165401517	444	888
#	#	1	#	0	0	0	0.09622969936889335	0.6261261261261262	1	156.24022308609918	4972	1440	0.5	156.24022308609918	278	444
#	0	1	#	0	0	0	0.031963440904756266	0.502262443438914	1	157.63022188129554	4972	1452	0.6666666666666666	2607.711223763019	111	221
#	1	0	#	#	0	0	0.2373046875	0.75	1	164.41817124985565	4982	1462	0.5	164.41817124985565	330	440
#	0	#	#	0	#	0	0.2382028874093037	0.7505668934240363	6	157.82761258508248	4997	1474	0.3333333333333333	12132.766672465292	662	882
0	0	#	#	#	#	0	0.03107264518021247	0.49943117178612056	2	186.15876803928757	4974	1481	0.3333333333333333	12671.814203156338	439	879
#	1	0	0	#	#	0	0.2355042050228993	0.7488584474885844	5	187.4542556231362	4982	1488	0.5	10522.287935652126	328	438
0	#	#	0	0	0	0	0.2355042050228993	0.7488584474885844	1	193.27597361646116	4944	1488	0.6666666666666666	193.27597361646116	164	219
#	0	#	1	#	1	1	0.030895695274335885	0.4988610478359909	1	178.6430477307253	4995	1498	0.5	2948.3971486216683	219	439
1	#	#	#	#	0	0	0.23640101494982943	0.7494279176201373	4	155.00470462376362	4982	1504	0.3333333333333333	620.0188184950545	655	874
#	1	0	#	#	1	1	0.2373046875	0.75	3	164.38256201966524	4993	1537	0.5	493.14768605899576	324	432
0	0	0	#	#	#	1	0.0	0.0	1	166.61823799606177	1545	1545	0.5	8810.409050063794	0	431
0	#	#	1	1	#	1	0.23822805092657537	0.7505827505827506	2	180.79466038054494	4995	1554	0.5	361.5893207610899	322	429
#	1	#	1	#	#	1	0.23592980888821863	0.7491289198606271	9	146.14915665068784	4983	1554	0.3333333333333333	26532.12602329391	645	861
#	1	#	#	#	#	0	0.031067890939087343	0.4994158878504673	2	158.96457117460562	4986	1568	0.16666666666666666	10822.363007248385	855	1712
1	#	1	#	#	0	0	0.2354708115391712	0.7488372093023256	2	160.79352120966428	4972	1568	0.5	321.58704241932855	322	430
0	#	#	0	#	1	0	0.2345517627009267	0.7482517482517482	3	157.28278752941938	4986	1572	0.5	471.84836258825817	321	429
#	1	#	0	0	#	0	0.23543615595810224	0.7488151658767772	3	168.10355571196487	4944	1617	0.5	504.3106671358946	316	422
#	0	0	#	#	#	0	0.238722274190902	0.7508939213349225	7	163.54867011402155	4974	1641	0.3333333333333333	17257.371548454605	630	839
1	#	#	0	#	0	0	0.23825466501750045	0.750599520383693	6	179.11557304416837	4982	1654	0.5	14310.933696628412	313	417
#	#	0	1	1	#	1	0.09513674129968636	0.6246973365617433	1	156.78599825107716	4954	1682	0.5	156.78599825107716	258	413
#	0	#	#	1	0	1	0.24116950334043624	0.7524271844660194	3	188.23070653046585	4938	1698	0.5	564.6921195913976	310	412
#	1	#	1	1	#	1	0.23536276106000156	0.7487684729064039	4	167.33648241955242	4967	1746	0.5	669.3459296782097	304	406
#	#	#	#	1	#	1	0.09489391007617323	0.6243781094527363	2	182.22284181568705	4995	1778	0.16666666666666666	3902.9805099588352	1004	1608
1	#	1	1	1	#	1	0.2393191469671438	0.751269035532995	1	193.55847976439003	4967	1831	0.6666666666666666	188.94809970548752	148	197
#	0	1	0	#	#	1	0.2342387766730822	0.7480519480519481	1	164.53299566413926	4976	1905	0.5	164.53299566413926	288	385
#	0	0	#	0	#	0	1.0	1.0	20	167.14204682036547	4974	1922	0.5	34513.89369353384	385	385
#	0	#	1	1	#	1	0.23833376092265937	0.7506493506493507	3	194.9835633634953	4995	1923	0.5	572.1883626131073	289	385
#	#	0	0	#	0	0	0.5108654762522724	0.8743016759776536	5	192.2629041557953	4982	2128	0.5	961.3145207789764	313	358
0	#	1	#	0	0	1	0.2395476270037328	0.751412429378531	4	169.96296671287607	4956	2140	0.6666666666666666	679.8518668515043	133	177
0	#	#	#	0	#	1	0.03102899664413635	0.49929078014184397	1	161.4690866329829	4983	2169	0.3333333333333333	2751.6626636727387	352	705
1	1	#	#	1	#	1	0.030802299667969525	0.49855907780979825	1	175.39393713269934	4967	2205	0.5	3010.959889876454	173	347
#	#	0	#	#	1	1	0.03079971934900137	0.4985507246376812	2	163.7295960825594	4993	2241	0.3333333333333333	10834.131511829035	344	690
1	#	0	#	1	#	1	0.23615384249554686	0.749271137026239	2	172.70424947650878	4954	2250	0.5	345.40849895301756	257	343
0	#	#	0	0	#	0	0.23615384249554686	0.749271137026239	3	177.02692840639696	4944	2256	0.5	531.0807852191908	257	343
1	#	0	0	#	0	0	0.2373046875	0.75	2	185.54918911868123	4982	2294	0.6666666666666666	371.09837823736245	126	168
#	1	0	1	#	1	1	1.0	1.0	1	148.8928167355466	4983	2295	0.6666666666666666	148.8928167355466	169	169
#	0	#	#	0	1	0	0.2385092773455079	0.7507598784194529	4	158.92946596911793	4997	2373	0.5	611.6473298455896	247	329
#	1	#	0	#	0	0	1.0	1.0	21	183.86222112610565	4982	2384	0.5	42875.0487244103	327	327
#	#	0	0	0	0	0	1.0	1.0	4	210.61343355603125	4944	2384	0.6666666666666666	842.453734224125	162	162
0	#	1	0	#	0	1	0.03125	0.5	1	173.20489678864615	4956	2460	0.6666666666666666	2930.783104727102	79	158
1	#	0	0	1	#	1	0.2323403299440141	0.7468354430379747	1	175.2579902885032	4893	2466	0.6666666666666666	175.2579902885032	118	158
#	#	0	#	0	1	0	0.0962850076067181	0.6261980830670927	1	163.51855907634516	4974	2498	0.5	158.64819884543144	196	313
1	#	0	1	1	#	1	0.2347639755129309	0.7483870967741936	1	169.56399957768357	4954	2506	0.6666666666666666	169.56399957768357	116	155
#	#	#	0	#	1	0	0.03125	0.5	1	162.7689000118437	4997	2532	0.3333333333333333	2690.34578281233	309	618
0	#	#	0	1	#	0	0.23207791712921816	0.7466666666666667	2	163.5378637266138	4986	2596	0.5	327.0757274532276	224	300
1	0	#	#	#	0	1	0.030723917753199777	0.49830508474576274	1	155.2211562506324	4938	2634	0.5	2671.4549521380686	147	295
0	#	#	0	#	#	0	0.23528336463613272	0.7487179487179487	9	169.12905613442268	4986	2657	0.3333333333333333	30788.289165744238	438	585
#	0	#	0	#	#	1	0.030703684804400947	0.4982394366197183	1	174.7470599739685	4976	2728	0.3333333333333333	2947.8698920784204	283	568
#	1	0	#	0	#	0	0.029639526626358634	0.49473684210526314	1	158.6450167176033	4944	2731	0.5	2830.2754640065955	141	285
#	0	#	1	0	1	0	0.24012300134298675	0.75177304964539	1	148.82569907470958	4974	2741	0.6666666666666666	148.82569907470958	106	141
#	1	0	#	#	#	1	0.03152851873702252	0.5008880994671403	1	162.51284819118598	4993	2743	0.3333333333333333	2725.572064529968	282	563
#	1	#	1	1	0	0	0.03125	0.5	1	158.71429075478414	4947	2774	0.6666666666666666	2685.5889784136752	68	136
0	0	#	#	#	#	1	0.03125	0.5	1	186.15876803928757	4995	2780	0.3333333333333333	3149.9742921940297	278	556
#	0	#	0	0	0	0	0.240205688326136	0.7518248175182481	2	188.77957801138962	4972	2796	0.6666666666666666	377.55915602277923	103	137
0	1	0	#	#	#	1	0.03125	0.5	1	161.05653531142724	4983	2807	0.5	2725.2218692904567	137	274
#	0	#	1	0	#	0	0.2373046875	0.75	2	143.57813344215668	4974	2818	0.5	287.15626688431337	204	272
#	#	0	#	0	0	0	0.5087116673270895	0.8735632183908046	1	160.40424474386526	4944	2901	0.5	160.40424474386526	228	261
#	1	#	#	1	1	1	0.23578155590252478	0.749034749034749	1	162.13210253234658	4967	2909	0.5	162.13210253234658	194	259
1	1	0	#	#	#	1	0.03125	0.5	1	168.13673333691537	4993	3009	0.5	2845.025207047955	124	248
1	#	1	#	#	#	0	0.03157894446784049	0.5010482180293501	1	165.82836493549047	4997	3094	0.3333333333333333	2556.488142016602	239	477
#	1	#	0	#	1	0	0.030567711897720097	0.4977973568281938	1	157.1860168189478	4986	3194	0.5	2719.0958199998277	113	227
#	0	1	0	0	#	0	0.03271003115460463	0.5045871559633027	1	157.4149654584129	4997	3244	0.6666666666666666	2544.711752247155	55	109
#	0	0	1	#	#	0	0.2373046875	0.75	3	147.2689475518011	4974	3266	0.5	441.8068426554033	162	216
#	#	0	#	1	1	1	0.09358157525624025	0.6226415094339622	1	161.31089536577198	4954	3293	0.5	161.31089536577198	132	212
1	0	#	0	#	0	0	0.02978998076688114	0.49523809523809526	1	173.8487545685851	4972	3308	0.6666666666666666	3085.8505983715713	52	105
0	#	0	1	#	#	1	0.032012159287541954	0.5024154589371981	1	141.32426905995652	4983	3337	0.5	2334.4002098792844	104	207
#	1	#	0	0	0	1	0.0	0.0	1	196.14631057998	3349	3349	0.6666666666666666	10371.789130979323	0	101
1	0	#	#	1	#	0	0.0	0.0	1	183.67037451483463	3366	3366	0.5	9337.586637430559	0	203
1	#	#	1	#	0	0	0.2393191469671438	0.751269035532995	1	138.10859383903016	4947	3414	0.5	138.10859383903016	148	197
#	1	#	1	#	1	1	1.0	1.0	9	151.90827058747112	4983	3448	0.5	1367.1744352872402	192	192
#	#	0	1	0	#	0	0.09685907261510854	0.6269430051813472	1	137.2283835389719	4974	3453	0.5	137.2283835389719	121	193
1	#	0	0	#	1	1	0.22532211069926403	0.7422680412371134	1	178.08798618800733	4993	3457	0.6666666666666666	176.85998273500917	72	97
#	0	0	#	1	0	1	0.03125	0.5	1	161.82697690066226	4938	3466	0.6666666666666666	2738.2584360086853	47	94
0	#	#	#	#	#	1	0.03145916926618947	0.5006675567423231	1	172.31056247848548	4995	3498	0.16666666666666666	2896.2642583773963	375	749
#	1	0	#	#	#	0	0.03038199877881557	0.49719101123595505	1	162.51284819118598	4982	3574	0.3333333333333333	2828.426481458384	177	356
0	#	#	0	1	1	0	0.2373046875	0.75	1	152.03562480569587	4986	3706	0.6666666666666666	152.03562480569587	60	80
1	#	#	0	#	#	1	0.03125	0.5	1	169.07241869434705	4993	3741	0.3333333333333333	2757.886238908764	158	316
1	#	#	0	0	0	1	0.0	0.0	1	189.30882410426153	3756	3756	0.6666666666666666	10010.237757913053	0	77
0	#	1	1	#	1	0	0.0	0.0	1	183.81324185172906	3882	3882	0.6666666666666666	9719.643353630452	0	69
1	0	0	#	#	#	1	0.028020156864814922	0.4892086330935252	1	163.00355763955264	4954	3890	0.5	2876.031998945822	68	139
1	#	1	#	1	#	1	0.24650145932538278	0.7557251908396947	1	186.1239085159877	4967	3942	0.5	179.65488564498463	99	131
1	#	#	1	#	1	1	0.2266170619465376	0.7431192660550459	1	169.03150993063016	4967	4122	0.5	158.2893874132877	81	109
0	#	0	0	1	1	1	0.0	0.0	1	167.06797213524567	4132	4132	0.8333333333333334	8834.19001052553	0	26
1	#	0	#	#	0	0	0.2410954204315711	0.7523809523809524	2	156.56386572233862	4982	4150	0.5	313.12773144467724	79	105
1	#	0	1	#	#	1	0.029762181234695106	0.49514563106796117	2	146.57700650062355	4954	4170	0.5	10416.806987473203	51	103
