A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	-5.558383265613459;-1.78226098694654	#	#	0.65323131221912;1.71553117288088	#	0.9805214687442001;1.7504074928558	-5.13168164146275;-2.8588240337772497	#	#	#	-5.048622938866;-3.1222220921940003	#	-5.9671824791308;-2.9072291265292005	#	#	1.07199169739696;2.00185485712304	#	#	-5.3781352525388;-3.2534235198412	#	#	0.49388158695455997;1.8233840739254399	#	1.205436204575375;1.6679188788046249	-7.0774824827465;-3.3517354060135	0.9677118475777701;1.50968575198223	#	0.70079604273684;1.6430442176031599	-7.75654711675285;-3.9169698670871504	0.64966811852774;1.51424130125226	#	#	-6.7138057988722;-4.8255047728677996	0.933032033904655;2.112886220355345	-6.8800030699048005;-4.6567287958952	#	-8.269962807251002;-3.605870588789	1.09080550462258;2.28070421565742	-7.7346931322237005;-4.4034689686163	#	#	#	#	1.0231327175027802;1.65014589323722	#	0.9726379832447001;2.1716917055753	-7.677653435367599;-5.2261050102324	1.17522003801936;2.16500248724064	#	1.28664746705639;1.88549482394361	-9.01772671305775;-4.85285634580225	#	-7.7426910885888;-6.0484966976712	1.2499894440137602;1.91612207450624	-8.26283403922455;-5.84727062011545	1.12140409538441;2.10241522011559	-8.5983892912981;-5.8919718339419	#	-8.8061631890877;-5.5257871400523	0.8016356752259092;2.312333909414091	#	0.9333985800457125;1.9728266300942876	-8.27017210928625;-6.44773474045375	0.9830103572038209;2.077736177816179	-8.200170658141;-6.965151657159	#	-8.639093344059301;-6.7832018312007	0.7780514617550376;2.1956209624249627	-8.8963798894417;-6.6539809592983	#	#	1.1147684850553339;1.790156524484666	-9.504086917464951;-6.553232611935051	0.923576984476771;2.038639752763229	-8.8592237498663;-7.501305442173701	0.9135416911248879;2.006085470655112	#	1.03353398285746;1.89120696124254	forest_path	1.0	1.0	1	1.0	7069	2389	0.5875	1.0	2	2
#	#	#	#	#	#	-6.9034946672677;-5.1072574379923	#	-7.0543139929582495;-5.15002788922175	#	#	0.37021727863943;1.49765412875857	#	0.56184329771048;1.6274002480895202	#	0.3992824819425558;1.4518518607618451	#	#	#	#	#	0.62268939296411;1.73110497459589	-8.5526085564672;-5.140156551832799	#	#	0.5258191974939199;1.41378593201408	#	#	#	#	#	#	-8.5890253862927;-4.7524425893273	#	-8.0702442632072;-4.1724184596824365	#	#	0.38131398308776987;1.59582324826223	#	0.41295968826649987;1.5147177540395	-8.7896459474973;-6.4640743615827	#	-9.1861630542386;-6.2560059080614	0.635890689425985;1.170293279328015	-9.13069239908425;-5.577868679655751	#	#	#	-9.8240747743332;-5.566122246466801	0.49812874333723994;1.33729212419876	#	#	-9.17788487023525;-5.67410503746475	#	-10.1196672411928;-6.4706331684472005	#	#	#	-9.7409925596325;-8.3601673262875	#	-10.504316397249701;-8.2653295701303	0.4091576230145835;1.0420176940934165	#	#	#	#	-11.4070377379485;-8.0344858506515	#	#	#	-11.540667546942501;-8.2430220614375	#	#	-0.13990875742807302;0.9482164172080729	#	#	#	#	-11.567795971282301;-9.8343411391177	#	home	0.07700942647107645	0.5988372093023255	1	46.04842414726444	9964	2414	0.3375	46.04842414726444	103	172
-7.429256201811549;-3.20938078082845	0.16057603992120395;0.836315148576796	-7.20089356632976;-4.07582685295024	#	-7.65064310283825;-4.29484751132175	#	#	0.4969078839119002;1.5117576429681	#	0.5822063237050001;1.412328804517	#	0.7211500008358299;1.17549022401817	-7.4794011421285;-4.9510000308715	#	-7.2861494531996;-5.6286747205404	#	-8.604800499446801;-4.086560931393199	0.647096238876;1.615703696924	-7.688776992699499;-5.6257186776605	0.5387440434738;1.0723985355842	#	0.43435241509713995;1.67427493014286	-8.5046023830994;-4.960902224440599	0.3042018400504399;1.28286339295956	#	0.4740039501720899;1.32497207075391	#	0.51300481820294;0.9400145610670599	-9.2699824160417;-4.791180621878301	0.02139339515881511;1.2160294740071849	#	0.009855114505639972;0.9559918050343601	#	#	#	0.3598397471165299;1.0397557189694702	-9.411593951052401;-4.826090760907599	0.031870648147529934;1.58729479477447	#	#	-9.4969881571817;-4.9086982714583	0.22216850192687;1.38151823441113	-8.8851797266652;-5.518616197014801	#	#	0.100249163429525;1.058185959690475	#	0.3347078245810849;0.9941873718629151	-8.4667948427582;-5.8217031209018	0.1470772858184799;1.2874788033995201	-8.9866136405622;-5.7983936978978	#	#	#	#	0.4598150746956501;1.0843144157823499	#	0.37036087624438;1.33049942385362	-10.381192158584;-7.067211598556	0.15748574199074794;1.350399491665252	#	0.33248504991679606;1.475716146059204	-9.4853590561581;-7.4895806159819	0.3049418088705824;1.4199646261954175	#	#	-10.208186373589;-7.643146910011	#	#	0.4659021374206215;1.2786419844713786	#	0.29764531663700555;1.4915045959449946	#	0.13812401153214948;1.5076608692638507	-10.2625357427304;-8.932573238829601	#	#	#	-11.7472676667802;-9.232058694619798	0.03701119607016501;1.241052108033835	forest_path	0.004115226337448558	0.3333333333333333	1	30.0	7119	2439	0.575	30.0	2	6
#	#	-2.5895487303342097;-1.1749246139627894	#	#	#	#	#	#	#	-4.88988874350615;-2.5616458880338504	#	#	-0.12603285741149994;0.8253572768555	#	#	#	#	#	#	#	-0.09888566394501996;1.06589003200702	#	0.4887773914106467;0.7377370500756	-6.912261592232;-4.244636239948	#	#	-0.14582308583136;0.77389020649136	#	#	-6.460602956481351;-5.399742525908599	#	-6.589939252799599;-4.1686048125927995	#	#	#	-7.94393922141;-4.47007316827	-0.29785515433779;1.00188283119979	#	#	#	#	#	-0.09934272539169503;0.910084388867695	#	#	#	#	#	#	#	#	-9.294031770427999;-5.591924777311999	#	#	-0.2742514329744749;0.969171470481575	#	#	#	0.30140821458594996;0.7532694834020499	#	#	-9.7387685497403;-6.8132234636727995	#	#	#	-10.677335482276499;-8.1252486049805	-0.09317087574702354;1.0473928921250235	#	0.14393475914501996;0.8979276786129826	-10.1487734269381;-8.2581233485819	#	#	0.0007667191937419382;1.2764996825602581	#	#	-10.43730154501095;-8.386873850578251	0.09335703577890397;1.029823132519096	#	0.14066565614027493;1.047819767893725	tram	0.2558354088543162	0.7613636363636364	1	62.38828623485226	9976	2452	0.3	62.38828623485226	67	88
#	#	#	0.19526695913460496;1.0234235666413949	#	0.3973120599484323;0.9863384852831001	-8.8830173367767;-5.2286036634233	#	#	#	-9.17252958016875;-4.69513947349125	#	#	0.5286352388051402;1.6322477945548601	-8.6878822762836;-2.9264902275509765	0.67451174918222;1.4333005669577799	-9.688312832305801;-5.8345202595542	#	#	0.48243821316677493;1.166183031183225	#	0.11968417420475008;1.52868703221125	-9.7781015523287;-5.3812883925112995	0.5936069425263999;1.61431078995688	#	0.16882878694674996;1.09379413540525	#	#	#	#	#	#	-10.2110508939914;-5.230224104948601	#	-9.9429737404378;-4.8375672627221995	#	-9.4308673070846;-6.721251785635399	#	#	#	#	#	-9.1344240530844;-7.082005409205999	0.15492837036274998;1.14456279610725	-9.71743187114555;-6.29380174151445	#	-9.204093613529098;-6.331536839134	#	-9.7074697519222;-5.7720893852578	0.31396597013812;1.00251028263988	-9.8367122082;-6.583426552419999	#	#	#	#	0.481464374973315;1.168413650168685	#	#	#	0.33741241475195;0.78927368356805	-11.2480882512114;-6.31989203173094	#	-11.166622897626699;-8.244469327463769	#	-10.65466360127575;-8.72808695422425	#	#	-0.05617223547894501;1.2526714325709452	-10.809576343331148;-9.43975165526885	-0.2359555410613709;-0.03981096920784566	-10.8400806598542;-8.672198816114701	#	#	#	#	#	-11.22582952318475;-8.948210914646994	#	#	-0.240004320172985;0.469225258106985	home	0.1	1.0	1	36.239999999999995	2454	2454	0.425	36.239999999999995	0	0
#	0.024153846434184056;0.915554372745816	-9.43725178685149;-4.2901673703289	0.19526695913460496;1.0234235666413949	#	#	-7.927569205042399;-4.954486894517601	#	-8.0261062714035;-4.4632483998965	#	#	0.20303128105127;1.26315846847673	#	#	#	#	#	#	#	0.3887288148272;1.1892105529928	-8.1449793720756;-5.8874731560844005	0.1787507031932999;1.52868703221125	#	#	-8.6179093019204;-5.4167588791796	#	#	#	#	#	#	#	#	0.67730185277209;0.7168886311992279	-9.9429737404378;-3.9786721321954	#	-9.4308673070846;-5.793197363610799	#	-9.387865009051001;-4.723772790589	#	#	#	#	#	#	#	#	0.04338012815782;0.76281236155618	-9.7074697519222;-5.8558455241209995	#	-9.3880981256358;-6.583426552419999	#	#	#	#	0.29964704779297;1.42374586174903	#	0.33402830930719996;1.1689313941848	#	0.14422245343137396;0.78927368356805	#	-0.019916577750674402;0.8579215853586744	#	#	-9.99997831951875;-8.698237341781251	#	#	#	#	-0.2359555410613709;0.8602982061233708	#	-0.12134604942094948;0.5040088111689495	#	#	-10.91427110700975;-8.62839805343025	#	-10.992149067401801;-8.562189990478199	#	#	#	car	0.0	0.0	1	34.7744	2459	2459	0.325	34.7744	0	9
-1.905867644075925;0.6124451071559249	0.092520418043752;0.610107820418248	#	#	#	0.09269191614382002;0.57404654050618	#	#	#	#	#	0.09155401347982997;0.5458942366621701	#	#	-5.567099154893601;-1.3596632950663996	-0.04273146810081002;0.6125861472508101	-5.397729416446;-1.411047444634	#	#	#	-5.7127666264806;-1.7953293693194	#	#	-0.11262282649084004;0.6629202909088401	-5.33613676611425;-3.0019645828657504	-0.13688209668015505;0.658588102994155	-6.6903133013813;-1.8807125295987	#	#	#	#	-0.2971956359819801;0.8283807717159801	#	-0.10719977489656507;0.574900683568565	#	#	#	#	#	-0.5982857254720201;1.0323162118720202	#	#	#	-0.1815231347628;0.6101844058328	-6.228454851234;-3.6445830552860006	#	-6.557278533946801;-3.0793739465731997	#	#	#	#	-0.07189844414543003;0.4856490950254301	#	#	#	#	#	#	#	#	#	#	#	#	-8.6472856479615;-6.8769179182385	-0.09103749144276901;0.42751684463676903	#	#	#	#	-8.4845695975976;-7.2534486163424	-0.1261029945681405;0.3855509822781405	#	#	-9.63700163695425;-6.935515300905751	#	#	-0.267333876076216;0.7558420444362159	#	0.11006246246877999;0.70383606288922	train	0.17185520846396685	0.703125	1	39.78142509912249	9726	2482	0.325	39.78142509912249	45	64
#	#	#	-0.02832987700536993;1.08871857032937	-4.543290740643751;-3.0179291081362503	#	-5.3453550386155;-3.1774825205244994	-0.08153106624675;1.23077465667075	-6.06302539793975;-4.035882126220249	#	-6.46076035842045;-4.25191457245955	0.35449848903741;0.84249354356659	#	#	-6.8495283226484;-5.0008065054515995	0.17869759357225495;1.058202814175745	#	0.18631911611831997;0.98057723171768	-7.2039571245969;-5.415973251563099	0.2158130032891249;0.799497604034875	-7.969244026213801;-4.1846012523462	#	#	-0.12054776848584009;1.1166281568898402	-8.5968673546885;-3.9285229881915	#	#	#	#	0.24000745115974498;0.795260839920255	#	-0.037724991211720016;1.0389133118037202	-8.5003673457083;-4.9330184292317	#	-7.5896913076908;-5.6314532066492005	-0.06312173224970513;0.9567522255297052	#	-0.05443587506071995;0.96830876929672	#	0.15602327363728996;0.7509726291547101	#	0.14371088412291;0.77807205850109	#	#	-8.70660141425075;-5.79974564380925	-0.15975178209308488;1.1116916020350849	-8.1968184369068;-6.3594348813132	#	-9.759701445424799;-4.9856334596352	-0.10323219049920007;1.0802033466132	-9.9440736996572;-5.1292109291028005	#	-8.7246166994875;-6.7413450960325	0.019240056241859982;1.06894156954014	#	#	-9.653276590812151;-6.742212983167851	0.09106928217756005;1.17644329251844	#	#	-9.9931781216245;-7.1293577613555	0.14994898857814004;0.96654262867986	-10.0386982008976;-7.2338203930824	#	#	0.321599950240479;1.147445744737521	-10.144672802099;-7.579633338521001	0.209810743867617;1.2942812116803828	#	0.42878157014601753;1.0903140037919825	-10.2894450037486;-7.739265828291401	0.3410372481570355;1.1558935816529643	#	#	-9.7805032985687;-7.8686821992113	0.24292480551273798;0.890380606453262	-8.506597123838976;-8.27765659234135	0.18753887425111193;1.262740689026888	#	#	car	0.1	1.0	1	96.0	2502	2502	0.575	96.0	0	0
#	#	#	#	-4.88897150703495;-2.87549415212505	#	-4.6794731255198;-1.8302692446002	#	-6.44153063021375;-2.44867267076625	0.4914783302566249;1.6501909597233748	-5.58114601651475;-3.4916973000652503	#	-5.186438308760501;-3.6212376208395	0.37702802109851996;1.21425133925348	#	0.2892590681763051;1.341216292819695	#	#	-6.1313244662695;-4.0682661512305005	0.25087311240784993;1.15141506784415	#	0.52806036851676;1.35467537854724	-5.8336781410096;-3.4712113685704002	0.3707750868750399;1.71874288616496	-6.95604396238075;-2.62115276491925	0.09438165298214496;1.2598379920398552	#	#	-7.59680117834985;-4.00018761637015	#	-6.746296217401349;-4.92754909913865	0.58788294987356;1.10988939982044	-7.6476719343993995;-4.0130145478006	0.6919409208934701;1.39067797590653	-7.9459879047688;-3.889637552611201	#	-7.2209908290574;-4.3724206654826	0.69964103223213;1.40277797522787	-6.782383948862;-4.889708845717999	0.6188348783911;1.2798897178549	-7.4645594722986;-5.3275477447014	#	-8.9008011320498;-4.4743935282502	0.7952542734689851;1.329656863371015	#	0.402388620985075;1.5344957438389248	-8.3877847339188;-5.2379843529012	0.5552571933738;1.3546263415942	-8.3758980937298;-5.2146909139502	0.6577237352846399;1.28171701848936	#	#	#	0.39502372924064;1.49634990712736	-8.4664536413778;-6.4464526368222	#	-9.80027590183115;-5.65046182284885	#	#	#	#	-0.3614639063205478;1.1084046458625478	-11.1880532432306;-7.843775856989401	#	-10.9266458932355;-7.9066068248845	0.316789977941325;0.7969328817186749	-10.6882537282905;-7.6957076874495005	#	#	#	-10.6859209554554;-7.959867354104601	#	#	#	#	#	#	0.23213669659648795;0.891131357265512	#	#	metro_station	0.05292214940134466	0.5555555555555556	1	20.00392805646336	9882	2503	0.5375	20.00392805646336	10	18
#	#	#	#	-7.89484820135035;-3.68485009562965	#	-7.3821236912859;-4.7187374547741	#	#	#	-8.257864270108099;-4.3177609762319	1.0514225415145;1.8927933251855	-7.93539297661025;-4.74479157430975	#	#	#	#	0.32141794281088;1.65809623491712	-8.78063717290875;-3.62299138531125	#	-7.1069024102183995;-5.3805741274016	0.62717047343489;1.3974253691451102	#	#	-8.95447386155915;-4.0860575936408505	0.3839790001379;1.4939374182881	-8.098754035932;-5.389119798308	0.83168376172036;1.5543156342596398	-8.250991756863101;-4.986539808753604	#	-8.89733000952255;-5.461918786137449	0.73314313217396;1.7445306289460403	#	#	#	#	-9.9874152240926;-5.888253281387399	0.36051169946965;1.74547840537035	#	0.64580287731637;1.32889287809563	#	0.37387590380129;1.48947658977671	#	0.58094339691076;1.21430942938724	#	#	#	0.49597938193881996;1.21541161533718	-10.8819218904246;-6.172368336875401	0.3319960295515599;1.2141934299444401	#	#	#	#	-10.743609259591;-7.811349736849	0.27575993101476004;0.94189256150724	-11.540718785613901;-7.7005923244661005	0.10970502617422995;0.96548068817377	#	-0.10692968112782808;1.230579674567828	#	0.02767451303608115;1.0848517295340916	-10.9312150719972;-8.5578569269228	#	-11.117275337858501;-8.7220719388215	#	#	#	#	#	-11.252278249878099;-9.3616281715219	0.13953157831743251;0.9922882063945675	#	#	-11.395876290038;-9.733423160162001	#	-11.06972642244625;-10.17635911475375	#	#	#	forest_path	0.0003200000000000001	0.2	1	56.8	7185	2505	0.45	56.8	1	5
#	#	#	#	-7.89484820135035;-3.68485009562965	#	-7.3821236912859;-4.7187374547741	#	#	#	-8.257864270108099;-4.3177609762319	#	-7.93539297661025;-4.74479157430975	#	-7.6900114793228;-4.948803267617199	#	#	#	-8.78063717290875;-3.62299138531125	#	-7.1069024102183995;-5.3805741274016	0.62717047343489;1.3974253691451102	#	0.52574275161076;1.20895930741524	-8.95447386155915;-4.0860575936408505	#	-5.90774123342702;-5.389119798308	0.83168376172036;1.5543156342596398	-8.250991756863101;-5.672287693556901	#	-8.89733000952255;-5.461918786137449	0.73314313217396;1.7445306289460403	#	#	#	#	-9.9874152240926;-5.888253281387399	0.36051169946965;1.74547840537035	#	0.64580287731637;1.32889287809563	#	0.37387590380129;1.48947658977671	#	0.58094339691076;1.21430942938724	#	#	#	0.49597938193881996;1.21541161533718	-10.8819218904246;-6.172368336875401	0.3319960295515599;1.2141934299444401	#	#	#	#	-10.743609259591;-7.811349736849	0.27575993101476004;0.94189256150724	#	#	#	#	#	0.02767451303608115;1.375054019203919	#	#	-11.117275337858501;-8.7220719388215	#	#	#	-11.46882820229075;-9.03849407830925	#	-11.252278249878099;-9.3616281715219	0.13953157831743251;0.9922882063945675	#	#	-11.395876290038;-9.733423160162001	#	-11.06972642244625;-10.17635911475375	#	#	#	forest_path	0.1	1.0	1	10.0	2505	2505	0.4	10.0	0	0
-1.96553094923325;1.43759439026925	0.16617898964280803;0.798785814767192	-2.96303055602413;0.22714171388413007	0.12746685832766508;0.878585641880335	-3.2707180333148;-1.3182551437052	#	-4.973181089320599;-1.1329497715594	#	-5.3535004045795;-1.2992138611405002	-0.005622703059374956;1.291443673209375	#	0.24782965101704996;1.0050633563209501	#	0.22078232046451002;1.11508904667549	#	0.4646191776661501;0.98197518978585	-6.0069178922154;-2.4189041175845993	#	#	0.18759818577992493;1.3049372786360751	#	#	#	0.21744025137131995;1.30689367819468	#	#	#	0.27018232857625996;1.15704871760174	-5.81052269142615;-3.97828559381385	#	-6.90676039353275;-3.2019051526272495	0.45715546045881994;0.93022380572318	-7.5616535864425005;-2.5135183272774997	#	#	0.4052621114573398;1.44513359782066	-6.886944743353;-3.760465295527	0.30799229169349995;1.3733512962324999	#	#	-6.6574188755099;-4.7089670062300995	0.33315547719791994;1.38313259341008	-7.3000532505199995;-4.182864797140001	0.483114731039535;1.215444206090465	#	#	-8.1752195115088;-3.3848980987112003	#	-7.4554461821398;-4.2942390023602	#	-6.5685922939950006;-4.941949466105	#	-8.03063580960775;-3.86576544235225	#	#	0.641220027473095;1.244902723856905	#	0.62359860193314;1.4167565325668598	-7.8695005211777005;-6.0468112131623	#	#	0.49381575392466953;1.0930077592534255	#	0.42855051993229754;1.1278021172377026	#	#	#	#	-9.478991632115601;-6.650966469664401	0.24405650316242605;1.226904690293574	#	#	-9.294614058095;-7.162997872845001	#	#	#	#	#	-9.236845377454399;-8.2851446852856	0.5092956865279399;0.9711195979660601	tram	0.21208362139917689	0.7333333333333333	1	29.5012359168	9669	2513	0.5	29.5012359168	11	15
-8.083146130136676;-3.522958175203325	#	#	#	-7.209513052971101;-4.0787971457431	#	#	0.8138130868320002;1.513709472388	-7.3247781698929995;-4.621920474267	#	-7.17823416214185;-4.730594237158151	#	-7.240547984443751;-5.13354705839625	0.90299578647451;1.79730251268549	#	0.6648143723503749;1.981243092561645	#	0.9011485480408;1.6760345144792002	-7.9167003354959995;-4.607269437802301	0.847746302365725;1.6055202513383	#	1.14134655640173;1.83645463301827	-7.5324246655696;-5.1699578931304	0.6792221091012;1.90647538526656	#	0.9351687075566;1.6751409863234001	#	#	-7.6591739618510495;-5.6912155977489505	#	#	1.13787065516396;2.1492581519360403	#	#	#	#	#	#	-9.822950248818;-4.956071412162	#	-8.951482065363699;-5.5113261577553	#	#	1.0822836462860843;1.8965694717356851	-9.5380237807471;-5.2746353174328995	#	-8.837462560970799;-5.2924721528096	0.7113283061164349;1.970334714563565	#	#	-9.4149993024226;-5.0555965236774	1.0173379633518698;1.8447942172145	-9.7307467762205;-5.3675492486195004	0.90140759900768;2.0715666630123204	-8.910565800711;-5.978306277969001	0.8145349342931851;2.00374686240537	-10.00237507609285;-6.71968632704715	0.8124440408685899;1.9186906283314098	-11.456694120002748;-7.202229222320501	0.90766749571712;1.460600310503338	-10.2342053392076;-7.284040175305501	0.7411007902031266;1.3331311792768734	#	0.8565224636330899;1.38568583456691	-10.385986097105;-7.261807750535	#	#	0.4748202447510439;1.521895179190956	-11.003032646275601;-8.48706935119585	#	#	#	#	0.2839297820683344;1.7724773011565924	-11.2415602846046;-8.4153899638154	#	-11.25752510161105;-8.64889256314895	#	-11.1785653694671;-10.260853987732899	#	home	1.0	1.0	1	23.7269099225088	9975	2534	0.5375	23.7269099225088	18	18
-8.083146130136676;-3.522958175203325	#	#	#	-7.209513052971101;-4.0787971457431	0.63262900484924;1.09738519388876	#	0.8138130868320002;1.513709472388	-7.3247781698929995;-4.621920474267	#	-7.17823416214185;-4.730594237158151	#	-7.240547984443751;-5.13354705839625	0.90299578647451;1.79730251268549	#	0.6648143723503749;1.981243092561645	#	0.9011485480408;1.6760345144792002	-7.9167003354959995;-4.607269437802301	0.847746302365725;1.6055202513383	#	1.14134655640173;1.83645463301827	-7.5324246655696;-5.1699578931304	0.6792221091012;1.90647538526656	#	#	#	#	-7.6591739618510495;-5.6912155977489505	#	#	1.13787065516396;2.1492581519360403	#	#	#	#	#	#	-9.822950248818;-4.956071412162	1.13509172549031;2.3029552752096905	-8.951482065363699;-5.5113261577553	#	#	#	-9.5380237807471;-5.2746353174328995	#	-8.837462560970799;-5.2924721528096	0.7113283061164349;1.970334714563565	#	#	#	1.0173379633518698;1.8447942172145	-9.7307467762205;-5.3675492486195004	0.90140759900768;1.2457659307341462	-8.910565800711;-5.978306277969001	0.8145349342931851;2.00374686240537	-10.00237507609285;-6.71968632704715	0.11951160097239089;1.9186906283314098	-10.2400447356795;-7.202229222320501	0.90766749571712;1.460600310503338	-10.2342053392076;-7.284040175305501	0.7411007902031266;1.3331311792768734	-9.580372730419;-7.2938874456742	0.8565224636330899;1.38568583456691	-10.385986097105;-7.261807750535	#	#	0.4748202447510439;1.521895179190956	-11.003032646275601;-8.48706935119585	#	#	#	#	0.2839297820683344;1.7724773011565924	-11.2415602846046;-8.4153899638154	#	-11.25752510161105;-8.64889256314895	#	-11.1785653694671;-10.260853987732899	#	home	0.1	1.0	1	1.0	2534	2534	0.5375	1.0	0	0
-6.1077963138613;-2.5685459607786996	0.047852120859411984;0.637326662452588	#	-2.671892015498889e-05;0.519978592770155	#	#	-8.6744586685445;-4.6484097063755	#	#	-0.003003500586499952;0.7579421068245	#	#	#	#	-9.540013809934;-5.396326978286	#	-8.9014287791779;-6.9745324928020995	#	#	-0.14202215665297502;1.042023747716975	-10.1702924673338;-6.3856496934662	0.09540621204147004;1.414299249960671	-10.0245127443499;-6.152692200630101	#	-8.79867593732295;-6.86464755691705	#	#	0.17022668109353;0.77789439209247	-10.608752485084949;-7.1478601895950495	#	-8.96663719066135;-7.147890072398651	0.441531217562335;0.8454032669076801	-11.1319096533425;-6.0837743941774995	-0.10668660955697001;0.8582359902229699	#	0.059078234944304975;0.639006563877695	-11.3135185961724;-6.728015406027598	#	#	-0.38571094941634004;0.8923284068803401	-10.5927774808866;-7.198700031173399	#	#	#	#	#	#	#	-11.6465354684038;-7.1950396438162	#	#	#	#	0.06643134151479996;0.5826779873992001	-12.2206513483832;-8.0503266938168	#	-10.533174447365713;-8.09206220047505	#	#	#	-11.175297497545401;-9.8214915090546	#	#	#	#	#	#	#	#	#	#	-0.542534510116699;0.708175211063099	#	#	-11.63768662565525;-8.865509376149575	#	#	#	#	#	office	0.10227531488595103	0.6338028169014085	1	59.74330985156333	9543	2536	0.3625	59.74330985156333	45	71
#	#	-8.36443079380405;-4.13256961943595	0.3375568367057151;1.666459299914285	-8.513789948690501;-4.2427773776694995	#	#	#	-9.00556945184975;-4.521282820470249	#	#	0.79790214873753;1.7570648421224702	#	#	#	1.111984101666135;1.577604512573865	#	#	-9.7011955778016;-5.3000045057184	#	-9.5062577256876;-5.256834260292399	0.7924414981039801;1.9572171940560201	-9.7148765948953;-4.9243189730047	#	-8.44164585083425;-6.10747366758575	#	-9.444063983300401;-4.8376857793395995	#	#	#	-9.10902578395285;-5.26944853428715	1.0587730754157199;1.6134049284842802	#	#	-9.0112372132898;-6.0039429866902	0.7587423164805199;1.8786039171794804	#	#	#	#	-9.4647086060663;-6.5106041590937	#	#	#	#	0.6895074282584601;1.59519312654154	-8.5465420846968;-6.7091585291032	#	-8.653946747535999;-6.718513780324	#	-8.8820074788386;-6.4745760935614	#	#	#	#	#	#	#	#	#	#	0.6590503657116831;1.434814323808317	#	0.2992616321187125;1.3386896821672876	-10.750569309010501;-8.7719230228495	#	-11.025924508677;-8.080879198643	#	#	0.523861105599416;1.128690759218584	#	0.17150103539289496;1.498011345735105	#	0.10405123190770493;1.417305753020295	#	#	-11.6227252924772;-9.0498274463228	0.10065811213145598;1.071808138380544	#	0.02603949686406498;0.9002061863719351	home	0.8337362106376808	0.9642857142857143	1	34.23346964347983	9975	2554	0.3875	34.23346964347983	27	28
#	0.27435902557426;1.06511755697974	-8.36443079380405;-4.13256961943595	0.3375568367057151;1.666459299914285	-8.513789948690501;-4.2427773776694995	#	#	0.8369868406884999;2.0618055154115	-9.00556945184975;-4.521282820470249	0.9676564626998749;1.676719415060125	#	0.79790214873753;1.7570648421224702	-8.171749841799;-6.486149100961	0.76510683203048;1.4613328597493924	-8.5012301386072;-6.461261236872801	1.111984101666135;1.577604512573865	#	#	-8.89029142616185;-5.52062951159815	#	-8.5012439109626;-5.9117514867373995	0.7924414981039801;1.9572171940560201	-9.7148765948953;-4.9243189730047	0.7330360136707199;1.91481600208928	#	#	-9.444063983300401;-4.8376857793395995	#	#	#	-9.10902578395285;-5.26944853428715	1.0587730754157199;1.6134049284842802	-8.774198814284;-6.081860009395999	0.7410658142402051;1.789171396759795	#	0.7587423164805199;1.8786039171794804	#	#	-8.907315852741;-6.947045210199001	0.5355699142320898;2.01192572236791	#	0.6097872253369301;2.07538028338307	#	#	#	#	#	#	-8.653946747535999;-6.718513780324	#	-8.8820074788386;-6.4745760935614	#	#	#	#	#	#	#	#	#	#	0.6590503657116831;1.434814323808317	#	#	#	0.365278664578086;1.5560330659459138	-11.025924508677;-8.080879198643	#	#	0.523861105599416;1.0329959733929535	#	0.17150103539289496;1.498011345735105	#	0.10405123190770493;1.417305753020295	#	#	-11.6227252924772;-9.0498274463228	#	#	0.02603949686406498;0.9002061863719351	home	1.0	1.0	1	38.5191552	9515	2554	0.45	38.5191552	11	11
