A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	-5.73779783923405;-1.5059366648659496	-0.021757323417984975;0.921956020019985	#	#	-7.3074157324062;-2.7239138370138005	0.08552686392950004;0.9603973458745	#	-0.04057555410562508;1.1527255120616249	-6.73301136909475;-4.64356265264525	0.28984571723673;0.91246009715327	#	-0.03987696456056988;1.31109702609857	-8.3534079555344;-4.2734701520656	0.19254455773331502;1.2789921831846849	-8.4278199483711;-4.3746932770289	0.1502721084477201;1.33197320726628	-8.85178669823355;-4.24428979464645	#	#	0.51629758120373;1.2114056578202699	#	0.4559729101211599;1.2315160275208399	-8.5050722395275;-5.1705405491725	0.261935282015485;1.353394393196515	-8.9206190294977;-4.9239085290023	0.22400701717278004;1.24226101938722	#	#	#	#	#	0.485183230847365;1.134010496216635	-7.776598660115001;-6.028171784185	#	#	0.10941713508314;1.68614846180086	-8.550866319733;-6.049831362007	0.6526685620958299;1.29168824024417	#	0.41689419564345;1.61999297463655	#	0.730397424154535;1.4627268992054652	#	0.7174333123312999;1.7624552718886999	-9.1087589612484;-6.5495461516716	#	-9.3947791224;-6.16905751038	#	-10.2183680799838;-5.5987024487762005	0.9827722744954901;1.78811871996451	#	0.72867337460872;1.96766532473128	#	#	#	#	-10.2505821784136;-7.820329767726401	0.6284163113674599;1.8936278640525401	#	0.5130924521924387;1.7583977533475614	#	#	#	0.6264707844204619;1.663579456579538	#	#	#	#	-10.9640315526748;-9.029412867845199	#	-11.2145156598875;-8.8697378561125	0.333030906646186;1.158505177059814	-10.97043293676145;-9.26641847863855	#	#	#	-11.2208120218958;-9.657303741904201	#	train	0.001903968584518355	0.2857142857142857	1	15.18510848	3429	324	0.5125	15.18510848	4	14
-3.8393770996867254;0.8569358688267252	#	#	#	-4.03864416827615;-1.5370510909638497	0.08734835317498002;0.60189984818302	#	-0.012926514062999994;0.6869698714929999	-4.87800453136475;-1.62228957981525	#	-5.2283151433724;-1.4076089190076	-0.28400900623212005;0.92756492225412	-4.701415912477;-2.052614748303	0.03428977232690006;0.6051238528870999	-5.97640102036;-1.19522390692	-0.23717036193868002;0.86652246391668	-5.0213935741962;-0.9018222033238001	0.046183695895039956;0.56923172324096	#	#	-4.4706362129534005;-1.0843768889666	-0.15569151748979;0.7648570164077899	#	-0.28787111844372004;0.83851293301772	#	-0.3330834761450251;0.8693714768510251	-5.5877039990001;-1.0490666509798996	#	#	#	#	#	-5.7285613472827;-2.9005320659970795	0.02748333256687499;0.44339824626512503	-6.3083399336576;-1.6924929812023999	-0.2969204909654802;0.8229411097334802	#	-0.24860826949749998;0.8167507350415	-6.6065897324;-2.5508573685200004	#	#	#	#	-0.22012024444335998;0.72992880427136	-6.12308048290115;-2.384103969960983	-0.12023222965344502;0.593866109377445	-6.1903663860456;-4.4842245129944	-0.42988238434932;0.84910825280332	-6.3807026848956;-4.5742985821644	#	#	#	-7.94186102415925;-3.90920876380075	-0.3770642204095801;0.7758866220655801	-8.6718465288698;-4.045392615210201	#	-8.4074239146194;-5.1866726891406	-0.06961301423403998;0.59830945366804	-8.7015256666064;-5.6084771439136	#	-8.3254789054723;-6.3989088449277	-0.0322797546067739;0.7026545214847739	-8.8528389601428;-5.8322013209572	0.034804299547427475;0.6584611295765725	#	0.02339275464394902;0.657181387630051	#	#	#	-0.16664355315257157;0.9107092673565715	#	#	-9.347549349975;-8.068579638825	-0.326374374859369;1.0619232617453689	-9.767399552973151;-8.64524369030685	0.15658540034381996;0.8759807347221801	#	#	#	0.089167277967595;0.7324220117564051	city_center	0.07204491900081343	0.5909090909090909	1	89.98866995651169	4931	327	0.5875	89.98866995651169	52	88
#	#	-3.8606244633329503;-1.5819299848270498	#	-4.03864416827615;-1.5370510909638497	0.08734835317498002;0.60189984818302	#	-0.012926514062999994;0.6869698714929999	-4.87800453136475;-1.62228957981525	#	-5.2283151433724;-1.4076089190076	-0.28400900623212005;0.92756492225412	-4.701415912477;-2.052614748303	0.03428977232690006;0.6051238528870999	#	-0.23717036193868002;0.86652246391668	-5.0213935741962;-0.9018222033238001	0.046183695895039956;0.56923172324096	#	#	-4.4706362129534005;-1.0843768889666	-0.15569151748979;0.7648570164077899	#	-0.28787111844372004;0.83851293301772	#	-0.3330834761450251;0.8693714768510251	-5.5877039990001;-1.0490666509798996	#	#	#	#	#	-7.684944939830858;-4.226778746871113	0.02748333256687499;0.44339824626512503	-6.3083399336576;-1.6924929812023999	-0.2969204909654802;0.8229411097334802	#	-0.24860826949749998;0.8167507350415	-6.6065897324;-2.5508573685200004	#	#	#	#	-0.22012024444335998;0.72992880427136	-6.12308048290115;-4.24977343083885	#	#	-0.42988238434932;0.84910825280332	-6.3807026848956;-4.5742985821644	#	#	#	-7.94186102415925;-3.90920876380075	-0.3770642204095801;0.7758866220655801	-8.6718465288698;-4.045392615210201	#	-8.4074239146194;-5.1866726891406	-0.06961301423403998;0.59830945366804	-8.7015256666064;-5.6084771439136	#	-8.3254789054723;-6.3989088449277	-0.0322797546067739;0.7026545214847739	-8.8528389601428;-5.8322013209572	0.034804299547427475;0.6584611295765725	#	0.02339275464394902;0.657181387630051	#	-0.023383516793831993;0.574945017171832	#	-0.16664355315257157;0.9107092673565715	#	#	#	-0.326374374859369;1.0619232617453689	-9.767399552973151;-8.64524369030685	#	#	-0.12993673288866403;0.9279231171326641	-10.6300262600485;-9.1005072904915	0.089167277967595;0.7324220117564051	city_center	0.0972521051799771	0.6274509803921569	1	98.52992493949486	4931	327	0.5625	98.52992493949486	32	51
#	#	#	0.4462136180013051;1.6595593452786952	-6.916121799845699;-4.5975721184343	#	-6.9034946672677;-5.1072574379923	#	-7.0543139929582495;-5.15002788922175	#	#	0.37021727863943;1.49765412875857	#	0.56184329771048;1.6274002480895202	#	0.917250648238155;1.4518518607618451	-9.2164883684172;-4.4324700022428	#	#	#	#	0.62268939296411;1.73110497459589	-8.5526085564672;-5.140156551832799	#	#	#	#	#	#	#	-8.3570436159021;-5.5278814319378995	#	-8.5890253862927;-4.7524425893273	0.434421139560925;1.349433949697075	-8.0702442632072;-4.4335163612728	#	#	0.38131398308776987;1.59582324826223	-8.985920376683001;-5.132974630997	0.41295968826649987;1.5147177540395	-8.7896459474973;-6.4640743615827	0.66684281909454;1.23558042370946	-9.1861630542386;-6.2560059080614	0.635890689425985;1.170293279328015	-8.65955921107245;-6.915445748807549	0.68116530151349;1.34301254256651	#	#	-9.8240747743332;-5.566122246466801	0.49812874333723994;1.33729212419876	-10.3515485989872;-5.5366858284328	#	#	#	-10.1196672411928;-6.4706331684472005	0.6839064550500951;1.2875891514339048	-10.667434872734251;-6.64149584088575	0.55673550443714;1.34989343507086	-9.7409925596325;-8.3601673262875	#	-10.504316397249701;-8.2653295701303	0.4091576230145835;1.0420176940934165	#	#	-11.377809395972502;-7.7329346583075	#	-11.4070377379485;-8.0344858506515	#	#	#	-11.540667546942501;-8.2430220614375	#	#	-0.13990875742807302;0.9482164172080729	#	#	-10.86039360440945;-8.82351614287055	#	#	#	home	0.8719746985306883	0.972972972972973	1	59.7819972207119	4605	331	0.475	59.7819972207119	36	37
#	#	-3.3189997282411;-1.3658330323788999	-0.002554777224214988;0.594488358420215	#	#	-4.7009132461615994;-2.7188583724784	0.09008580972375002;0.52752105069625	-5.42832317026125;-3.2783227305587497	-0.07250124776100003;0.619267486249	-6.19752200463895;-3.3916908711210496	0.0034394338168599603;0.57557156671314	-6.745553090148;-3.3743516084719993	-0.05871916586811998;0.62628173080412	-6.4989852295332;-3.8215260460067997	#	-7.3510855228615;-3.0321800533984993	-0.21821546167244005;0.80850844385844	#	-0.22430534479720005;0.9764172624512	-7.4871716237044;-3.1049536750155995	#	#	-0.11671419260884003;0.6588289247908401	#	-0.3162576748626101;0.9046965851026101	-7.2872287320411;-4.780817062238899	0.10281359489101002;0.57909369270099	-7.2231239201984;-5.051583656361601	-0.04999311482907498;0.707170597117075	-7.38465332624175;-5.02701817293825	#	#	#	#	#	-8.4162490562214;-4.8729056820186	#	#	-0.15250146635358003;0.8611159541575801	-8.1485051034873;-5.8229335175727	-0.13132633688903;0.80927816305103	-8.8148003516004;-5.1988617456796	#	-9.16072408635775;-4.961932417942251	0.06377413343278004;0.69078730916722	#	#	-8.867897319450599;-5.4486324107094	#	-9.0889584145212;-5.5754099062788	#	#	#	#	#	-9.400883231224899;-6.7995072414151	-0.32692528833405;1.0297922245920499	-10.2999894585899;-6.3784457958901	#	-9.300310128557;-7.738226295683	-0.1323521863025749;0.8883898638245749	#	-0.030498292928495097;0.8388415307484951	#	#	-10.365122251319502;-7.657580595320501	0.08711341097881953;0.8911173784951805	#	#	#	0.16892684145244752;0.8321819966235525	#	-0.09178978918766556;1.0901392798136655	-10.8252014374515;-7.9159084601685	0.09402435075744298;0.10709136682280163	-10.60852933368025;-8.285774333679749	#	-10.724384345672899;-8.2431646839471	-0.087994928340835;1.116045983622835	train	0.0	0.0	1	64.0	339	339	0.575	64.0	0	1
-6.29140718757105;-3.4327819023889496	#	-7.067742192747909;-4.26820326201209	#	#	#	-7.9137367647207;-5.4981073874193	#	#	-0.23428899136737502;1.0627773849013749	-8.17803983812905;-6.2079881911909505	#	-8.98136960122175;-5.91116825183825	#	#	-0.04310011965469496;1.008857104988695	#	-0.06009873505882449;1.0086480544644	#	#	#	#	-9.7479248097616;-6.0729764970783995	#	#	#	-9.1085350619196;-6.940827671820401	#	-9.75094676569495;-6.2900544702050505	#	#	#	#	0.09823497455820507;1.146340557077795	#	0.10396375791738488;1.7066034759136082	#	#	#	-0.19848394480002007;1.4321179925440202	-10.8597844851956;-6.837174174424401	-0.025907464750020037;1.33031297702402	-10.3169329370672;-7.5738070980928	#	-10.72162525729295;-7.03960794806705	0.07996494496013995;1.2643231657918599	#	#	#	0.40056259849711995;1.08910691099888	-10.9283839317026;-6.5689811529574005	0.39856281849530995;1.2452090816806902	#	0.39976134418821996;1.20854775607378	-10.9533402506966;-7.239144855223399	0.012890895270515124;1.5325059585814849	-10.210611146403151;-8.53829801009685	-0.030787618955020024;1.34680247109302	#	#	#	-0.0906305302449324;1.0321857248949324	-11.5536124587289;-8.694794693071099	#	#	#	-12.1545271680485;-8.7819752807515	-0.19021575871888846;0.7633703422888884	#	#	#	#	#	-0.3277860014225915;0.7790999520865916	#	#	-12.411224900161221;-10.2947714005999	-0.074311358243288;0.5673413376712879	#	-0.42330770067422996;0.79722692241223	office	0.03631318184856185	0.5152439024390244	1	113.68172102363846	4972	340	0.4375	113.68172102363846	169	328
#	#	-7.22059303346287;-3.9002096504971293	-0.215576976294045;0.805174191098045	#	#	-8.0063575302024;-5.0332752196776	-0.26926602312670006;0.8855630130407	#	0.019154832903999996;0.572569820112	#	#	#	#	#	#	#	#	-8.695571380359;-4.569454750281	#	-8.5100517483824;-6.1197510490976	#	-9.6318163502348;-5.169379113405199	-0.13911613251888;0.67335760951888	-9.71888091953495;-5.117227186845049	#	-9.4005657228156;-5.8780412139044	#	#	-0.16499689540301493;-0.1547937935878908	#	#	#	-0.4797790387968561;0.47726707895909004	-9.325121943362399;-6.9472613920976	-0.1003060613784251;0.5996074390584251	#	-0.45836210862374005;0.94791177736774	#	#	-10.4857247257737;-7.154500562166301	-0.11940694055613998;0.62432685009414	#	-0.4039756696618151;0.9221344608358151	#	#	#	#	-11.3714770992548;-6.597409113465201	-0.014857975773999998;0.523067268368	-10.1444020058118;-8.1273648992282	#	-11.66355640198175;-6.96981360713825	-0.19541769951192;0.49959976909575604	-10.227441119974;-8.272601438146001	#	#	0.061543243363989975;0.75033828838801	#	#	#	#	#	#	#	-0.24212222979570902;0.6605464293057091	#	#	-11.7506077102825;-9.5412130521175	-0.249746963421782;0.430686396899782	#	#	-11.590929493605;-9.800371897995	#	#	#	-11.979095605923352;-9.44193245207665	-0.150763359562324;0.300127724053324	#	-0.537516434458325;0.6995118997509251	cafe/restaurant	0.0008416533573215766	0.38461538461538464	1	31.063407104	353	353	0.4125	31.063407104	0	0
-7.896568466666375;-4.153130593213625	0.16652483515137206;1.1873222120566278	-8.33135665271716;-3.9041788087628397	#	-6.885462549556901;-4.0787971457431	#	#	0.8138130868320002;1.513709472388	-7.3247781698929995;-4.621920474267	1.033823546824;1.8639460276359998	-7.17823416214185;-4.730594237158151	0.7533161801601701;1.98171752431983	-7.240547984443751;-5.13354705839625	0.9627508544705301;1.74289076456947	#	0.756833863878355;1.981243092561645	#	#	-8.5958488468777;-4.607269437802301	0.847746302365725;1.831671772194275	#	1.0755032280186998;1.6391043712213	#	0.6792221091012;1.8794674098388002	#	0.9491562165895249;1.596631960510475	-8.4531563424456;-4.9306318335344	#	#	#	#	#	#	#	-9.590995654815;-4.345715027024999	#	#	0.7406087434351101;1.8272749280648901	-9.140966219365001;-5.423211552475	#	#	0.84515360591439;1.7420090593456101	#	#	#	#	-9.1641017878104;-5.2924721528096	0.7113283061164349;1.970334714563565	#	0.6764460214910799;2.03201763672892	#	0.8122987743054999;1.8447942172145	-9.7307467762205;-5.3675492486195004	#	#	0.62984831201463;2.00374686240537	#	#	#	0.90766749571712;1.63064552582288	-10.1478605355745;-7.284040175305501	#	-9.580372730419;-7.962173995141001	#	#	0.572375153918274;1.686306690681726	#	0.4748202447510439;1.521895179190956	-11.003032646275601;-8.1750074838244	#	#	#	#	0.2839297820683344;1.4658588510696655	#	#	#	#	#	-0.065735529448255;1.072330538024255	home	1.0	1.0	1	21.2288	4183	358	0.45	21.2288	8	8
-3.8655108993914995;0.21823950801149983	#	-4.43796066487799;-2.68011063860201	-0.00620323099547998;0.61009936063748	-5.8809119916975;-2.8301887266825005	#	#	#	#	0.18949204675125003;0.70831859725875	#	#	-6.05508800932225;-3.82768703035775	-0.3590047804112499;1.0680804209892498	-6.855670462660799;-3.7957171100591998	#	-6.0804112921287;-3.6219574095112996	#	-7.6914433499087504;-2.5337975623112503	#	-6.294655369025;-4.634724327855	#	-6.4730152336286;-4.7667892313114	-0.11227174982648003;0.79252855380648	#	#	-7.2657243164735;-4.2173857991465	#	-7.374447637304749;-3.64211280883525	-0.026085028669869947;0.6806011024798699	#	0.04115771107546001;0.64472766882654	-7.5147086168162;-4.6877528716837995	0.048314959029365;0.697142224398635	#	0.11114876785821493;0.6510820396237851	-8.839185979416602;-4.045250826083399	-0.17339293469849998;0.8919660698405001	-8.355899179567;-4.773335591473	0.08992007329801993;0.6628342674999801	-8.6533234956617;-4.0650336099383	-0.1175879420663899;1.17300892994439	-8.2525925118476;-5.0107165203324	-0.02932443816881003;1.11865149569481	-8.924160204815799;-4.5315781517042	0.19352625751923;0.64636910666077	#	#	#	#	-8.8403878919578;-5.5220365230622	-0.32429275855375006;1.22445040580975	#	#	-9.8093522374918;-5.8345115511082	#	#	-0.11969767592249997;0.9239311801745	-9.546831896784301;-6.950880458095701	#	#	-0.1720894002765614;1.0732159008785613	-9.388633189182901;-7.6086145803771	#	-10.1935183189055;-7.1734792505545	-0.1393082689433669;1.032240416273367	#	0.16432954523295445;0.7813558458850456	-10.63428314290045;-7.408566941979551	-0.18078065723716552;1.1233832833791655	-9.7952456415844;-8.388250234435601	-0.012931896227376505;0.9535256155933765	-10.1741147008825;-8.2556601341575	#	-10.493316931693201;-8.1658825498668	0.17093150872554946;0.8723419597444506	-9.88500116892625;-8.99163386123375	0.23731749798816;0.84428626439384	-10.1876064202501;-8.9300019341699	#	bus	0.035056707593318304	0.5116279069767442	1	71.46488853278862	4981	359	0.625	71.46488853278862	88	172
#	-0.16089114000476;0.84552880905676	-4.8044665099511;-2.8512998140889	#	#	#	#	#	-6.702303566103;-3.9994458704770004	-0.03195741675449998;0.5906344438544999	#	#	#	#	#	-0.16647197433570993;0.8337496490957099	#	-0.23642528439388;0.84841506861988	-8.1630376092155;-3.3492348741245	#	-7.0754804065466;-3.8220155658534	#	-6.6878155558608;-4.8503413995192	#	#	#	-7.989800254818;-3.925348898382	#	#	#	#	-0.020852005655380035;0.61534335521738	-7.0136504038075005;-5.3309386507525	#	-8.008887556535601;-4.7917821048244	-0.8134814943569396;0.674494869449975	-7.3660231856878005;-5.4901355169922	#	-8.829070390475;-4.435360329605	-0.44630802979245016;0.9859774557124501	-8.1038955166241;-6.2811502195559	-0.26335377762691997;0.87412143160292	#	-0.2107690731909201;0.89762148364292	#	-0.17468382269167002;0.62649967963567	#	-0.37830159675036007;1.06056287004636	-9.6455845791046;-4.9360310255554	-0.36471266071944014;1.05540998381544	-9.6843839422782;-5.1948497373018	#	-9.65002630528775;-5.48515593803225	-0.3216598609008401;0.8140827600448401	#	#	#	#	#	#	#	#	-11.5238016776293;-8.2334642492307	#	#	#	#	-0.4120854133140235;0.7284783545580236	#	-0.435150001707569;-0.1570236536483871	#	-0.5443162054590094;0.8390445467550094	-11.260322251685;-9.810823245715	#	#	#	-11.7675857369541;-9.4090960446459	-0.13343672479072;0.38682221784272	#	-0.06325182254885;0.43155951113485	park	0.05020576131687243	0.6666666666666666	1	52.0	361	361	0.4375	52.0	0	0
-6.29140718757105;-3.4327819023889496	#	-7.067742192747909;-4.26820326201209	#	#	#	-7.9137367647207;-5.4981073874193	#	#	-0.23428899136737502;1.0627773849013749	-8.17803983812905;-6.2079881911909505	#	-8.98136960122175;-5.91116825183825	#	#	-0.04310011965469496;1.008857104988695	#	-0.06009873505882449;1.0086480544644	#	#	#	#	-9.7479248097616;-6.0729764970783995	#	#	#	-9.1085350619196;-6.940827671820401	#	-9.75094676569495;-6.2900544702050505	#	#	#	#	0.09823497455820507;1.146340557077795	#	0.10396375791738488;1.7066034759136082	#	#	#	-0.19848394480002007;1.4321179925440202	-10.8597844851956;-6.837174174424401	-0.025907464750020037;1.33031297702402	-10.3169329370672;-7.5738070980928	#	-10.72162525729295;-7.03960794806705	0.07996494496013995;1.2643231657918599	#	#	#	#	-10.9283839317026;-6.5689811529574005	0.39856281849530995;1.2452090816806902	#	0.39976134418821996;1.20854775607378	-10.70556505052158;-7.239144855223399	0.012890895270515124;1.5325059585814849	-10.210611146403151;-8.53829801009685	-0.030787618955020024;1.34680247109302	#	#	#	-0.0906305302449324;1.0321857248949324	#	#	#	#	-12.1545271680485;-8.7819752807515	-0.19021575871888846;0.7633703422888884	#	#	#	#	#	-0.3277860014225915;0.7790999520865916	#	#	-12.411224900161221;-10.2947714005999	-0.074311358243288;0.7732308667762648	#	-0.42330770067422996;0.79722692241223	office	0.03662616470883121	0.5161290322580645	1	112.27664529629253	4972	365	0.4125	112.27664529629253	176	341
#	-0.10512122699647602;0.714392160096476	#	0.03116694436205003;0.60895062401795	#	#	#	-0.03393552746680001;0.7359504966448001	#	0.07907600256074998;0.66707942646925	-8.44457239807465;-5.519344195045351	#	-9.00790471779275;-5.21530305090725	0.40772694396525005;0.8834220110987501	-9.302407629432;-4.839975656887999	0.35340996398217;0.9397467777178301	-8.4270540010003;-4.9054849258996995	0.12557313049747998;1.0748084393845199	-8.40794649988275;-6.00104513233725	#	#	#	-9.027660827716;-5.090216206984	#	#	0.09394567760746497;1.407396472418535	#	0.18745047111178004;1.2057044733262199	#	#	#	0.1930266469410199;1.31860305463898	-9.2326159549081;-4.453714576231899	0.41418470001533;1.04637536883667	-7.830089526228;-5.731977275112	#	#	#	#	0.1517686241953098;1.3196321739146901	#	#	-8.670183180402601;-6.9869014155774005	0.29640796509519496;1.266249702324805	#	0.3288828798333;1.3739048393907	#	0.36493677676876;1.32417975463324	#	#	-9.4993400839766;-6.4412515675434	0.2140552006195;1.2465506435285	#	0.3886455991463999;1.0769744603256	#	#	#	#	-10.416459143433901;-8.7042358540861	0.382149903763662;0.906308975590338	-11.4965607241719;-8.320323597328102	-0.03791894784574679;1.146141830301747	#	-0.03627974874848261;1.1165404522144824	-11.50661619371125;-8.64278604268875	0.572646399863778;1.071995019792222	-10.9934059342085;-9.520883279191501	0.15892368235703297;0.9442298831869669	#	#	#	-0.1265210372473914;1.0294379474793915	#	#	#	#	#	-0.20511750837556003;0.92211020066356	-11.9498744562304;-10.3183875553696	#	office	0.04158799090330928	0.5294117647058824	1	53.24630998710296	4673	379	0.4875	53.24630998710296	18	34
-5.23099675991155;-1.01112133892845	-0.076116383848288;0.872793853838288	#	#	-6.29891605813825;-2.9431204666217496	-0.10216268934424;1.09292465390024	#	#	-6.50760968384;-4.05046632418	#	-7.0906284460996005;-3.7475104997804003	#	#	#	-7.1901496712312;-4.1939453468088	0.02293199161130499;1.0748892162546948	#	-0.06799798435899995;1.384913202713	-8.20151757941745;-3.1814090128225505	0.10225744440559992;1.1695664286264	#	#	#	0.21364617660411994;1.02611991864188	#	#	-8.369593858621002;-3.627733942779	0.45559314429894004;0.88260288716306	-7.1221879290535;-5.0863689317065	#	-8.1235600113328;-4.3513437660472	0.41402050355161996;1.05021586442438	#	0.250950993446205;1.2990565759657948	-8.604522380319;-4.058612502901	0.29796107732624993;1.29783750652175	-8.4220458559926;-4.3228839132874	#	#	#	#	#	-8.7711771092186;-5.841019963041401	#	#	#	#	#	-9.5334056293038;-5.0819098047162	#	-9.1650920269346;-5.4563463793453995	#	#	#	#	#	-9.51638946793765;-7.224701095962349	#	#	#	-10.1718853819023;-8.245315321357701	#	-10.7620357654563;-8.011097915483699	#	#	#	-10.423656493465;-8.998634569255	#	-11.30490415681735;-8.69781846018265	-0.007051577256381003;0.711183636416381	-10.973012722821199;-9.3901428897788	#	#	#	-11.58730522978355;-9.13518686321645	0.5750115382521415;0.729952520893016	-11.73067395832335;-9.193510804476649	-0.330570748982352;0.935392678092352	-11.2937621212882;-10.1381255665118	#	residential_area	0.0	0.0	1	21.0	389	389	0.45	21.0	0	3
#	0.37460460216428;0.94970171591372	#	-0.057022994834224905;1.194841644420225	#	-0.18417144621865994;1.02751433234866	-4.2982490135789;-1.0154706290411	#	#	#	-3.9464588640175498;-1.37942186952245	#	-4.10483754085475;-1.27543629730525	#	-4.879377959602;-0.4169459870579999	0.385061971215145;0.8851727829308549	#	#	#	-0.013046787621600053;0.9208485735716001	#	-0.04815397019807999;0.8536078589260799	-3.7992365044040004;-1.174273423916	-0.19127033308924007;0.9535790306912402	-4.14393484124685;-1.00947505231315	#	-3.8925806060608004;-1.4539097921992001	#	#	-0.1957193009643899;1.04939435868039	-4.877793902763051;-0.76877263557695	#	-4.6016711909061;-1.1689392146739	0.22280960444990996;0.65536111469609	-5.3985354784392;-0.3630660757608002	#	-3.8387480243264003;-2.0323376766936	#	#	0.19926485068901995;0.77217904489098	#	0.03345805163418003;0.95218802831982	-5.974213888340801;-1.8595251298792	-0.03788806389803007;1.03091711590603	-5.6979563802329505;-2.01593907100705	#	#	#	#	-0.0418513275154801;0.96944813147148	-4.8856924526252;-2.6734582066948	0.13361374549330002;0.7531110112387001	-6.276673513136;-1.516821664844	0.13080695650409996;0.7330947100359	#	-0.35140320712092993;1.18902850089293	-6.3334222912066505;-2.80298344789335	#	-7.2004600110761;-3.3893823670439	-0.06571228219174402;0.8741591569457441	-8.0638284178525;-4.1586188356675	0.13739675847185512;0.7498419885481449	#	0.142683451976635;0.936428508377365	-6.836721229473;-5.378771334406999	#	#	0.23263838711144896;0.718780320958551	#	#	#	#	#	#	#	#	#	-0.0022157181687839644;1.1423539556247841	#	0.21497922264199004;0.8417402453080101	city_center	1.0	1.0	1	4.4	3581	390	0.5125	4.4	5	5
#	0.224197960543996;0.986201636262004	-6.974243417060269;-2.35174890351973	0.637102842109835;1.8119296574101649	-7.209513052971101;-2.6944426207489003	#	#	#	#	1.0703824350935;1.9696817893065	#	#	#	0.90299578647451;1.79730251268549	#	0.6648143723503749;1.958204402649625	-8.2716235798703;-4.750054504769699	0.9011485480408;1.6760345144792002	-7.9167003354959995;-5.165955915444	1.1385725707416998;1.6055202513383	#	1.14134655640173;1.83645463301827	-7.5324246655696;-5.1699578931304	1.38944664033344;1.90647538526656	-7.5530386097271505;-5.35224769409285	1.02152071809822;2.2794735920017803	-8.554730398996501;-4.8289833222634995	0.95612934614968;2.1386178648503202	-7.6591739618510495;-5.6912155977489505	#	#	1.13787065516396;2.1492581519360403	-8.3103919752072;-4.8103515288528	1.0115860933439949;1.959872096576005	#	1.0170538508898448;1.836952522830155	#	1.0064593980781598;2.19966148316184	-7.7697755397609995;-5.809504897219	1.13509172549031;2.3029552752096905	-8.951482065363699;-5.6202579017562995	1.15403908572834;2.16026715543166	-9.7532528335574;-5.2021576916226	1.243410750744315;1.8965694717356851	-9.5380237807471;-5.2746353174328995	#	-8.837462560970799;-6.0157663863092	#	#	#	#	1.0173379633518698;2.19438276826813	#	0.90140759900768;2.0715666630123204	#	0.8145349342931851;2.209250129386815	-10.00237507609285;-6.71968632704715	0.8124440408685899;1.9186906283314098	-10.2400447356795;-7.202229222320501	0.936441238676662;1.460600310503338	-10.2342053392076;-7.9431490509924005	0.7411007902031266;1.3331311792768734	-10.8539246632858;-7.2938874456742	0.8565224636330899;1.38568583456691	#	#	#	#	-10.74065190252415;-8.48706935119585	#	-10.8349993816184;-8.5486318450016	#	#	#	-11.2415602846046;-8.4153899638154	#	-11.25752510161105;-8.64889256314895	#	#	#	home	1.0	1.0	1	3.75	2787	397	0.5875	3.75	4	4
-5.397990145815675;-3.560302462484325	0.6128234685255041;1.647998273274496	#	#	-6.37780393274035;-2.1678058270196496	1.31796766188344;2.44666126383656	#	#	-5.6763644569355005;-3.5877926012245	#	-6.81189167721745;-3.40907519614255	1.3285799098216;2.0016765367584	#	#	#	#	#	1.53521538635464;2.15512415950536	-7.6183046853929;-3.0795763923071	#	#	1.34670958125476;2.17332459128524	#	1.4641794407087199;2.18432662115128	#	#	-7.1163879608989;-2.8487140366410997	#	#	#	-6.36251051567205;-3.6007093360879496	1.09640094281312;2.14041384270688	-7.359629828875901;-2.7153453904441	#	-7.1111555535874;-2.9848681263926005	1.14715914063834;2.18703062700166	#	#	#	1.4091959173966297;2.92962204816337	#	#	#	1.32810562203198;2.04064240856802	#	1.1906214922234302;2.34014564773657	#	#	-6.8517693380804;-3.4970188615796	#	-6.1567338587561995;-4.269828178403801	#	-7.37604922930775;-3.21117886205225	1.08441497993086;2.13411649322914	-6.7071586688654;-4.556835018854599	0.69502854849307;2.23546025650693	-8.10692101579425;-4.08098198394575	#	-7.4103654906777;-5.5876761826623	#	-7.780960917118099;-5.7502519343819	#	#	#	-7.64436389710775;-6.13434436293225	#	-9.038183730841;-5.903135497578999	1.378514441580022;1.902051908799978	-9.2390425435589;-6.3226415947811	1.0051528463254285;2.082505666834572	-9.4130506145191;-6.203342341960901	#	#	#	-9.6100686222884;-6.617652988511599	#	#	#	#	0.8556217618783849;1.4658890734216148	home	1.0	1.0	1	1.0	403	403	0.4625	1.0	1	1
