A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-6.6408320792408;-4.4628318619592005	0.021179070051392024;0.8263150293006081	#	#	#	0.3664388571341;1.1133684466619	#	0.35811367724480003;1.3379686170232001	#	#	#	#	#	#	#	#	-7.4026271857826;-5.6750649979974	#	-7.820288181367951;-4.86323792981205	#	-7.007321801425;-5.347390760254999	#	#	-0.3101159118598401;0.9270600135158401	-9.306617423043651;-5.10510749319635	-0.1761475300805901;0.82281504625459	#	-0.10601280595632001;1.0764757127443199	#	#	-8.84443752484145;-6.8909683978185505	#	#	#	#	#	-10.999100094704838;-6.1131708037032	0.24596318387362004;1.14086474768638	-10.878934967227;-6.620415985152999	#	#	#	#	#	#	0.17083016771672;1.2855202579112799	#	0.33258189656002496;1.231872188307975	#	0.46312325728015996;1.0853670500209758	#	#	-10.7962226819385;-8.019642437101501	#	-10.6170731193726;-8.857717405727401	#	#	#	#	#	#	#	#	#	#	#	-11.5216452091575;-9.3841123228425	#	#	#	#	#	#	-0.7207595230349131;1.670462781697836	-11.436634843138;-9.774181713262001	#	#	#	#	#	forest_path	0.5549289573066435	0.8888888888888888	1	24.91872	29962	26560	0.2875	24.91872	8	9
-5.022155324691109;-2.6937390696292995	-0.21171604100936403;0.837836191583364	-5.87878752283354;-3.60120708097453	#	-6.1702654348363;-3.60037948384445	#	-6.1901224424119;-2.2879519098481005	#	#	#	#	#	#	#	#	-0.25249725806968;0.85119556778568	-5.7672437127132;-3.6410133277468004	#	-7.5703864526442;-2.6481127218364504	#	#	#	#	#	#	#	#	-0.15814699807357002;0.5681775511990901	#	#	#	#	#	0.08158486847608504;0.7721884192669	#	-0.3612870821933001;0.8385646328413001	#	-0.46688354496791007;0.72631854011577	-8.592112945338;-6.666469903298	-0.06224801103082006;0.7578356229595801	-8.2420879269844;-5.9793696271756005	#	-9.7047109196956;-4.9083248592676	0.22009627880453997;0.77429155722146	#	-0.20867482438924997;0.5657246782213801	-8.630225180848;-6.661599942712	#	#	#	#	-0.32009647147359;2.0601792182781837	#	#	#	#	-10.47562335439805;-3.699993600854621	#	-10.132804941577099;-6.8044715598798	#	#	#	-9.612448540855901;-7.293030353624101	#	#	-0.7508678321658383;0.7139973982863669	-9.61799967508;-7.827857181950501	-0.4154736394539561;0.6316012949859561	-9.48453855386115;-8.114713865798851	#	#	-0.5251860146432961;0.687623411955296	-9.9863655644675;-6.210982324463936	#	#	#	-9.691962301249351;-8.510235029931401	#	-10.7058356115245;-8.4965304332755	-0.28316376108017505;0.387788200226425	forest_path	1.0	1.0	1	40.9739323858944	29928	26562	0.4	40.9739323858944	17	17
-5.19437792950125;-4.6095409173255515	0.091623771433412;0.6369035395575879	-8.570890204280369;1.4762078397520306	#	#	#	#	#	#	#	#	-0.15617183522486;1.11154574795286	-6.365904793578499;-3.8375036823215	#	#	0.040852428915572656;1.078143454781675	-5.738879409624;-3.0810914284159994	#	-7.50795108678225;-3.03799140419775	#	-7.2389434363502;-3.7198896290698	#	-6.8639302310311;-3.5171023034088993	#	#	0.205897093672205;0.7053783818397951	#	#	#	#	#	#	-7.1796620382028005;-3.9488554723371996	#	#	0.2398535042503499;0.83977936176765	-7.5994516102284;-3.7087216307116	-0.08112215749730012;1.4103804488573002	#	#	#	0.29017157436049;0.96828179524751	#	0.37883540439264995;0.97261605983935	#	#	-7.0314491820136;-4.1009209131155995	#	#	#	#	#	-8.383687829865499;-4.147877095682077	#	#	#	#	#	#	-0.20866752434577798;1.11008153377127	#	0.10601734463359708;0.963440666740403	-8.459497763610301;-6.787359070489701	#	#	0.09466527292083804;1.306916583731256	-10.0750878540415;-7.7475520444985	#	#	#	#	#	-11.0223662856675;-8.507059187072501	#	#	#	#	#	#	#	cafe/restaurant	1.0	1.0	1	32.755046400000005	29488	26570	0.3125	32.755046400000005	11	11
-5.19437792950125;-2.178082166911772	#	#	#	-4.5156086112869005;-1.7089432074731	#	#	-0.004581266546150042;0.6965375643907501	#	0.04106181685946868;0.92583217654575	#	-0.25172180706412006;0.9598521214221201	#	-0.9053177587464502;1.1053140436462	#	#	-6.365959865355;-3.0437248888450004	0.180920978598;0.6652247076219999	-5.7030906699698996;-2.5397345869101002	0.16657778440025;0.6668788707537501	-6.3278172903564;-3.2735441746036	#	#	#	#	#	#	#	-6.9097686303774;-3.3810157016425997	#	-7.9599562275537;-2.9752419034263	0.026615595258219993;0.98906498734778	#	-0.0283394220566201;0.7656371754157401	-7.6371979798976;-3.3300113473731625	#	-10.67481743068066;-1.03019950789728	#	-8.324846181548999;-3.525562884291	0.04314119270892991;1.3432157103210702	-6.9553711977312;-5.1954791867688	0.41022731847376004;1.37270634166824	#	0.19453725254031;1.02583017016569	-8.380483936253599;-4.763063421926399	#	#	#	#	#	#	#	#	0.054154646891519886;0.94898216642448	-7.886811598853001;-5.606165303387	#	#	#	-8.4770555433267;-6.1020361419733	0.48501718213515405;1.262218564498846	-8.0681495139275;-6.7664129865325	#	-8.851251774348;-5.614854303792	0.3384399983055049;1.2077798219824951	-9.24494993341475;-6.066583120405	#	#	#	-9.58644080238065;-6.890979319419351	#	-9.6742303573547;-7.8715174919452995	-0.05990894641908995;1.209748823268296	#	-0.25745888655929505;1.055795634553295	-10.1400522486063;-7.836977499857272	#	-10.0091163536209;-8.7941368151591	#	-10.404386868242499;-9.5546541073775	#	cafe/restaurant	0.2967898717650668	0.7843137254901961	1	31.203146282615982	29876	26584	0.475	31.203146282615982	40	51
#	0.023903703276280053;0.59900081702572	#	-0.09640806338145497;0.72376220116748	#	#	#	#	-4.87800453136475;-1.62228957981525	#	#	0.26447920129502;0.9039209968849801	#	#	#	0.13727078165920498;0.844323998222795	#	#	#	#	#	#	-6.884094647535171;-1.4670293954338	#	-3.97859171230585;-2.17794459951415	0.022004308597279976;0.61398213161072	#	0.09701813118462996;0.63172754870126	#	0.012244031305130076;0.70325834002475	-5.753099574221849;-2.352642816310184	#	#	#	-6.353328573443;-2.5067894463969997	-0.3734767015071651;0.8863675992791651	-5.8536520888890005;-3.9335640134824	#	#	#	#	-0.12621465007287003;0.9018879428848701	#	#	-6.12308048290115;-3.4157919800095007	#	#	-0.24020227151987;1.23863065268787	-6.959730315898001;-4.379153026282	#	#	#	#	#	#	-0.33924897944915;1.11791614975315	#	#	-8.7015256666064;-5.6084771439136	#	#	-0.18964344385819057;1.3125327876864206	#	0.06286696941138747;1.2912819376506126	#	#	#	0.23967392252095443;0.8567002231730455	#	0.18871847380261653;0.8124490540973835	#	#	-11.1123966112625;-8.0002369807975	#	#	#	#	#	-11.055847891069899;-8.7188903477523	#	city_center	0.4101463806480264	0.8367346938775511	1	50.743971868451645	29998	26586	0.325	50.743971868451645	41	49
#	#	-5.21284567508338;-0.3950344919566202	#	-4.03864416827615;-1.5370510909638497	#	#	#	#	0.08602592822287508;0.9334426273851251	#	#	#	-0.35635812107323994;1.01364367227124	-5.8422916594204;-2.1849465502995997	#	-5.1991203359401;-1.8104406598998999	0.046183695895039956;0.56923172324096	-5.540733431719;-1.60675467272335	0.11118701898167499;1.0939780153695	-4.4706362129534005;-1.0843768889666	#	-3.7992365044040004;-2.0399688995455003	#	-3.97859171230585;-2.17794459951415	#	#	#	#	-0.27128245679530494;0.71893016245487	#	#	#	0.02748333256687499;0.46043331427609	-5.6720071903414;-2.2450905135186	#	-6.295792929617601;-3.4219458516910004	-0.39491695420071843;0.8167507350415	#	#	-6.919769781343001;-2.5200397539369996	#	#	#	#	#	-8.487241753984001;-4.340603212554799	#	#	-0.08718163304852006;0.75948065074432	-7.917901437395;-3.037972953725	#	#	-0.23544216492770004;0.7110100191937001	#	#	#	-0.06961301423403998;0.59830945366804	#	-0.260904922793184;1.0404555313971842	#	#	#	#	#	#	#	#	-9.805846367615601;-6.977821205164401	#	-9.90895211904545;-7.5514002302719	0.09331335591546253;1.1699933725609795	#	0.06909885472963045;0.9508554617623695	#	-0.07629958505449952;1.3931370907090563	#	#	#	-0.06539507625530494;0.907733879989305	city_center	0.6552182189430005	0.918918918918919	1	57.55738203347865	29998	26586	0.375	57.55738203347865	34	37
-3.131957891425775;-1.022020180934225	#	#	-0.00620323099547998;0.61009936063748	-5.6814521272363;-3.1188445846237	#	-5.9599484515007;-3.5443190741993	#	#	#	#	-0.23747703157431;0.78899532450431	#	-0.30609988402789995;1.0258463039459	#	#	#	#	#	#	#	#	#	-0.11633425837540001;0.79252855380648	-7.410645102562;-4.743019750278	-0.08621797902534517;0.9682425182173451	-8.2424017429789;-4.2173857991465	#	-7.7357336221935;-5.6999146248465	0.217611141601455;1.008426574078545	#	-0.10174619061184009;0.74651429055184	-7.2070222272108;-4.6877528716837995	0.0033828294780650636;0.9849420258059349	-8.7157786374962;-4.029994610003801	-0.22899518136562513;1.270819462427625	#	0.09592797963405997;1.07605826380994	#	#	#	#	-8.2525925118476;-5.0107165203324	#	-9.0521573186766;-6.7266727023234	0.27384362188778;0.9008567976222199	#	#	#	#	#	0.08656045948132995;1.38750471754667	#	#	#	#	#	0.7107257944579901;1.39952083948201	#	#	#	-0.1720894002765614;1.0732159008785613	-9.388633189182901;-7.151419387957599	#	#	#	#	#	#	0.4857777009626165;1.1233832833791655	-9.7339329633146;-8.0631259173254	#	#	#	#	#	#	#	-10.9366194237018;-8.6933249350182	0.20676657192393;1.04534390936175	bus	0.03125	0.5	1	19.37632	29353	26598	0.3625	19.37632	5	10
-1.7589143193118502;0.5552109115498501	-0.14564280401238;0.35756717051838	#	-0.04260839211468498;0.5159158315526851	-4.4798381266669;-1.6731727228531	-0.03023944181478;1.272839884524953	#	#	#	#	-5.6411099461083;-1.3901177083983498	0.40036720547385996;0.97249933837014	-5.676771575932;-1.8239698825880002	0.47892597820024;1.0117044533897601	#	#	-6.7207858747917;-2.2689910062682994	#	#	0.015851200517474906;1.1665436991305251	#	0.19797770919202;0.9118724905819799	#	-0.07450024313424009;1.07034912064624	#	#	#	#	#	#	#	0.22908520820353995;1.25678540653646	#	#	-6.5138208695315996;-2.5973446674483998	-0.017380931491895235;1.362448540797895	#	#	#	#	-7.0554397604147;-4.3527484578652995	#	#	#	#	-0.05001842021073;1.2388419965767299	-8.3348286046376;-3.6757488743824003	#	#	#	-8.026656706242399;-4.2528453455376	#	#	#	#	#	#	#	-8.3066184026663;-6.8153271506537	-0.08903780648613402;0.760461378888134	-9.1417211713076;-5.724967010645169	#	#	0.12432369848708996;0.6534870694209101	#	0.212549229405684;0.750309281636316	-9.5228720564825;-7.8603464782375	#	-9.78457324541745;-7.442614907762549	#	#	0.128366529992749;0.772671537873251	#	-0.061923180739628436;1.0824843305156286	#	0.044053642368065915;0.979267577059934	#	0.1052322057648987;0.893446790815856	-9.8662012439896;-8.098757101390401	#	train	0.2693290743429045	0.7692307692307693	1	28.798490373662027	29914	26600	0.4	28.798490373662027	20	26
#	#	-2.5895487303342097;-0.44106536488578985	-0.3382453799103449;1.067694907252345	#	-0.4190739215638006;0.64876648882412	-6.191333172295564;-2.6439724881944997	#	-3.53274167804875;-2.473598276326643	0.11399291058175001;0.56364258768825	#	#	#	-0.24674406637820995;0.95200750279821	#	#	-8.17572494862597;-3.809813915125999	-0.16140852847627996;1.02992518416916	#	-0.09375683968682508;0.9606438499119251	-7.4066351126204;-3.0672882898436	0.38047840074441;0.92529283917359	#	#	#	-0.30933249780512;1.02261760397512	-9.918914467526069;-3.077938738082	#	#	0.17201254421042003;0.7826769557559901	-8.5522002589536;-5.399742525908599	#	#	#	#	#	#	-0.43812734084169;1.07468244560369	#	#	#	#	#	#	-7.959745485121896;-5.0650663449542	-0.2069518322741501;1.01224045387615	#	#	#	#	#	#	-9.294031770427999;-6.071784689496	#	#	#	#	0.08107990245274999;0.60289433050125	#	#	#	#	#	#	#	#	-10.677335482276499;-8.1252486049805	#	#	0.07820933270162655;1.0799584465083734	#	-0.11213211553499447;1.0817271637729946	-9.7598159065475;-8.219527944065	0.2011768915367414;0.9703688253312586	#	#	-9.508025577328599;-8.2215766542514	#	-9.189047482302936;-8.0272062121493	#	tram	1.0	1.0	1	33.0	29193	26603	0.35	33.0	3	3
#	#	-2.5895487303342097;-0.44106536488578985	-0.3382453799103449;1.067694907252345	#	-0.4190739215638006;0.64876648882412	-6.191333172295564;-2.6439724881944997	#	-3.53274167804875;-2.473598276326643	0.11399291058175001;0.56364258768825	#	#	#	-0.24674406637820995;0.95200750279821	#	#	-8.17572494862597;-3.809813915125999	-0.16140852847627996;1.02992518416916	#	-0.09375683968682508;0.9606438499119251	-7.4066351126204;-3.0672882898436	0.38047840074441;0.92529283917359	#	#	#	-0.30933249780512;1.02261760397512	-7.142390094517999;-3.077938738082	#	#	0.17201254421042003;0.7826769557559901	-8.5522002589536;-5.399742525908599	#	#	-0.10694094488611006;0.79143526870211	#	#	#	-0.43812734084169;1.07468244560369	#	#	#	#	#	#	-7.959745485121896;-5.0650663449542	-0.2069518322741501;1.01224045387615	#	#	#	#	#	#	-9.294031770427999;-6.071784689496	#	#	#	#	0.08107990245274999;0.60289433050125	#	#	#	#	#	#	#	#	-10.677335482276499;-8.1252486049805	#	#	#	#	-0.11213211553499447;1.0817271637729946	-9.7598159065475;-8.219527944065	#	#	#	-9.508025577328599;-8.2215766542514	#	-9.189047482302936;-8.0272062121493	#	tram	1.0	1.0	1	33.0	29193	26603	0.3375	33.0	3	3
#	#	#	#	#	#	#	-0.32724661071360006;0.8625772447316	#	#	-7.1336729820082;-4.0293491747118	0.041469693367829935;0.9588453692387001	#	-0.3296585875865399;1.02914549263354	-7.8343999215240006;-3.6907130898759997	-0.16619417717574503;0.713311043427745	-7.7633056510958;-3.426069010075399	-0.8464892608490466;0.38889003947277234	-6.70772606710055;-3.4756013735394498	-0.019030089480449985;0.68139143141445	#	#	#	-0.2258657593960401;0.7343304811940401	#	#	-8.006372928044101;-4.8225526988359	#	#	-0.3475482944403294;0.715449688756955	-8.73040598846335;-4.21721869499665	#	-9.4586927642325;-5.251913381595	-0.253334730105075;0.6616780800310751	#	#	#	-0.35307307043567004;0.7762074743756701	#	#	#	#	#	-0.09774991436879502;0.515823429592795	-9.97903935484515;-5.52186050683485	#	-8.7483332165268;-7.674640781133999	#	-9.3896360250674;-7.0026020321726	#	-9.9822784637198;-7.3145842259802	#	#	0.04346839042357992;0.6113397008964201	#	#	#	#	#	#	#	#	#	#	#	0.003217431496820966;1.097943252109179	#	0.14103201307467345;0.9668352796675399	#	#	-9.824312327314372;-8.502335258275199	#	-10.5387396977075;-8.2427276818675	#	-9.7955181858097;-8.44434066016095	-0.030469141065499583;1.0666087438614995	-9.95373250600635;-8.5875956570437	#	#	#	car	0.7411956096375363	0.9418604651162791	1	61.607050817376276	29976	26610	0.375	61.607050817376276	81	86
#	#	#	#	#	#	#	-0.32724661071360006;0.8625772447316	#	#	-7.1336729820082;-4.0293491747118	0.041469693367829935;0.9588453692387001	#	-0.3296585875865399;1.02914549263354	-7.8343999215240006;-3.6907130898759997	-0.16619417717574503;0.713311043427745	-7.7633056510958;-3.426069010075399	-0.8464892608490466;0.38889003947277234	#	-0.019030089480449985;0.68139143141445	#	#	-6.935022368268401;-4.0475629797316	-0.2258657593960401;0.7343304811940401	#	#	-8.006372928044101;-4.8225526988359	#	#	-0.3475482944403294;0.715449688756955	#	#	-9.4586927642325;-5.251913381595	-0.253334730105075;0.6616780800310751	#	#	#	#	#	#	#	#	#	-0.09774991436879502;0.515823429592795	-9.97903935484515;-5.52186050683485	#	-8.7483332165268;-7.674640781133999	#	-9.3896360250674;-7.0026020321726	#	-9.9822784637198;-7.3145842259802	#	#	0.04346839042357992;0.6113397008964201	#	#	#	#	#	#	#	#	#	#	#	0.003217431496820966;1.097943252109179	#	0.14103201307467345;0.9668352796675399	#	#	-9.824312327314372;-8.502335258275199	-0.03098038249099444;1.1628788968169945	-10.5387396977075;-8.2427276818675	#	-9.7955181858097;-8.44434066016095	-0.030469141065499583;1.0666087438614995	-9.95373250600635;-8.5875956570437	#	#	#	car	0.7357648328600193	0.9404761904761905	1	62.14470456575619	29976	26610	0.3625	62.14470456575619	79	84
#	#	#	#	#	#	-5.7684608727703;-4.9196666361551635	-0.3238308865619499;0.91848519779995	#	-0.07538650034112498;0.7720301988211249	#	#	#	#	#	#	#	#	-8.5667839807442;-5.356499060986583	#	-6.483766638815;-4.078609544886199	-0.40435645634153994;0.98585969689154	-8.1025392209731;-3.4432297531068996	#	-8.915741833889664;-4.06017330561345	#	-7.7818113031986;-4.788771937196801	#	#	-0.6709775810301262;0.8637654347281849	#	#	#	#	#	#	#	#	-9.342601718416;-4.342694464987	#	-7.332603378365243;-5.833692268123399	-0.6868574503449006;0.9190087781173899	-6.88374836028004;-4.648708086394068	0.115508123600645;0.887422975681355	-7.9953624067305;-4.85970191599875	#	#	#	-7.106024200063637;-4.247550638530237	#	-8.8686759617302;-5.0297988879098	-0.10859230768375006;1.44015085667975	#	#	#	#	#	#	-10.279953776168801;-7.407837290811201	-0.210945323969066;0.8030134405463379	-9.6946459352054;-8.340839946714599	0.042452552611411565;0.8386313517105884	-11.588565535571;-7.812768486589	#	-11.772111896491499;-9.079580957348501	-0.4116403254892729;1.4373980952624992	#	-0.3565285244841585;0.9710129102521585	#	#	#	#	-12.631762409305678;-9.360912765857654	#	#	#	#	#	#	-0.031315931908565076;0.743888490862565	park	0.3276800000000001	0.8	1	37.49385007104	29956	26613	0.3625	37.49385007104	12	15
-4.33733329742095;-0.5454515414033745	0.18951781890056396;0.577708370681436	-5.346381617051531;-0.8540982165684698	-0.23522310884104497;0.7855280585510449	-3.850909705960514;-1.1564923076294997	#	#	0.006370775975050036;0.8169755929084499	#	-0.01602129971299998;0.34768639294865067	-6.7036151623053994;-4.0768796330546	#	#	-0.22675329398120997;0.85959428751086	#	#	#	#	#	-0.2775555605297501;0.687931192556975	-7.4782776707276;-3.2288542053323996	#	#	-0.038353971589280056;0.59197199938768	#	-0.2095480244528551;0.955908314604855	-7.6812215072477;-3.6845110067522997	-0.24513907603653007;0.78953837782653	#	0.046214010372540026;0.65194497992946	-7.192542432911949;-4.56546326208805	#	-7.8695586606671;-3.2899301744573	-0.038160616022460014;0.9973386242026551	#	#	-6.6540474461706;-4.639205135349401	-0.3816657010303001;1.1098369053243	-7.22706035723;-3.84728338733	-1.2896158696031559;0.7199039160853901	#	#	#	-0.32704461695537007;0.9792728250273701	-8.19146749400645;-3.8634822357935503	-0.23769733610050497;0.964077917390505	#	#	-7.4777622670092;-4.3810743724094	#	#	-0.3228463119159401;1.04004767272394	#	0.09785127429261997;0.73455547088338	-7.3929028298954;-4.92655617810543	#	#	0.11610733940590001;0.7422846530641	-8.8488547212081;-6.1424372638519005	#	#	#	-8.9985336938598;-6.897427354187601	-0.25449532065961256;0.9739196475796126	#	#	#	0.12618799739702197;0.880582637247967	#	#	#	#	#	0.14331499897040795;0.743659922907592	#	0.08681902908573796;0.734274830026262	-10.89721720758475;-8.770937367299	#	-10.9304975826671;-10.012786200932899	#	grocery_store	0.3494212571294762	0.8103448275862069	1	43.33999105252305	29853	26614	0.4875	43.33999105252305	47	58
#	#	-5.3031204112389005;-5.295049214044948	#	#	-0.06294263351115997;0.73378226198516	#	#	#	#	-8.26003750106325;-5.57360343705675	#	-8.9722747840135;-5.2398731435865	#	#	#	-9.0461821974821;-4.328608530837901	-0.18542165106019998;1.0737680444022	#	-0.02633554453525;0.82675309739095	#	-0.13107333264018;0.9585555442181799	#	#	-8.463175055316551;-4.39504639308345	0.14791226997178997;0.62889425117021	-7.303135573582456;-5.723306444425	#	-9.64065874745395;-4.822553787066051	#	#	#	-9.7843003270492;-4.9380904782508	#	#	0.1964363787422499;1.19631280793775	#	#	-8.911154286293;-6.410119328567	0.22801917924717996;0.9772146639728201	#	#	-9.138523864679001;-5.709616565961	-0.20130476520303503;0.892720752528245	-9.8914727122758;-5.4988906591642	#	#	#	-9.699326515644199;-5.1188018265758	0.22518986366671995;1.12890427382528	#	#	#	#	-9.548033293518799;-7.8538389026012	#	#	#	-10.7443215342723;-7.0437099089077	#	#	#	#	0.06188014387144003;0.9690173511865601	#	0.04436634685327401;1.158297883616726	#	0.23879833392747096;1.4561536650684166	#	#	-10.9335997640358;-7.6799228850042	#	#	0.15810504044503793;1.133665541842962	#	#	-11.055549586623199;-9.39564871620755	-0.08415288446028799;0.7981033756701841	#	-0.20135298064446505;0.9037256645824651	forest_path	0.1	1.0	1	17.0	26626	26626	0.3875	17.0	0	0
-7.44710943361105;-4.236205152034326	-0.14775897461655196;1.1612885626992748	-7.44522938085716;-4.26820326201209	-0.28038529529443;0.91370097599443	#	#	#	#	#	#	-7.7682363737798;-6.0966774006202	#	#	#	#	#	#	-0.09289583103415999;0.72073443372616	-9.21391537916185;-2.4061029707256245	#	-9.785063373678;-5.137256458402	#	#	#	#	#	#	0.34655345627131995;0.80641010243268	#	-0.17200909080991994;1.03945284830392	#	#	-9.5672560140095;-6.538374858510499	#	#	0.40102283124430493;0.980951160177695	-8.4448403166446;-5.7352247951954	#	-9.255225204734;-6.821785786406	#	-9.7125113542601;-5.3756346129598995	#	#	#	#	0.31248517864504005;1.14850274629096	#	0.400854528464105;0.9803971609238951	-10.7143191351604;-7.359568658659599	0.3708937441827999;1.0164040371532	-10.9016808094142;-8.3641179979058	#	#	#	-11.007461352381;-8.075201829639	0.602938241643875;1.1233543592161248	#	0.49476017359753244;1.43413649662893	-11.0859204185753;-9.042299073224699	0.5478920960970179;0.74224958979405	#	-0.30568714879128983;1.3451267263069189	#	#	-11.333398931552;-8.928894236500499	#	-12.1545271680485;-8.925940718568999	#	#	-0.038608565209584;0.8156699710647746	#	#	-11.5257132671575;-8.421323212295713	#	-11.8138405045663;-9.830014029841887	-0.031919766992884985;0.507626733790885	#	-0.04811078876371999;0.642248811075888	#	-0.217559973215985;0.5581541640800151	office	0.4182119423999999	0.84	1	37.54436593222005	29813	26630	0.425	37.54436593222005	21	25
-5.19437792950125;-2.9083983754136247	-0.03817501456102401;0.939490078813024	#	#	#	0.07712725512188001;0.67467092674412	-4.2356001558707;-1.8199707785693002	#	#	0.21818210302587498;0.9272450553861249	-3.8978049115841;-2.3456430079359003	0.27115359337541;1.11154574795286	#	#	#	#	-5.738879409624;-3.0810914284159994	#	-6.693410307049;-2.567293676971	#	#	#	#	0.09723214138231995;1.18668556820568	-6.3200524660071995;-2.0518519023527997	-0.15637431690542009;0.80558964549142	-6.9826205564068005;-3.189132623733199	#	#	#	-7.31999474659305;-3.21097347940695	#	#	#	-6.5345753175586;-4.2837432156392	-0.36105534886398516;0.9787790662579852	#	#	#	-0.08583527746147013;0.7735360138414701	#	-0.30535923734465004;1.11648477419265	#	#	#	0.004232715984199997;0.7009140223557999	#	0.004237524364514966;0.9434962735234851	#	#	#	#	-9.27231551406075;-5.37188136059925	#	#	-0.6087134259806396;1.0802353940148048	-8.730015167619399;-4.6644228793599005	-0.17128907459825993;1.0393203984742598	#	0.25852282927161196;1.234543169914388	-9.2954076536502;-7.3167681320098	#	#	#	-9.207703577383;-7.7497536823169995	#	#	-0.1526260838791696;0.9131466172471696	-10.1151262345755;-7.0219737131445	#	#	#	#	#	#	#	-11.132288483698751;-8.45218656062125	-0.23784855930609605;0.698617537434096	#	#	cafe/restaurant	1.0	1.0	1	59.13749692322126	29839	26633	0.3875	59.13749692322126	22	22
-5.19437792950125;-2.9083983754136247	-0.03817501456102401;0.939490078813024	-4.255955779422769;-1.6701371086534298	#	#	#	-4.2356001558707;-1.8199707785693002	#	#	0.21818210302587498;0.9272450553861249	#	0.27115359337541;1.11154574795286	#	#	#	#	-5.738879409624;-3.0810914284159994	#	-6.693410307049;-2.567293676971	-0.055029521444625085;1.028956165654625	-5.5180124623898;-2.3973421049901997	#	#	0.09723214138231995;1.18668556820568	#	-0.15637431690542009;0.80558964549142	-6.9826205564068005;-3.189132623733199	#	#	#	-7.31999474659305;-3.21097347940695	#	#	#	-6.5345753175586;-4.2837432156392	-0.36105534886398516;0.9787790662579852	#	-0.2818299251590099;0.9752937001970099	#	#	#	-0.30535923734465004;1.11648477419265	#	#	-8.7952240699345;-4.2734484270254995	0.004232715984199997;0.7009140223557999	#	0.004237524364514966;0.9434962735234851	#	#	#	#	-9.27231551406075;-5.37188136059925	#	#	-0.6087134259806396;1.0802353940148048	-8.730015167619399;-4.6644228793599005	-0.17128907459825993;1.0393203984742598	#	0.25852282927161196;1.234543169914388	-9.2954076536502;-7.3167681320098	#	#	#	-9.207703577383;-7.7497536823169995	#	-10.181090619372501;-7.5685504249875	-0.1526260838791696;0.9131466172471696	-10.1151262345755;-7.0219737131445	#	#	-0.39756390550259746;0.8341956683865974	#	#	#	#	-11.132288483698751;-8.45218656062125	-0.23784855930609605;0.698617537434096	#	#	cafe/restaurant	0.21208362139917689	0.7333333333333333	1	49.780591371897266	29839	26633	0.425	49.780591371897266	33	45
-4.55753363151135;-0.8821582648486499	#	#	#	#	0.3622606625824;0.8602137222676	#	-0.060887602976899935;1.0239517946349	#	#	#	0.6554345101676;1.11145488207899	-6.59347718217675;-4.72727636196325	-0.018942008628539897;1.16078175786254	-6.7686975239352;-4.4099834813048	#	-7.198406101568301;-5.0057310170716995	#	#	#	-7.303688216722801;-4.5150040675572	#	#	-0.07450024313424009;1.07034912064624	#	#	#	0.07975653057249998;1.06579242090761	#	0.13295903147545507;0.923774463952545	#	#	#	0.2691134999005705;1.266745794259375	-6.4660313953798;-3.4587371687802007	#	#	0.5074345358433001;1.1466499385667	#	#	#	#	#	#	#	#	#	#	#	#	-9.415994696906;-4.861394778814	#	-9.32495482652875;-4.36677581789125	#	-8.092628652681;-6.017870408918601	0.18705082020819008;1.39441621297581	-7.625504962791021;-5.96468848175995	#	#	0.40735774172566197;0.931516813552338	#	#	#	#	-9.595997093442499;-8.0339079201575	0.285471920354325;1.1863132478874732	#	#	#	#	#	#	#	0.19753904447948195;0.722840852924518	-11.24737670168355;-8.79525833511645	#	-10.83314398176335;-8.295980827916651	#	-10.6743218186239;-9.212781469936099	#	train	0.04526613752481193	0.5384615384615384	1	31.031022592	29797	26640	0.3375	31.031022592	7	13
