A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	1	1	#	1	0.23567081401863207	0.7489643744821872	2	188.04647963347628	4986	164	0.3333333333333333	367.52024885461344	904	1207
#	#	#	0	1	#	0	0.03137945301237751	0.5004135649296939	3	179.42992424690843	4983	165	0.3333333333333333	27789.922686491926	605	1209
#	#	#	#	0	#	1	0.007529097371931064	0.376139188069594	2	178.37847357034644	4991	170	0.16666666666666666	51340.33089077251	908	2414
#	0	#	0	#	0	1	0.03125	0.5	1	178.7465602987176	4970	170	0.5	3081.9871327305273	302	604
1	#	#	#	1	#	1	0.23796350077423983	0.7504159733777038	16	200.39578805893137	4992	182	0.3333333333333333	118567.9679889885	902	1202
#	0	0	0	1	1	1	0.03125	0.5	1	203.5486241189679	4992	192	0.8333333333333334	3544.6817914283315	75	150
#	#	1	0	#	1	1	0.095367431640625	0.625	2	159.17362290902355	4949	198	0.5	3629.513542994462	375	600
1	1	#	#	0	#	1	0.03125	0.5	2	189.34155298663714	4991	198	0.5	13762.312812537433	300	600
#	1	0	#	0	#	0	0.030990018084488324	0.4991652754590985	1	193.67233479362798	4979	218	0.5	3400.9861504838104	299	599
#	0	1	#	1	#	1	1.0	1.0	28	199.6439905985967	4961	225	0.5	84180.83568289249	597	597
#	#	#	#	0	#	0	0.09468846366162094	0.624107517849643	4	178.37847357034644	4979	235	0.16666666666666666	16203.191856468571	1486	2381
#	#	1	#	1	#	1	0.23531722225488688	0.7487394957983193	6	183.2454343296781	4986	241	0.3333333333333333	14740.757175555553	891	1190
#	0	1	0	#	1	1	0.23863935616512075	0.7508417508417509	2	159.0438778271063	4913	241	0.6666666666666666	318.0877556542126	223	297
1	#	#	#	#	#	0	0.031184265904655728	0.4997894736842105	4	186.26844335340607	4979	245	0.16666666666666666	52071.54211091892	1187	2375
#	0	#	0	1	1	1	0.2373046875	0.75	3	204.0052751230412	4992	256	0.6666666666666666	612.0158253691236	222	296
#	#	#	#	1	#	1	0.095367431640625	0.625	6	184.6013041885116	4992	261	0.16666666666666666	36923.12899766981	1480	2368
1	#	0	#	1	#	1	0.2373046875	0.75	2	202.10632971588007	4992	261	0.5	408.76582428970016	444	592
1	1	1	0	#	#	1	0.03125	0.5	1	175.32889093078734	4949	262	0.6666666666666666	3160.12611730513	148	296
0	#	#	#	1	#	0	0.03125	0.5	1	176.08362623178638	4988	271	0.3333333333333333	2894.132721006922	591	1182
#	#	#	#	0	1	0	0.03072303064017221	0.49830220713073003	1	169.13022048746024	4975	282	0.3333333333333333	2991.5237248348453	587	1178
1	#	#	0	#	#	0	0.030851746924023593	0.4987190435525192	1	184.47588179317032	4979	309	0.3333333333333333	3306.420158830594	584	1171
1	#	#	#	1	1	1	1.0	1.0	38	232.34520652534133	4992	320	0.5	182582.864016128	584	584
0	#	#	#	#	#	0	0.031183026171228433	0.4997854997854998	2	177.15656888199405	4988	335	0.16666666666666666	11854.911993761185	1165	2331
#	#	#	#	0	1	1	0.03179346522427675	0.501727115716753	2	169.13022048746024	4991	366	0.3333333333333333	11762.582760275325	581	1158
#	0	1	#	#	#	1	0.2376467236027519	0.7502160760587727	11	171.00219854704306	4970	369	0.3333333333333333	44792.52567992908	868	1157
#	#	#	0	#	1	1	0.03125	0.5	1	170.20861151420587	4992	390	0.3333333333333333	3008.5146137924553	576	1152
1	0	#	#	#	#	1	0.03097920440678765	0.4991304347826087	1	187.04292228198204	4992	402	0.3333333333333333	3193.964470549647	574	1150
0	#	#	0	#	#	0	0.23524118101521485	0.7486910994764397	10	164.56501749791084	4983	421	0.3333333333333333	37926.93496655081	858	1146
#	#	#	#	#	1	1	0.09586954055975894	0.6256567425569177	4	179.68214681600386	4992	430	0.16666666666666666	16509.3290156368	1429	2284
0	#	#	1	0	#	1	0.23800059519641134	0.7504393673110721	2	183.48763765237823	4957	430	0.5	372.71909413094556	427	569
1	1	#	#	#	0	0	1.0	1.0	46	180.33324690993598	4979	438	0.5	207658.9102134971	568	568
1	0	0	#	#	#	0	0.03125	0.5	1	195.40882885595497	4935	473	0.5	3393.875867694673	282	564
1	#	#	#	#	#	1	0.031180648052211487	0.49977787649933364	5	186.26844335340607	4992	491	0.16666666666666666	81724.68220819396	1125	2251
#	1	#	0	0	1	1	0.03181002158128543	0.501779359430605	2	167.26145475471623	4971	491	0.6666666666666666	11725.257508920986	141	281
1	1	1	#	0	#	1	0.03125	0.5	1	178.85213606230417	4784	518	0.6666666666666666	3241.2934442798914	140	280
1	0	0	1	#	#	0	0.03125	0.5	1	190.3655544407783	4935	519	0.6666666666666666	3336.889003353494	140	280
#	#	0	#	#	#	0	0.095367431640625	0.625	5	191.37306289447892	4988	519	0.16666666666666666	27747.18114103838	1400	2240
0	1	#	0	#	#	0	1.0	1.0	27	146.84991487730028	4983	521	0.5	58258.638682181714	559	559
1	#	#	#	#	1	1	0.2373046875	0.75	10	189.2119964679419	4992	539	0.3333333333333333	44961.35918437804	834	1112
1	#	#	#	#	0	0	0.23873079329282793	0.7508992805755396	15	181.10257300617855	4979	551	0.3333333333333333	88227.53638161738	835	1112
#	1	0	#	#	#	0	0.030830355244493634	0.49864986498649866	2	182.99777421856066	4979	551	0.3333333333333333	12827.48201483679	554	1111
0	#	#	#	0	#	1	0.03139114701496525	0.5004508566275925	1	172.12574112370064	4970	556	0.3333333333333333	2998.0178500667457	555	1109
#	#	#	1	0	#	1	0.03153254788919896	0.5009009009009009	2	183.2466539945031	4991	556	0.3333333333333333	12504.211462159541	556	1110
#	0	1	#	#	1	1	0.2394502855336046	0.7513513513513513	2	175.34348196854862	4913	561	0.5	335.94838115171444	417	555
#	1	#	1	#	1	1	1.0	1.0	25	204.00237709456232	4991	575	0.5	71002.19715987853	553	553
1	1	1	#	#	#	1	0.03125	0.5	1	177.25164720998137	4949	582	0.5	3177.5107354841934	276	552
0	#	#	1	#	#	1	0.23658775543365188	0.7495462794918331	16	184.4376556239306	4986	590	0.3333333333333333	107640.13649795853	826	1102
0	#	#	#	1	1	0	0.03125	0.5	1	179.3064451517077	4983	613	0.5	2908.7908552577965	275	550
#	1	1	#	#	1	1	0.23585947445964414	0.7490842490842491	3	184.57084252439148	4949	624	0.5	569.8906594664682	409	546
#	0	#	#	1	#	1	0.2365772058666079	0.7495395948434622	10	191.1798958102997	4992	658	0.3333333333333333	44387.20959618321	814	1086
1	#	1	#	1	#	1	0.23584883491857075	0.7490774907749077	2	197.65987263194424	4961	658	0.5	395.3197452638885	406	542
0	#	1	#	0	#	1	0.23657181379353992	0.7495361781076066	5	158.76356284245554	4970	682	0.5	8967.851945855326	404	539
1	1	#	#	#	1	1	1.0	1.0	41	196.4936201387841	4991	683	0.5	187412.64048020582	539	539
1	1	#	1	#	#	1	0.03125	0.5	1	193.57984616383038	4991	688	0.5	3371.081277775558	269	538
#	1	#	0	#	#	0	0.2369370013489487	0.7497674418604651	12	160.92726056106568	4983	695	0.3333333333333333	52807.63660417824	806	1075
1	0	0	#	#	0	0	0.03125	0.5	1	196.15628638641016	4935	711	0.6666666666666666	3414.214213672957	134	268
1	#	#	1	1	#	1	0.23656078624404758	0.7495291902071564	1	199.16306001709282	4961	723	0.5	199.16306001709282	398	531
0	#	#	1	#	0	1	0.2373046875	0.75	6	177.35966173905126	4986	740	0.5	14642.328315508477	399	532
#	1	#	#	#	0	0	0.2373046875	0.75	9	164.608591520223	4979	744	0.3333333333333333	30576.678418073087	798	1064
#	0	#	#	#	0	0	0.03125	0.5	2	184.259667724705	4988	775	0.3333333333333333	12586.562810931797	528	1056
1	1	#	#	#	#	0	0.03125	0.5	1	183.34258477142578	4979	780	0.3333333333333333	3265.8321163196656	527	1054
#	1	0	#	#	0	0	0.23655514707737527	0.7495256166982922	2	174.34068450818125	4979	780	0.5	348.6813690163625	395	527
1	1	#	0	#	#	1	0.030952383122289335	0.49904397705544934	1	183.6468711808031	4971	811	0.5	3351.7114784961495	261	523
1	#	1	#	#	1	1	0.23806479157763555	0.7504798464491362	2	183.8041334869701	4949	816	0.5	378.0103337174253	391	521
0	0	0	#	#	#	0	1.0	1.0	41	183.7899080704359	4988	818	0.5	180222.26776108646	523	523
1	0	#	#	1	#	1	1.0	1.0	41	213.45023542061094	4992	837	0.5	199941.54916471793	520	520
#	#	0	#	#	#	1	0.007415771484375	0.375	1	191.37306289447892	4992	839	0.16666666666666666	14344.799506484704	780	2080
0	1	#	1	#	#	1	1.0	1.0	33	182.75993645157436	4986	861	0.5	107977.9723705714	517	517
#	1	#	#	#	1	1	0.23807666045680695	0.7504873294346979	15	180.50443897828183	4991	895	0.3333333333333333	95379.79231747525	770	1026
0	#	#	0	0	#	0	0.23575772610428447	0.7490196078431373	4	164.04751360184378	4937	905	0.5	656.1900544073751	382	510
#	#	#	#	#	0	0	0.09522774691951244	0.6248168050806058	5	180.76428076988935	4988	908	0.16666666666666666	24729.547863311018	1279	2047
1	0	#	#	#	#	0	0.03155697210161037	0.5009784735812133	1	187.04292228198204	4975	914	0.3333333333333333	3135.379456354224	512	1022
#	#	#	0	#	0	0	0.23691680806760587	0.7497546614327772	2	175.97847253305616	4979	924	0.3333333333333333	345.30772666580054	764	1019
0	#	1	#	#	#	1	0.23847137496190393	0.7507360157016683	7	170.75300943648253	4986	925	0.3333333333333333	18039.62743705774	765	1019
#	#	#	#	1	1	1	0.23494581272576515	0.7485029940119761	4	192.91460250984824	4992	981	0.3333333333333333	765.4662656865514	750	1002
#	1	#	0	#	1	1	0.03125	0.5	1	167.22159377100792	4971	1003	0.5	2960.1068318676016	249	498
0	0	1	#	#	#	1	1.0	1.0	27	174.6503531926964	4970	1019	0.5	66209.45460039079	498	498
#	#	0	#	#	0	0	0.2373046875	0.75	6	186.36036783894468	4988	1031	0.3333333333333333	15159.871252469962	744	992
#	0	0	#	0	#	1	0.0	0.0	1	194.3305583530527	1058	1058	0.5	10511.954967152924	0	490
#	0	0	#	#	0	0	0.2373046875	0.75	2	191.68109218180356	4988	1095	0.5	388.66051633517026	366	488
#	0	0	#	0	#	0	1.0	1.0	24	194.3305583530527	4962	1122	0.5	60548.86061080084	482	482
1	#	#	1	#	1	1	0.2381280895101729	0.7505197505197505	2	197.2968750613932	4991	1136	0.5	394.5937501227864	361	481
#	#	0	#	1	#	0	0.03125	0.5	1	182.39100237019755	4988	1138	0.3333333333333333	3136.2034269636765	483	966
0	#	1	0	#	#	0	0.030925158747912903	0.4989561586638831	1	147.48010704798153	4983	1161	0.5	2595.258435951634	239	479
#	1	1	1	#	#	1	0.23648014108616638	0.7494780793319415	5	188.8789936652477	4986	1165	0.5	10866.460306775416	359	479
0	#	#	1	#	1	1	0.23648014108616638	0.7494780793319415	1	192.15841125166077	4813	1165	0.5	197.04377197589992	359	479
#	#	#	1	#	0	1	0.0307612192351171	0.49842602308499473	2	177.95472944451686	4986	1188	0.3333333333333333	12156.584123007728	475	953
1	#	#	1	#	0	0	0.2398131714039853	0.751578947368421	4	177.7196524231522	4935	1193	0.5	689.598262115761	357	475
#	#	1	1	#	1	1	0.5121315653722461	0.8747346072186837	1	197.24089259947445	4813	1229	0.5	202.18889468667885	412	471
#	#	#	1	0	1	1	0.09476154140739657	0.6242038216560509	1	184.87956842307327	4991	1229	0.5	188.09946052884158	294	471
#	0	#	#	1	1	1	0.23645898384370387	0.7494646680942184	4	205.347806289455	4992	1265	0.5	817.739031447275	350	467
#	1	#	1	#	#	1	0.23773257178747584	0.7502702702702703	7	185.97935090016546	4991	1293	0.3333333333333333	20925.939178983557	694	925
#	0	#	#	0	#	0	0.23645168806877276	0.7494600431965442	10	171.09705246042193	4975	1300	0.3333333333333333	37185.54452104665	694	926
0	0	#	#	#	#	1	0.0315904107293384	0.5010845986984815	2	179.02837758034283	4970	1322	0.3333333333333333	12334.586427959972	462	922
#	0	0	0	#	#	0	0.23388536880647912	0.7478260869565218	3	192.1909028835556	4926	1330	0.5	593.9573572666669	344	460
#	0	0	#	1	#	0	0.03125	0.5	1	188.34668064166985	4988	1330	0.5	3343.2067485784214	230	460
1	#	0	1	#	1	1	0.2373046875	0.75	1	202.80409365040225	4991	1343	0.6666666666666666	202.80409365040225	171	228
#	0	0	1	#	#	0	0.2399472526042436	0.7516629711751663	2	187.15137466745227	4988	1378	0.5	368.3784366686307	339	451
0	#	#	#	#	0	1	0.03073319773070624	0.4983351831298557	1	172.27046891762808	4986	1402	0.3333333333333333	3052.3472827554215	449	901
0	#	1	1	#	#	1	1.0	1.0	25	191.52106295663913	4986	1402	0.5	65729.80703755334	450	450
1	0	#	#	1	1	0	0.0	0.0	1	234.95145280992935	1408	1408	0.6666666666666666	12786.07476852538	0	224
#	1	1	1	0	#	1	0.23553640412115903	0.7488789237668162	3	194.52395883659784	4957	1421	0.6666666666666666	583.5718765097936	167	223
1	#	#	#	0	0	0	1.0	1.0	20	182.92434285728788	4979	1459	0.5	38944.18457692563	442	442
#	#	1	#	#	#	1	0.09520340100930277	0.6247848537005164	2	167.88144833344253	4986	1514	0.16666666666666666	3636.4860431262236	1089	1743
#	#	#	#	0	0	0	0.2373046875	0.75	4	180.55809573782477	4979	1543	0.3333333333333333	703.7904786891238	648	864
#	#	1	1	#	#	1	0.2382367550381043	0.7505882352941177	6	182.1606044220484	4986	1594	0.3333333333333333	14746.869147501642	638	850
#	1	#	0	0	#	0	0.23637115330202255	0.7494089834515366	4	171.87657640167947	4979	1609	0.5	696.3828820083974	317	423
1	1	#	0	0	#	0	0.03050951233621794	0.49760765550239233	1	185.9200263701739	4979	1651	0.6666666666666666	3337.4746948548836	104	209
1	#	#	0	1	#	1	0.23825466501750045	0.750599520383693	4	204.06516548784109	4992	1664	0.5	827.3258274392055	313	417
1	#	0	#	0	#	0	0.2373046875	0.75	3	196.51572836111376	4979	1671	0.5	587.6839813541767	312	416
1	1	#	#	#	1	0	0.0	0.0	1	196.4936201387841	1707	1707	0.5	11148.878077347164	0	411
1	1	0	#	0	#	0	0.030495204742989977	0.4975609756097561	1	203.16934507817064	4979	1715	0.6666666666666666	3625.6487861048636	102	205
#	#	1	#	#	#	0	0.0074309864392162195	0.3751537515375154	1	167.88144833344253	4983	1746	0.16666666666666666	11480.696670704263	610	1626
#	0	1	#	0	#	1	0.03125	0.5	1	144.78946733978697	4970	1770	0.5	2432.9977050073703	202	404
0	#	#	#	0	#	0	0.030860354003887855	0.49874686716791977	2	172.12574112370064	4962	1801	0.3333333333333333	12067.587983869485	398	798
1	#	0	1	#	0	0	0.23528336463613272	0.7487179487179487	1	191.55060335488807	4935	1868	0.6666666666666666	189.68825419361008	146	195
0	#	0	#	#	#	0	0.23477696570656617	0.748395378690629	7	177.2984011595609	4988	1890	0.3333333333333333	20042.362024835093	583	779
#	#	1	#	#	1	1	0.23832843355237315	0.7506459948320413	1	172.9220572973088	4949	1904	0.3333333333333333	168.06651815880628	581	774
#	1	#	#	#	#	0	0.031047866138010357	0.4993514915693904	2	171.3336175061747	4983	1911	0.16666666666666666	11878.118449622365	770	1542
0	#	1	#	#	0	1	0.23526249063736696	0.7487046632124352	4	165.00282554811992	4986	1914	0.5	660.0113021924797	289	386
#	#	1	1	0	1	1	0.23524118101521485	0.7486910994764397	1	177.13065399477102	4813	1933	0.6666666666666666	178.41331749346378	143	191
1	0	#	#	1	#	0	0.0	0.0	1	213.45023542061094	1939	1939	0.5	11894.202805753595	0	381
1	#	#	#	0	#	0	0.23517449763603773	0.7486486486486487	5	179.85427338817476	4979	2035	0.3333333333333333	10256.097110556882	554	740
0	#	1	0	#	0	1	0.03125	0.5	1	145.858962210067	4970	2090	0.6666666666666666	2540.04963040415	91	182
0	0	#	0	#	#	1	0.03082425704640872	0.4986301369863014	1	171.64378659584847	4970	2097	0.5	3004.941072950518	182	365
1	1	#	#	#	0	1	0.0	0.0	1	180.33324690993598	2099	2099	0.5	9813.748119730484	0	362
#	0	#	1	#	#	0	0.03125	0.5	1	185.78646720601836	4988	2119	0.3333333333333333	3097.779681266117	360	720
0	#	0	#	#	1	0	0.23399965993447927	0.7478991596638656	4	179.56655242545045	4962	2146	0.5	712.8327621272523	267	357
#	1	0	#	#	1	1	0.24066589012842193	0.752112676056338	4	189.4450800710312	4991	2155	0.5	762.2254003551561	267	355
1	0	#	#	0	#	0	1.0	1.0	14	157.84772949077475	4975	2183	0.5	2065.8352660885585	352	352
#	0	#	0	1	#	1	0.23505323616721602	0.7485714285714286	3	190.20474883896594	4992	2211	0.5	584.6472601826529	262	350
#	1	#	#	0	0	0	0.2385092773455079	0.7507598784194529	2	177.11705915829666	4979	2355	0.5	354.2341183165933	247	329
1	#	0	1	1	0	0	0.02936803318571459	0.49382716049382713	1	180.70195503252194	4876	2380	0.8333333333333334	3348.475255320347	40	81
#	1	0	0	#	#	0	0.23608272981297795	0.7492260061919505	2	175.96908269520088	4979	2405	0.5	351.93816539040176	242	323
1	#	#	0	#	1	1	0.2373046875	0.75	5	185.83975811972235	4992	2630	0.5	11044.073692729871	222	296
#	#	0	#	0	0	0	0.512908935546875	0.875	6	199.04634936314392	4979	2631	0.5	1194.3476202235793	259	296
#	#	0	0	#	0	0	0.5116682275276252	0.8745762711864407	3	186.29423491973847	4979	2646	0.5	566.3167261862741	258	295
#	1	#	#	0	1	1	0.24277230786404397	0.7534246575342466	1	184.28084983554737	4991	2667	0.5	189.6010622944342	220	292
1	#	0	#	#	1	1	0.2400448973229144	0.7517241379310344	1	200.86247153757674	4992	2667	0.5	200.86247153757674	218	290
0	#	0	1	#	#	0	0.03071307121028978	0.4982698961937716	1	179.23772390335162	4988	2684	0.5	3096.234819546967	144	289
#	1	#	#	#	#	1	0.031521737493771754	0.5008665511265165	2	171.3336175061747	4991	2687	0.16666666666666666	11878.118449622365	578	1154
#	1	0	#	0	1	1	0.2373046875	0.75	1	190.20978149311904	4991	2687	0.6666666666666666	190.20978149311904	108	144
1	#	1	#	#	#	1	0.030165037047898195	0.4964788732394366	1	165.98247276853803	4961	2723	0.3333333333333333	3034.950257035113	282	568
0	1	#	1	1	0	0	0.0	0.0	1	163.91607096749837	2746	2746	0.8333333333333334	8920.324237572766	0	70
#	#	0	0	#	#	0	0.23381291959730266	0.7477797513321492	1	188.72484263313316	4979	2750	0.3333333333333333	192.57006661427056	421	563
0	#	1	0	#	#	1	0.031818166927715774	0.5018050541516246	1	147.48010704798153	4970	2794	0.5	2522.4199529154403	139	277
#	#	1	#	#	0	1	0.030967452127508913	0.49909255898366606	1	162.63150694637267	4986	2794	0.3333333333333333	2857.9742807901503	275	551
#	#	0	#	0	#	0	0.23585947445964414	0.7490842490842491	4	197.1713935097597	4979	2814	0.3333333333333333	786.8569675487985	409	546
#	0	#	#	#	1	1	0.0321394118561677	0.5028142589118199	1	182.41832558053775	4992	2865	0.3333333333333333	3088.488755162809	268	533
#	0	0	1	1	#	0	0.03125	0.5	1	185.47105131363472	4988	2876	0.6666666666666666	3229.8712962277737	66	132
#	#	0	#	#	1	1	0.0315464874385662	0.500945179584121	2	191.67479506387775	4992	2880	0.3333333333333333	13467.861353250602	265	529
1	#	#	0	#	#	1	0.030642041936345118	0.4980392156862745	1	184.47588179317032	4992	2962	0.3333333333333333	3425.0394442770516	254	510
#	1	0	0	#	1	1	0.03125	0.5	1	178.11895998010962	4971	2987	0.6666666666666666	3101.838869618824	62	124
0	1	#	#	#	#	0	0.03093561624048281	0.498989898989899	2	164.0289684359021	4983	3017	0.3333333333333333	11060.680791816438	247	495
0	#	#	#	#	#	1	0.031732740597088506	0.5015353121801432	3	177.15656888199405	4986	3050	0.16666666666666666	26593.973570354563	490	977
0	0	#	#	0	#	0	0.02994810132846361	0.4957627118644068	1	174.37873460352526	4962	3106	0.5	3112.7280819274556	117	236
#	0	0	#	#	1	0	0.23562644326641038	0.7489361702127659	1	191.45676691675712	4962	3106	0.5	191.45676691675712	176	235
1	#	#	#	0	0	1	0.0	0.0	1	182.92434285728788	3123	3123	0.5	9736.046144231408	0	234
0	1	#	#	#	#	1	0.03125	0.5	1	164.0289684359021	4986	3130	0.3333333333333333	2795.0960034482387	233	466
0	1	#	0	#	#	1	0.0	0.0	1	146.84991487730028	3162	3162	0.5	7991.58280962712	0	229
#	0	1	#	#	0	1	0.23556747178726203	0.748898678414097	3	167.63515730042147	4970	3178	0.5	502.9054719012644	170	227
0	0	#	#	1	#	0	0.03193829956734161	0.5021834061135371	1	180.3049444741277	4988	3185	0.5	3014.9469623607793	115	229
0	0	0	#	#	#	1	0.0	0.0	1	183.7899080704359	3186	3186	0.5	10216.681845866578	0	227
#	1	0	0	#	0	0	1.0	1.0	2	177.23711262096384	4979	3222	0.6666666666666666	354.4742252419277	111	111
0	0	#	1	#	#	0	0.03054935585203235	0.497737556561086	1	188.0642729007651	4988	3234	0.5	3197.6316841192756	110	221
#	#	#	1	#	0	0	0.03088914936818138	0.4988399071925754	1	177.95472944451686	4988	3276	0.3333333333333333	3078.2811701255023	215	431
0	1	#	#	0	#	0	0.03052328762601331	0.49765258215962443	1	170.3741190346604	4937	3290	0.5	3037.60583925305	106	213
#	#	0	0	#	1	0	0.09358157525624025	0.6226415094339622	1	186.48576804885877	4884	3290	0.5	186.48576804885877	132	212
#	#	1	1	#	0	1	0.095367431640625	0.625	1	174.4721218534456	4986	3514	0.5	174.4721218534456	115	184
#	#	1	#	0	1	1	0.095367431640625	0.625	1	158.83622044247005	4813	3590	0.5	154.24409444135944	110	176
#	1	#	1	0	#	1	0.23505323616721602	0.7485714285714286	4	192.1135893752237	4991	3597	0.5	768.4543575008948	131	175
#	#	0	0	1	0	0	0.23279332323579968	0.7471264367816092	1	173.90433715106997	4950	3606	0.6666666666666666	169.4130267985468	65	87
0	0	#	#	#	#	0	0.030320007371654793	0.49698795180722893	1	179.02837758034283	4988	3682	0.3333333333333333	3148.012528278139	165	332
#	#	#	0	1	0	0	0.09358157525624025	0.6226415094339622	2	171.43971278323164	4950	3727	0.5	3803.1878613817207	99	159
#	#	#	1	#	#	0	0.007415771484375	0.375	1	186.46843938901443	4988	3783	0.16666666666666666	13050.65367272401	228	608
1	1	0	#	#	#	0	0.03012601775751753	0.49635036496350365	1	201.92735438186102	4979	3891	0.5	3647.6447276523973	68	137
#	#	#	0	0	0	0	0.5182405834125324	0.8768115942028986	1	178.7541140369719	4979	3891	0.5	178.7541140369719	121	138
#	1	0	#	#	#	1	0.03125	0.5	1	182.99777421856066	4991	3950	0.3333333333333333	3240.1537731551416	130	260
#	1	#	1	1	#	1	0.2373046875	0.75	1	185.88105782182586	4986	3972	0.5	186.10132227728232	96	128
#	#	0	0	0	0	0	1.0	1.0	3	203.62180191129005	4979	4030	0.6666666666666666	610.8654057338701	60	60
#	#	0	1	#	1	0	0.0064976640057871375	0.3652173913043478	1	193.41644139859721	4962	4070	0.5	15675.785916861898	42	115
#	#	0	0	0	#	0	0.512908935546875	0.875	2	195.17403025776065	4979	4094	0.5	390.3480605155213	98	112
1	#	0	#	0	1	1	0.03431148168782393	0.5094339622641509	1	182.5709399644983	4991	4139	0.6666666666666666	2895.6847813425716	27	53
#	1	#	#	1	#	0	0.030456894189107738	0.49743589743589745	1	168.8514344834981	4983	4215	0.3333333333333333	2870.1457760419275	97	195
#	1	1	0	0	#	0	0.22059995870325735	0.7391304347826086	1	157.48400094540025	4937	4264	0.6666666666666666	156.1050011817503	34	46
#	1	#	0	#	0	0	1.0	1.0	2	162.686785444358	4979	4339	0.5	325.373570888716	83	83
0	#	1	#	1	#	1	0.24710935412080362	0.7560975609756098	2	180.11655356985375	4986	4346	0.5	345.7913839246344	62	82
#	#	#	0	0	#	0	0.22481780895283973	0.7419354838709677	2	167.61438914056617	4979	4378	0.3333333333333333	337.5359728514154	115	155
#	#	0	#	#	1	0	0.02729970822057614	0.4866666666666667	1	191.67479506387778	4962	4390	0.3333333333333333	3727.3974918918925	73	150
0	#	0	0	0	#	0	1.0	1.0	4	185.79509786792966	4926	4442	0.6666666666666666	743.1803914717186	34	34
0	#	0	#	0	0	0	0.2373046875	0.75	2	187.81946257389762	4926	4542	0.6666666666666666	375.63892514779525	21	28
1	#	0	#	#	#	1	0.03125	0.5	1	200.23368903125345	4992	4544	0.3333333333333333	3525.1604846043497	57	114
1	#	0	0	0	#	0	0.22301350200402018	0.7407407407407407	2	197.26682833901748	4979	4564	0.6666666666666666	394.53365667803496	20	27
0	#	0	#	#	0	0	0.2567458542283846	0.7619047619047619	1	173.52742584256436	4988	4668	0.5	174.90928230320543	32	42
0	#	0	0	#	0	0	1.0	1.0	1	174.33138265482853	4926	4704	0.6666666666666666	175.91422831853566	19	19
0	1	#	1	#	#	0	0.0	0.0	1	182.77591542360966	4730	4730	0.5	9916.419603735976	0	33
1	#	#	0	0	#	0	0.22481780895283973	0.7419354838709677	1	170.77701304233716	4979	4756	0.5	172.72126630292144	23	31
0	#	0	0	#	#	0	1.0	1.0	1	172.12041163703518	4926	4762	0.5	173.15051454629398	30	30
