A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	1	#	1	0.09534784659291505	0.6249743273772849	1	146.63376136559245	9984	261	0.16666666666666666	143.64925082765942	3043	4869
1	#	0	#	1	#	1	0.2369804122171001	0.7497949138638228	3	138.0536434540138	9984	261	0.5	433.8768626771283	914	1219
0	#	#	#	1	#	0	0.03125	0.5	1	154.21180071674803	9975	271	0.3333333333333333	2649.9011009727674	1216	2432
1	#	#	#	1	1	1	1.0	1.0	21	161.6772868303307	9984	320	0.5	43571.11171534719	1210	1210
#	#	#	#	0	1	1	0.03144506805799548	0.5006226650062267	2	157.24441307922643	9983	366	0.3333333333333333	10535.888209689549	1206	2409
#	0	1	#	#	#	1	0.2374691854054353	0.7501039501039501	11	148.20307599483345	9955	369	0.3333333333333333	41173.7507506979	1804	2405
1	0	#	#	#	#	1	0.03118492297137225	0.49979157982492706	1	153.62636032533854	9984	402	0.3333333333333333	2786.838279688426	1199	2399
0	#	#	0	#	#	0	0.23681009682691162	0.7496871088861077	8	160.52557033788733	9982	421	0.3333333333333333	26138.828613798654	1797	2397
#	#	#	#	#	1	1	0.09564672691470312	0.6253656498119515	2	161.79506224923298	9984	430	0.16666666666666666	3421.686429619688	2993	4786
0	#	#	1	0	#	1	0.23796791986281648	0.7504187604690117	1	157.71522062227302	9964	430	0.5	153.8050322223016	896	1194
1	1	#	#	#	0	0	1.0	1.0	33	149.0762528760138	9996	438	0.5	98886.73356507692	1193	1193
1	#	#	#	#	#	1	0.03125	0.5	2	144.1330763267651	9984	491	0.16666666666666666	11278.84377951887	2375	4750
1	0	0	1	#	#	0	0.03098739644777246	0.4991568296795953	1	151.83991976150827	9927	519	0.6666666666666666	2704.2245157101734	296	593
#	#	0	#	#	#	0	0.09528697995662899	0.6248945147679325	4	150.729755465608	9996	519	0.16666666666666666	16393.94078584226	2962	4740
0	1	#	0	#	#	0	1.0	1.0	33	157.21525491787204	9975	521	0.5	104008.99323167682	1185	1185
1	#	#	#	#	1	1	0.2376397689030995	0.7502116850127011	7	150.272861038069	9984	539	0.3333333333333333	18201.644880104097	1772	2362
1	#	#	#	#	0	0	0.23814345623583918	0.7505294366793731	9	149.35691210391602	9996	551	0.3333333333333333	30434.820646100274	1772	2361
0	#	#	#	0	#	1	0.03125	0.5	1	167.302924669805	9964	556	0.3333333333333333	3082.264610655452	1180	2360
#	0	1	#	#	1	1	0.23831277732850406	0.7506361323155216	3	148.9679827949592	9955	561	0.5	427.7249193513713	885	1179
#	1	#	1	#	1	1	1.0	1.0	18	165.70180643387832	9983	575	0.5	29761.245904982672	1180	1180
0	#	#	1	#	#	1	0.2373046875	0.75	10	161.4637878881309	9978	590	0.3333333333333333	35433.37914804699	1764	2352
#	1	1	#	#	1	1	0.23629488178509164	0.7493606138107417	2	160.91517061997078	9933	624	0.5	311.124856542826	879	1173
#	0	#	#	1	#	1	0.23713535349270015	0.7498929336188437	8	149.35598548630074	9984	658	0.3333333333333333	22732.29936501081	1751	2335
1	#	1	#	1	#	1	0.23662706176475934	0.7495711835334476	4	155.06071966074418	9955	658	0.5	620.2428786429767	874	1166
0	#	1	#	0	#	1	0.23628795940120384	0.7493562231759656	4	151.07621542215475	9950	682	0.5	581.657932985584	873	1165
1	1	#	#	#	1	1	1.0	1.0	36	155.71677995158092	9983	683	0.5	118117.70430353215	1164	1164
#	1	#	0	#	#	0	0.23747484717140577	0.7501075268817204	13	155.09957929195838	9975	695	0.3333333333333333	68814.1038601365	1744	2325
1	#	#	1	1	#	1	0.23662238580266562	0.7495682210708118	1	137.86153460500248	9755	723	0.5	144.74518477539544	868	1158
0	#	#	1	#	0	1	0.2373046875	0.75	5	145.8504373547752	9978	740	0.5	8769.890793304412	867	1156
#	1	#	#	#	0	0	0.2376467236027519	0.7502160760587727	7	149.1155110989459	9996	744	0.3333333333333333	19054.61275960855	1736	2314
#	0	#	#	#	0	0	0.03125	0.5	1	162.37124297871037	9982	775	0.3333333333333333	2980.2403445026507	1152	2304
#	1	0	#	#	0	0	0.2373046875	0.75	3	162.39519745810958	9996	780	0.5	527.2319904679109	864	1152
1	#	1	#	#	1	1	0.23765031034774056	0.7502183406113537	3	151.42345932256526	9955	816	0.5	461.3379724596197	859	1145
0	0	0	#	#	#	0	1.0	1.0	32	171.9131159278179	9982	818	0.5	98219.05185907418	1148	1148
1	0	#	#	1	#	1	1.0	1.0	29	152.29259755814513	9984	837	0.5	77293.14790853468	1145	1145
0	1	#	1	#	#	1	1.0	1.0	34	162.07165512951804	9978	861	0.5	100855.77194418969	1143	1143
#	1	#	#	#	1	1	0.23765213207808705	0.7502194907813872	13	160.74196780745874	9983	895	0.3333333333333333	73155.4079286206	1709	2278
0	#	#	0	0	#	0	0.2373046875	0.75	6	172.62901233156305	9982	905	0.5	15429.107899869727	852	1136
#	#	#	#	#	0	0	0.0954303970627272	0.6250825082508251	2	151.18574356054432	9996	908	0.16666666666666666	4020.2685142548976	2841	4545
1	0	#	#	#	#	0	0.03131886290849181	0.5002201673271687	1	153.62636032533854	9976	914	0.3333333333333333	2751.1759719620686	1136	2271
#	#	#	0	#	0	0	0.2373046875	0.75	4	162.06970949066903	9982	924	0.3333333333333333	722.3571053958519	1701	2268
0	#	1	#	#	#	1	0.23713058282114646	0.7498899163364157	8	156.73941832836232	9978	925	0.3333333333333333	22750.493558622944	1703	2271
#	#	#	#	1	1	1	0.23677851323378768	0.7496671105193076	4	158.29138635848668	9984	981	0.3333333333333333	609.2567498548381	1689	2253
0	0	1	#	#	#	1	1.0	1.0	26	148.54522801621013	9950	1019	0.5	54755.276538320715	1122	1122
#	#	0	#	#	0	0	0.2374812272091185	0.750111557340473	3	158.64583579263143	9996	1031	0.3333333333333333	539.3513363718123	1681	2241
#	0	0	#	#	0	0	0.2373046875	0.75	3	169.84869969220384	9982	1095	0.5	532.2697247590067	834	1112
#	0	0	#	0	#	0	1.0	1.0	28	188.57688650987765	9982	1122	0.5	83270.13230297598	1107	1107
#	1	1	1	#	#	1	0.23766282913038309	0.7502262443438914	5	164.166498581	9978	1165	0.5	9319.700034650541	829	1105
0	#	#	1	#	1	1	0.23766282913038309	0.7502262443438914	2	164.59046280938668	9933	1165	0.5	312.68202398307307	829	1105
1	#	#	1	#	0	0	0.23874638852622826	0.7509090909090909	5	143.41007787678103	9996	1193	0.5	8573.383810962432	826	1100
#	#	1	1	#	1	1	0.5132429911142498	0.8751139471285324	3	168.4979962088676	9933	1229	0.5	486.60055817041695	960	1097
#	0	#	#	1	1	1	0.2373046875	0.75	5	158.75059489696625	9984	1265	0.5	9582.708354814142	819	1092
#	1	#	1	#	#	1	0.23748641875775045	0.7501148369315572	4	155.4588817395626	9983	1293	0.3333333333333333	593.9570524848948	1633	2177
#	0	#	#	0	#	0	0.23712290055626228	0.7498850574712643	8	168.43157681759976	9982	1300	0.3333333333333333	24246.42854222549	1631	2175
#	0	0	0	#	#	0	0.236213131451713	0.7493087557603687	4	174.62745756204615	9982	1330	0.5	755.2056402543568	813	1085
#	0	0	#	1	#	0	0.031106255993641203	0.49953917050691243	1	142.30842229833792	9958	1330	0.5	2512.806031221567	542	1085
1	#	0	1	#	1	1	0.2387677205957049	0.7509225092250923	1	146.90512006094727	9983	1343	0.6666666666666666	147.60175009523013	407	542
#	0	0	1	#	#	0	0.2373046875	0.75	4	148.14699470215103	9958	1378	0.5	564.1687168884439	807	1076
0	#	1	1	#	#	1	1.0	1.0	23	169.54965821419734	9978	1402	0.5	49748.56553799229	1076	1076
#	1	1	1	0	#	1	0.2373046875	0.75	3	166.38310795350418	9933	1421	0.6666666666666666	487.43665482564074	402	536
1	#	#	#	0	0	0	1.0	1.0	22	178.23910948247786	9976	1459	0.5	48563.97650854201	1066	1066
#	#	1	#	#	#	1	0.09521020052370983	0.6247937779872732	4	155.46384355383103	9978	1514	0.16666666666666666	14008.492293422827	2651	4243
#	#	#	#	0	0	0	0.2373046875	0.75	7	181.9987614452221	9982	1543	0.3333333333333333	21289.17889107992	1584	2112
#	#	1	1	#	#	1	0.2380589929545175	0.7504761904761905	8	164.01102545019364	9978	1594	0.3333333333333333	23281.414238119443	1576	2100
#	1	#	0	0	#	0	0.2373046875	0.75	4	170.63886526066713	9960	1609	0.5	753.2429078791696	786	1048
1	1	#	0	0	#	0	0.030951245024765407	0.4990403071017274	1	180.04830696762826	9960	1651	0.6666666666666666	3462.18535788182	260	521
1	#	#	0	1	#	1	0.2376848615448804	0.7502401536983669	5	155.99551038744607	9984	1664	0.5	9733.586747861142	781	1041
1	#	0	#	0	#	0	0.2373046875	0.75	4	181.3513546866523	9940	1671	0.5	718.7567734332614	780	1040
#	0	1	#	0	#	1	0.03125	0.5	2	132.33188612900068	9950	1770	0.5	9519.199512716112	514	1028
1	#	0	1	#	0	0	0.2373046875	0.75	1	144.95326363119324	9996	1868	0.6666666666666666	145.42697442373944	381	508
0	#	0	#	#	#	0	0.23652561828611554	0.7495069033530573	11	168.8909259051014	9982	1890	0.3333333333333333	49096.99202063671	1520	2028
#	#	1	#	#	1	1	0.23750006431099688	0.7501234567901235	2	158.19308997650393	9955	1904	0.3333333333333333	284.98976117327845	1519	2025
0	#	1	#	#	0	1	0.23535510320112366	0.7487636003956478	4	150.80624434072848	9978	1914	0.5	613.0312217036424	757	1011
#	#	1	1	0	1	1	0.2373046875	0.75	1	154.55869688057697	9933	1933	0.6666666666666666	148.87296387590152	378	504
1	#	#	#	0	#	0	0.23650996387567652	0.7494969818913481	8	164.10479986312626	9976	2035	0.3333333333333333	25003.985714405575	1490	1988
0	#	1	0	#	0	1	0.03093561624048281	0.498989898989899	1	144.5968883424494	9898	2090	0.6666666666666666	2657.382799586793	247	495
0	0	#	0	#	#	1	0.03093561624048281	0.498989898989899	1	169.35784469991808	9898	2097	0.5	2996.42316981822	494	990
0	#	0	#	#	1	0	0.2365002655712497	0.7494908350305499	6	162.8930016573443	9958	2146	0.5	13547.09582536496	736	982
#	1	0	#	#	1	1	0.2389234037835294	0.7510204081632653	3	156.97889146751524	9983	2155	0.5	481.9635537539777	736	980
1	0	#	#	0	#	0	1.0	1.0	25	155.9909151484538	9976	2183	0.5	52791.15524059635	976	976
#	0	#	0	1	#	1	0.23649366745427597	0.7494866529774127	4	151.1686703612212	9984	2211	0.5	615.6302371970405	730	974
#	1	#	#	0	0	0	0.23771999136665267	0.7502623294858342	4	179.45849108349609	9960	2355	0.5	717.8339643339843	715	953
1	#	0	1	1	0	0	0.03125	0.5	1	116.55009056753482	9996	2380	0.8333333333333334	2209.398720606248	119	238
#	1	0	0	#	#	0	0.23688733852228494	0.7497360084477297	4	191.38528133853643	9946	2405	0.5	765.5411253541457	710	947
1	#	#	0	#	1	1	0.2373046875	0.75	6	155.4575441824323	9984	2630	0.5	13754.519271068018	690	920
#	#	0	#	0	0	0	0.512908935546875	0.875	7	200.70223690799122	9982	2631	0.5	1427.144572944923	805	920
#	#	0	0	#	0	0	0.5125104049246804	0.8748639825897715	8	184.0292628703375	9982	2646	0.5	1653.3657858792187	804	919
#	1	#	#	0	1	1	0.23816761272517406	0.7505446623093682	4	158.27954498748983	9983	2667	0.5	638.9339452147641	689	918
1	#	0	#	#	1	1	0.23903683114750418	0.7510917030567685	5	154.2322021677292	9984	2667	0.5	9516.896864307435	688	916
#	1	0	#	0	1	1	0.2373046875	0.75	2	161.8823167672685	9983	2687	0.6666666666666666	323.764633534537	342	456
1	#	1	#	#	#	1	0.0309073498051182	0.4988986784140969	1	144.64546395663888	9955	2723	0.3333333333333333	2690.7852410678875	906	1816
#	#	0	0	#	#	0	0.2364328857703724	0.7494481236203091	4	177.87867055231374	9982	2750	0.3333333333333333	786.9557671124387	1358	1812
#	#	0	#	0	#	0	0.23708443070481003	0.7498607242339833	5	186.6469532809248	9982	2814	0.3333333333333333	11038.829711116854	1346	1795
#	0	0	1	1	#	0	0.03090045094579723	0.49887640449438203	1	131.7631390190148	9958	2876	0.6666666666666666	2373.5158332357773	222	445
1	#	#	0	#	#	1	0.03107264518021247	0.49943117178612056	1	157.8812942404224	9984	2962	0.3333333333333333	3163.7705384070814	878	1758
#	1	0	0	#	1	1	0.03125	0.5	1	170.32200663436566	9963	2987	0.6666666666666666	3110.8101068107744	218	436
0	1	#	#	#	#	0	0.031160663294627605	0.4997137950772753	1	158.26548510821627	9975	3017	0.3333333333333333	2897.2910637292266	873	1747
0	#	#	#	#	#	1	0.031339953884038575	0.5002875215641173	2	162.3608332308558	9978	3050	0.16666666666666666	11982.694023740505	1740	3478
#	0	0	#	#	1	0	0.23592980888821863	0.7491289198606271	4	158.18704512658002	9958	3106	0.5	611.3987900514064	645	861
#	0	1	#	#	0	1	0.23684029490758227	0.7497062279670975	2	146.5306606553318	9950	3178	0.5	293.0613213106636	638	851
#	1	0	0	#	0	0	1.0	1.0	1	204.70230468702076	9942	3222	0.6666666666666666	204.70230468702076	423	423
#	#	0	0	#	1	0	0.09525354649522948	0.6248506571087217	1	173.4446585883422	9946	3290	0.5	169.1947790442847	523	837
#	#	1	1	#	0	1	0.095367431640625	0.625	1	150.06563547003012	9978	3514	0.5	150.06563547003012	505	808
#	#	1	#	0	1	1	0.0951298447342226	0.6246882793017456	1	146.3002877495011	9933	3590	0.5	134.67062438843047	501	802
#	1	#	1	0	#	1	0.2373046875	0.75	3	159.7602821737281	9983	3597	0.5	462.60105815148034	600	800
#	#	0	0	1	0	0	0.23631509468652676	0.7493734335839599	1	154.23260725959017	9942	3606	0.6666666666666666	160.11344884310964	299	399
#	#	#	0	1	0	0	0.095367431640625	0.625	1	147.71496568290573	9942	3727	0.5	152.55266734942526	490	784
#	#	#	0	0	0	0	0.513871240971352	0.8753280839895013	5	195.56694207897684	9982	3891	0.5	977.8347103948842	667	762
#	1	#	1	1	#	1	0.2367812984504877	0.7496688741721854	1	147.36471840753325	9978	3972	0.5	144.68339454964172	566	755
#	#	0	0	0	0	0	1.0	1.0	11	233.61514627836692	9982	4030	0.6666666666666666	2569.766609062036	372	372
#	#	0	0	0	#	0	0.5134062294163663	0.8751696065128901	8	211.0305294259968	9982	4094	0.5	1716.3052942599682	645	737
#	1	#	#	1	#	0	0.031142167114627247	0.4996544574982723	1	147.75991439139838	9996	4215	0.3333333333333333	2735.5181957634227	723	1447
#	1	1	0	0	#	0	0.23620503838554913	0.7493036211699164	2	151.6434670748469	9960	4264	0.6666666666666666	317.2608346088966	269	359
#	1	#	0	#	0	0	1.0	1.0	22	171.5925658514096	9960	4339	0.5	49514.770287812615	708	708
0	#	1	#	1	#	1	0.2373046875	0.75	3	157.32259669644696	9978	4346	0.5	451.32771501824396	531	708
#	#	#	0	0	#	0	0.23646138811361295	0.7494661921708186	3	168.1391517826467	9982	4378	0.3333333333333333	533.4559674764455	1053	1405
0	#	0	0	0	#	0	1.0	1.0	6	215.09984844373614	9982	4442	0.6666666666666666	1317.7488633280211	347	347
0	#	0	#	0	0	0	0.2373046875	0.75	2	198.54464254502022	9982	4542	0.6666666666666666	397.08928509004045	255	340
1	#	0	#	#	#	1	0.031364636707333575	0.5003663003663004	2	149.96055484991786	9984	4544	0.3333333333333333	12707.271306801236	683	1365
1	#	0	0	0	#	0	0.23614028990774585	0.7492625368731564	3	204.06330143360512	9940	4564	0.6666666666666666	612.1899043008153	254	339
0	#	0	#	#	0	0	0.23849477883011777	0.7507507507507507	1	169.7988800476431	9982	4668	0.5	173.2486000595539	500	666
0	#	0	0	#	0	0	1.0	1.0	5	196.68260086592304	9982	4704	0.6666666666666666	1034.266255412019	331	331
1	#	#	0	0	#	0	0.23670147304988046	0.749618320610687	1	169.94768819674533	9960	4756	0.5	176.93461024593165	491	655
0	#	0	0	#	#	0	1.0	1.0	20	187.4383199990851	9982	4762	0.5	43905.035717824525	655	655
#	0	0	0	#	0	0	0.23485826833109766	0.7484472049689441	1	176.49419573236213	9982	4862	0.6666666666666666	194.89718083181583	241	322
1	#	#	1	#	#	0	0.03125	0.5	1	142.94813788942378	9996	5004	0.3333333333333333	2672.9774983497164	624	1248
0	#	0	#	0	#	0	0.2379463980161281	0.7504051863857374	5	187.37812232775565	9982	5054	0.5	11122.283862748473	463	617
0	0	#	#	#	#	0	0.030993011264551323	0.4991749174917492	2	166.30306519507207	9982	5158	0.3333333333333333	11690.400857907294	605	1212
#	1	1	#	#	0	0	0.2386128689341749	0.7508250825082509	2	150.75226114267713	9960	5160	0.5	306.3806528566928	455	606
1	#	1	0	1	#	1	0.23328266737586376	0.7474402730375427	1	163.1742788457417	9955	5283	0.6666666666666666	163.1742788457417	219	293
0	#	#	#	#	1	0	0.03071673607964869	0.49828178694158076	1	163.77489194486813	9975	5350	0.3333333333333333	2630.352501579557	580	1164
1	#	0	0	#	0	0	0.23592980888821863	0.7491289198606271	1	184.97792100500698	9942	5398	0.6666666666666666	197.72240125625873	215	287
#	#	1	1	0	#	1	0.09570974080617646	0.6254480286738351	1	155.56112795918443	9950	5533	0.5	150.43926243622568	349	558
#	0	0	1	#	0	0	0.2387359540800823	0.7509025270758123	2	155.56223909209064	9927	5564	0.6666666666666666	294.9055977302266	208	277
#	0	0	0	#	1	0	0.23443178328587946	0.7481751824817519	1	174.18678706198077	9940	5618	0.6666666666666666	170.35435478434496	205	274
0	1	#	#	0	#	1	0.030961184977197038	0.49907235621521334	1	167.66591263478495	9964	5678	0.5	3149.7261489234593	269	539
#	1	#	0	1	#	0	0.2395476270037328	0.751412429378531	2	152.35429318941556	9975	5749	0.5	310.3857329735389	399	531
1	#	0	0	#	1	1	0.2388476256504066	0.7509727626459144	4	167.4775138201981	9984	5867	0.6666666666666666	676.3875691009905	193	257
0	#	#	1	1	0	1	0.23265179893866883	0.7470355731225297	2	143.0297649134464	9978	5946	0.6666666666666666	286.0595298268928	189	253
1	1	#	#	#	#	1	0.03141819121515723	0.5005370569280344	1	145.89070509057177	9983	6271	0.3333333333333333	2899.26676768397	466	931
#	1	1	0	#	#	0	0.238156462242825	0.7505376344086021	2	145.9334332157188	9975	6281	0.5	303.2712234989016	349	465
#	0	#	#	#	#	0	0.03116485018688443	0.49972722313147844	1	161.9112263106605	9982	6332	0.16666666666666666	2861.7515333620377	916	1833
#	#	#	0	#	1	1	0.031074635684334724	0.49943757030371205	1	152.62021964865215	9984	6443	0.3333333333333333	2647.452194154927	444	889
0	#	#	0	#	1	0	0.23640512565700972	0.7494305239179955	2	150.94937438172977	9975	6490	0.5	287.5917949429055	329	439
#	0	#	#	1	0	1	0.2363884542801302	0.7494199535962877	1	143.3277248980453	9938	6546	0.5	143.07457015319576	323	431
#	1	1	#	#	#	1	0.03069919125031411	0.4982248520710059	1	155.54011333834595	9978	6621	0.3333333333333333	2830.399789028766	421	845
1	#	1	#	#	0	0	0.24015003491511805	0.7517899761336515	3	145.82003209110667	9976	6633	0.5	437.46009627332	315	419
1	0	0	#	#	1	1	0.03201966753389402	0.5024390243902439	1	152.920658222859	9984	6720	0.6666666666666666	2906.4346631002436	103	205
#	#	1	#	#	0	0	0.03145161223404337	0.5006435006435006	1	148.0769212584889	9976	6889	0.3333333333333333	2736.833201953835	389	777
0	#	0	#	1	#	0	0.2373046875	0.75	6	147.63685235718793	9958	6898	0.5	12537.931665985712	291	388
1	1	#	#	#	1	0	0.0	0.0	2	155.71677995158092	6911	6911	0.5	36456.08157516424	0	386
1	0	0	#	#	#	0	0.030828847131435928	0.4986449864498645	1	159.02599274057116	9940	7047	0.5	2969.3015519541786	184	369
0	#	0	#	0	1	0	0.23510336054033673	0.7486033519553073	1	173.82659658609435	9946	7130	0.6666666666666666	168.03324573261793	134	179
0	0	0	#	#	#	1	0.0	0.0	1	171.9131159278179	7138	7138	0.5	9591.704283112713	0	358
#	#	0	1	#	0	0	0.09619960313488579	0.6260869565217392	1	140.6796194731813	9996	7239	0.5	138.7494054268458	216	345
#	#	1	0	0	0	0	0.23268800595412076	0.7470588235294118	1	152.86082087377122	9960	7272	0.6666666666666666	152.86082087377122	127	170
#	0	1	0	#	#	1	0.2373046875	0.75	2	136.66713447716134	9955	7338	0.5	273.3342689543227	249	332
1	#	1	#	0	#	0	0.23124513314743295	0.7461300309597523	1	143.805769444909	9976	7407	0.5	144.25721180613627	241	323
0	#	0	#	1	0	0	0.23977145097970196	0.7515527950310559	1	145.81919801008283	9916	7420	0.6666666666666666	143.27399751260353	121	161
0	1	0	#	0	#	0	0.030279579160790774	0.4968553459119497	1	175.82775393297666	9946	7450	0.6666666666666666	3314.288816613878	79	159
#	#	1	#	#	0	1	0.03100547851068983	0.49921507064364207	1	148.0769212584889	9978	7453	0.3333333333333333	2736.833201953835	318	637
#	0	1	1	#	#	1	0.23860427194515973	0.7508196721311475	1	156.72523720991938	9950	7553	0.5	154.69568314049903	229	305
#	1	1	#	#	#	0	0.031509981927488016	0.5008291873963516	1	155.54011333834595	9975	7593	0.3333333333333333	2717.8933316444527	302	603
#	0	#	1	0	#	0	0.2373046875	0.75	1	155.66669699144467	9976	7623	0.5	148.72921404913228	222	296
1	0	1	0	#	#	1	0.030201438353029086	0.4965986394557823	2	148.26893085489206	9955	7634	0.6666666666666666	11208.184679640133	73	147
1	#	0	0	0	1	1	0.03125	0.5	1	170.7331900303291	9963	7659	0.8333333333333334	3118.3200785941726	36	72
#	#	0	1	#	#	0	0.030701768004461196	0.49823321554770317	1	141.6294203217731	9996	7740	0.3333333333333333	2624.379408738445	282	566
#	1	#	#	0	#	1	0.03155457859321509	0.5009708737864078	1	163.37070385898272	9983	7935	0.3333333333333333	3099.032368927703	258	515
#	1	0	0	0	#	0	0.23410655790434154	0.7479674796747967	1	212.13686396754605	9946	8026	0.6666666666666666	212.13686396754605	92	123
1	0	1	#	#	#	1	0.02993716417960346	0.49572649572649574	1	148.11436682005962	9955	8099	0.5	2823.8347942337277	116	234
1	#	#	1	0	#	0	0.23198417100137067	0.746606334841629	1	157.862280817918	9976	8231	0.5	150.32785102239748	165	221
#	#	0	1	0	#	0	0.09125345142501264	0.6195121951219512	1	160.21128289164176	9927	8354	0.5	153.2641036145522	127	205
1	#	0	#	0	1	1	0.03282796876844061	0.504950495049505	1	158.143132218658	9983	8363	0.6666666666666666	2749.5339251626933	51	101
1	#	#	#	0	0	1	0.0	0.0	1	178.23910948247786	8519	8519	0.5	10033.87944391364	0	184
#	1	#	0	1	1	0	0.03125	0.5	1	148.9941197679148	9975	8567	0.6666666666666666	2721.2714480542413	44	88
1	1	#	#	#	#	0	0.03125	0.5	2	145.89070509057177	9996	8652	0.3333333333333333	11424.494747996421	168	336
1	#	0	0	0	1	0	0.0276204464877974	0.4878048780487805	1	170.73333044017284	9940	8660	0.8333333333333334	3528.0958488234396	20	41
#	1	1	0	1	#	0	0.24222785347949022	0.7530864197530864	1	142.47514584941888	9975	8695	0.6666666666666666	142.84393231177359	61	81
#	#	#	0	0	1	0	0.09476154140739657	0.6242038216560509	1	152.50055432238793	9946	8747	0.5	147.27452016091397	98	157
#	#	#	0	1	#	1	0.03071673607964869	0.49828178694158076	1	148.62069694603926	9984	8832	0.3333333333333333	2837.1664466302823	145	291
1	1	0	#	#	#	0	0.03125	0.5	1	156.11311324219554	9996	8844	0.5	3129.8457464933895	72	144
0	#	0	#	1	1	0	0.22621766644850363	0.7428571428571429	2	148.03239643793557	9958	8870	0.6666666666666666	297.0809910948389	52	70
1	#	#	#	0	1	1	0.03369025960221448	0.5075757575757576	1	145.47989457412294	9983	8939	0.5	2573.249482860083	67	132
1	#	#	1	1	0	1	0.03125	0.5	1	125.24052381813235	9505	9036	0.6666666666666666	2171.2371772780093	30	60
1	#	0	0	#	#	1	0.03289438179298174	0.5051546391752577	1	174.42106576984432	9984	9216	0.5	3666.6249787122188	49	97
#	1	#	1	#	1	0	0.0	0.0	1	165.70180645251327	9343	9343	0.5	9185.569726356778	0	84
#	1	0	#	0	0	0	0.21720617794361205	0.7368421052631579	1	195.22308333826146	9888	9383	0.6666666666666666	195.22308333826146	28	38
#	#	#	#	#	1	0	0.00673918663936945	0.36789297658862874	1	161.79506224923298	9975	9407	0.16666666666666666	10993.882520469611	110	299
#	1	1	0	#	1	0	0.03125	0.5	1	140.25194391319425	9975	9417	0.6666666666666666	2572.180846703249	18	36
0	1	#	#	#	#	1	0.03125	0.5	3	158.26548510821635	9978	9421	0.3333333333333333	27020.290956365716	73	146
#	#	0	1	0	0	0	0.22621766644850363	0.7428571428571429	1	166.05500583598467	9927	9432	0.6666666666666666	160.56875729498083	26	35
0	#	1	1	#	#	0	0.0	0.0	1	169.5496582250819	9438	9438	0.5	9404.265698679721	0	70
1	0	#	#	0	#	1	0.0	0.0	2	155.99098777378026	9528	9528	0.5	33786.36007976052	0	57
#	1	#	#	1	0	0	0.2373046875	0.75	1	139.66864228587394	9996	9551	0.5	146.91975357167803	42	56
1	0	0	0	#	#	1	0.038020403200000004	0.52	1	166.98339437363003	9984	9600	0.6666666666666666	4078.1515916533504	13	25
1	0	1	#	1	#	0	0.0	0.0	1	171.00258480165104	9618	9618	0.6666666666666666	9760.126194264096	0	23
1	1	#	#	#	0	1	0.0	0.0	1	149.07835425131753	9676	9676	0.5	9080.658055052358	0	40
